年月,都道府県,未使用1,未使用2,未使用3,店舗タイプ,未使用4,ジョブカテゴリ,カウント
2019-05-01,岐阜県,-,-,-,食品,-,,246
2019-05-01,静岡県,-,-,-,食品,-,,589
2019-05-01,愛知県,-,-,-,食品,-,,902
2019-05-01,三重県,-,-,-,食品,-,,270
2019-05-01,滋賀県,-,-,-,食品,-,,186
2019-05-01,京都府,-,-,-,食品,-,,418
2019-05-01,大阪府,-,-,-,食品,-,,1288
2019-05-01,兵庫県,-,-,-,食品,-,,875
2019-05-01,奈良県,-,-,-,食品,-,,194
2019-05-01,和歌山県,-,-,-,食品,-,,170
2019-05-01,鳥取県,-,-,-,食品,-,,95
2019-05-01,島根県,-,-,-,食品,-,,171
2019-05-01,岡山県,-,-,-,食品,-,,357
2019-05-01,広島県,-,-,-,食品,-,,490
2019-05-01,山口県,-,-,-,食品,-,,236
2019-05-01,徳島県,-,-,-,食品,-,,149
2019-05-01,香川県,-,-,-,食品,-,,174
2019-05-01,愛媛県,-,-,-,食品,-,,250
2019-05-01,高知県,-,-,-,食品,-,,165
2019-05-01,福岡県,-,-,-,食品,-,,676
2019-05-01,佐賀県,-,-,-,食品,-,,133
2019-05-01,長崎県,-,-,-,食品,-,,218
2019-05-01,熊本県,-,-,-,食品,-,,257
2019-05-01,大分県,-,-,-,食品,-,,204
2019-05-01,宮崎県,-,-,-,食品,-,,205
2019-05-01,鹿児島県,-,-,-,食品,-,,340
2019-05-01,沖縄県,-,-,-,食品,-,,266
2019-06-01,北海道,-,-,-,食品,-,,1047
2019-06-01,青森県,-,-,-,食品,-,,218
2019-06-01,岩手県,-,-,-,食品,-,,248
2019-06-01,宮城県,-,-,-,食品,-,,358
2019-06-01,秋田県,-,-,-,食品,-,,159
2019-06-01,山形県,-,-,-,食品,-,,223
2019-06-01,福島県,-,-,-,食品,-,,350
2019-06-01,茨城県,-,-,-,食品,-,,440
2019-06-01,栃木県,-,-,-,食品,-,,288
2019-06-01,群馬県,-,-,-,食品,-,,241
2019-06-01,埼玉県,-,-,-,食品,-,,1084
2019-06-01,千葉県,-,-,-,食品,-,,883
2019-06-01,東京都,-,-,-,食品,-,,2631
2019-06-01,神奈川県,-,-,-,食品,-,,1404
2019-06-01,新潟県,-,-,-,食品,-,,385
2019-06-01,山梨県,-,-,-,食品,-,,124
2019-06-01,長野県,-,-,-,食品,-,,288
2019-06-01,富山県,-,-,-,食品,-,,154
2019-06-01,石川県,-,-,-,食品,-,,181
2019-06-01,福井県,-,-,-,食品,-,,132
2019-06-01,岐阜県,-,-,-,食品,-,,247
2019-06-01,静岡県,-,-,-,食品,-,,589
2019-06-01,愛知県,-,-,-,食品,-,,900
2019-06-01,三重県,-,-,-,食品,-,,270
2019-06-01,滋賀県,-,-,-,食品,-,,186
2019-06-01,京都府,-,-,-,食品,-,,416
2019-06-01,大阪府,-,-,-,食品,-,,1289
2019-06-01,兵庫県,-,-,-,食品,-,,877
2019-06-01,奈良県,-,-,-,食品,-,,194
2019-06-01,和歌山県,-,-,-,食品,-,,169
2019-06-01,鳥取県,-,-,-,食品,-,,94
2019-06-01,島根県,-,-,-,食品,-,,171
2019-06-01,岡山県,-,-,-,食品,-,,358
2019-06-01,広島県,-,-,-,食品,-,,491
2019-06-01,山口県,-,-,-,食品,-,,236
2019-06-01,徳島県,-,-,-,食品,-,,149
2019-06-01,香川県,-,-,-,食品,-,,174
2019-06-01,愛媛県,-,-,-,食品,-,,252
2019-06-01,高知県,-,-,-,食品,-,,165
2019-06-01,福岡県,-,-,-,食品,-,,676
2019-06-01,佐賀県,-,-,-,食品,-,,131
2019-06-01,長崎県,-,-,-,食品,-,,219
2019-06-01,熊本県,-,-,-,食品,-,,257
2019-06-01,大分県,-,-,-,食品,-,,203
2019-06-01,宮崎県,-,-,-,食品,-,,204
2019-06-01,鹿児島県,-,-,-,食品,-,,340
2019-06-01,沖縄県,-,-,-,食品,-,,266
2019-07-01,北海道,-,-,-,食品,-,,1048
2019-07-01,青森県,-,-,-,食品,-,,220
2019-07-01,岩手県,-,-,-,食品,-,,248
2019-07-01,宮城県,-,-,-,食品,-,,358
2019-07-01,秋田県,-,-,-,食品,-,,158
2019-07-01,山形県,-,-,-,食品,-,,221
2019-07-01,福島県,-,-,-,食品,-,,351
2019-07-01,茨城県,-,-,-,食品,-,,440
2019-07-01,栃木県,-,-,-,食品,-,,287
2019-07-01,群馬県,-,-,-,食品,-,,241
2019-07-01,埼玉県,-,-,-,食品,-,,1090
2019-07-01,千葉県,-,-,-,食品,-,,885
2019-07-01,東京都,-,-,-,食品,-,,2637
2019-07-01,神奈川県,-,-,-,食品,-,,1406
2019-07-01,新潟県,-,-,-,食品,-,,382
2019-07-01,山梨県,-,-,-,食品,-,,124
2019-07-01,長野県,-,-,-,食品,-,,288
2019-07-01,富山県,-,-,-,食品,-,,154
2019-07-01,石川県,-,-,-,食品,-,,181
2019-07-01,福井県,-,-,-,食品,-,,132
2019-07-01,岐阜県,-,-,-,食品,-,,244
2019-07-01,静岡県,-,-,-,食品,-,,590
2019-07-01,愛知県,-,-,-,食品,-,,901
2019-07-01,三重県,-,-,-,食品,-,,270
2019-07-01,滋賀県,-,-,-,食品,-,,188
2019-07-01,京都府,-,-,-,食品,-,,415
2019-07-01,大阪府,-,-,-,食品,-,,1291
2019-07-01,兵庫県,-,-,-,食品,-,,877
2019-07-01,奈良県,-,-,-,食品,-,,194
2019-07-01,和歌山県,-,-,-,食品,-,,169
2019-07-01,鳥取県,-,-,-,食品,-,,95
2019-07-01,島根県,-,-,-,食品,-,,171
2019-07-01,岡山県,-,-,-,食品,-,,357
2019-07-01,広島県,-,-,-,食品,-,,491
2019-07-01,山口県,-,-,-,食品,-,,236
2019-07-01,徳島県,-,-,-,食品,-,,149
2019-07-01,香川県,-,-,-,食品,-,,174
2019-07-01,愛媛県,-,-,-,食品,-,,252
2019-07-01,高知県,-,-,-,食品,-,,166
2019-07-01,福岡県,-,-,-,食品,-,,676
2019-07-01,佐賀県,-,-,-,食品,-,,131
2019-07-01,長崎県,-,-,-,食品,-,,221
2019-07-01,熊本県,-,-,-,食品,-,,257
2019-07-01,大分県,-,-,-,食品,-,,206
2019-07-01,宮崎県,-,-,-,食品,-,,203
2019-07-01,鹿児島県,-,-,-,食品,-,,340
2019-07-01,沖縄県,-,-,-,食品,-,,266
2019-08-01,北海道,-,-,-,食品,-,,1049
2019-08-01,青森県,-,-,-,食品,-,,220
2019-08-01,岩手県,-,-,-,食品,-,,248
2019-08-01,宮城県,-,-,-,食品,-,,359
2019-08-01,秋田県,-,-,-,食品,-,,158
2019-08-01,山形県,-,-,-,食品,-,,220
2019-08-01,福島県,-,-,-,食品,-,,351
2019-08-01,茨城県,-,-,-,食品,-,,441
2019-08-01,栃木県,-,-,-,食品,-,,286
2019-08-01,群馬県,-,-,-,食品,-,,239
2019-08-01,埼玉県,-,-,-,食品,-,,1089
2019-08-01,千葉県,-,-,-,食品,-,,884
2019-08-01,東京都,-,-,-,食品,-,,2645
2019-08-01,神奈川県,-,-,-,食品,-,,1414
2019-08-01,新潟県,-,-,-,食品,-,,383
2019-08-01,山梨県,-,-,-,食品,-,,124
2019-08-01,長野県,-,-,-,食品,-,,288
2019-08-01,富山県,-,-,-,食品,-,,152
2019-08-01,石川県,-,-,-,食品,-,,180
2019-08-01,福井県,-,-,-,食品,-,,132
2019-08-01,岐阜県,-,-,-,食品,-,,242
2019-08-01,静岡県,-,-,-,食品,-,,592
2019-08-01,愛知県,-,-,-,食品,-,,899
2019-08-01,三重県,-,-,-,食品,-,,270
2019-08-01,滋賀県,-,-,-,食品,-,,188
2019-08-01,京都府,-,-,-,食品,-,,413
2019-08-01,大阪府,-,-,-,食品,-,,1291
2019-08-01,兵庫県,-,-,-,食品,-,,880
2019-08-01,奈良県,-,-,-,食品,-,,194
2019-08-01,和歌山県,-,-,-,食品,-,,170
2019-08-01,鳥取県,-,-,-,食品,-,,94
2019-08-01,島根県,-,-,-,食品,-,,171
2019-08-01,岡山県,-,-,-,食品,-,,358
2019-08-01,広島県,-,-,-,食品,-,,490
2019-08-01,山口県,-,-,-,食品,-,,235
2019-08-01,徳島県,-,-,-,食品,-,,149
2019-08-01,香川県,-,-,-,食品,-,,172
2019-08-01,愛媛県,-,-,-,食品,-,,252
2019-08-01,高知県,-,-,-,食品,-,,167
2019-08-01,福岡県,-,-,-,食品,-,,676
2019-08-01,佐賀県,-,-,-,食品,-,,131
2019-08-01,長崎県,-,-,-,食品,-,,221
2019-08-01,熊本県,-,-,-,食品,-,,252
2019-08-01,大分県,-,-,-,食品,-,,204
2019-08-01,宮崎県,-,-,-,食品,-,,203
2019-08-01,鹿児島県,-,-,-,食品,-,,340
2019-08-01,沖縄県,-,-,-,食品,-,,264
2019-09-01,北海道,-,-,-,食品,-,,1046
2019-09-01,青森県,-,-,-,食品,-,,218
2019-09-01,岩手県,-,-,-,食品,-,,248
2019-09-01,宮城県,-,-,-,食品,-,,364
2019-09-01,秋田県,-,-,-,食品,-,,158
2019-09-01,山形県,-,-,-,食品,-,,220
2019-09-01,福島県,-,-,-,食品,-,,351
2019-09-01,茨城県,-,-,-,食品,-,,444
2019-09-01,栃木県,-,-,-,食品,-,,288
2019-09-01,群馬県,-,-,-,食品,-,,240
2019-09-01,埼玉県,-,-,-,食品,-,,1086
2019-09-01,千葉県,-,-,-,食品,-,,886
2019-09-01,東京都,-,-,-,食品,-,,2655
2019-09-01,神奈川県,-,-,-,食品,-,,1414
2019-09-01,新潟県,-,-,-,食品,-,,384
2019-09-01,山梨県,-,-,-,食品,-,,125
2019-09-01,長野県,-,-,-,食品,-,,288
2019-09-01,富山県,-,-,-,食品,-,,150
2019-09-01,石川県,-,-,-,食品,-,,182
2019-09-01,福井県,-,-,-,食品,-,,132
2019-09-01,岐阜県,-,-,-,食品,-,,243
2019-09-01,静岡県,-,-,-,食品,-,,593
2019-09-01,愛知県,-,-,-,食品,-,,899
2019-09-01,三重県,-,-,-,食品,-,,267
2019-09-01,滋賀県,-,-,-,食品,-,,188
2019-09-01,京都府,-,-,-,食品,-,,412
2019-09-01,大阪府,-,-,-,食品,-,,1295
2019-09-01,兵庫県,-,-,-,食品,-,,879
2019-09-01,奈良県,-,-,-,食品,-,,192
2019-09-01,和歌山県,-,-,-,食品,-,,170
2019-09-01,鳥取県,-,-,-,食品,-,,94
2019-09-01,島根県,-,-,-,食品,-,,171
2019-09-01,岡山県,-,-,-,食品,-,,358
2019-09-01,広島県,-,-,-,食品,-,,491
2019-09-01,山口県,-,-,-,食品,-,,235
2019-09-01,徳島県,-,-,-,食品,-,,149
2019-09-01,香川県,-,-,-,食品,-,,173
2019-09-01,愛媛県,-,-,-,食品,-,,252
2019-09-01,高知県,-,-,-,食品,-,,166
2019-09-01,福岡県,-,-,-,食品,-,,682
2019-09-01,佐賀県,-,-,-,食品,-,,131
2019-09-01,長崎県,-,-,-,食品,-,,221
2019-09-01,熊本県,-,-,-,食品,-,,253
2019-09-01,大分県,-,-,-,食品,-,,204
2019-09-01,宮崎県,-,-,-,食品,-,,201
2019-09-01,鹿児島県,-,-,-,食品,-,,340
2019-09-01,沖縄県,-,-,-,食品,-,,264
2019-10-01,北海道,-,-,-,食品,-,,1045
2019-10-01,青森県,-,-,-,食品,-,,218
2019-10-01,岩手県,-,-,-,食品,-,,245
2019-10-01,宮城県,-,-,-,食品,-,,364
2019-10-01,秋田県,-,-,-,食品,-,,157
2019-10-01,山形県,-,-,-,食品,-,,221
2019-10-01,福島県,-,-,-,食品,-,,351
2019-10-01,茨城県,-,-,-,食品,-,,446
2019-10-01,栃木県,-,-,-,食品,-,,289
2019-10-01,群馬県,-,-,-,食品,-,,237
2019-10-01,埼玉県,-,-,-,食品,-,,1088
2019-10-01,千葉県,-,-,-,食品,-,,889
2019-10-01,東京都,-,-,-,食品,-,,2654
2019-10-01,神奈川県,-,-,-,食品,-,,1418
2019-10-01,新潟県,-,-,-,食品,-,,384
2019-10-01,山梨県,-,-,-,食品,-,,125
2019-10-01,長野県,-,-,-,食品,-,,288
2019-10-01,富山県,-,-,-,食品,-,,152
2019-10-01,石川県,-,-,-,食品,-,,183
2019-10-01,福井県,-,-,-,食品,-,,132
2019-10-01,岐阜県,-,-,-,食品,-,,246
2019-10-01,静岡県,-,-,-,食品,-,,593
2019-10-01,愛知県,-,-,-,食品,-,,900
2019-10-01,三重県,-,-,-,食品,-,,265
2019-10-01,滋賀県,-,-,-,食品,-,,189
2019-10-01,京都府,-,-,-,食品,-,,413
2019-10-01,大阪府,-,-,-,食品,-,,1287
2019-10-01,兵庫県,-,-,-,食品,-,,880
2019-10-01,奈良県,-,-,-,食品,-,,190
2019-10-01,和歌山県,-,-,-,食品,-,,170
2019-10-01,鳥取県,-,-,-,食品,-,,92
2019-10-01,島根県,-,-,-,食品,-,,171
2019-10-01,岡山県,-,-,-,食品,-,,354
2019-10-01,広島県,-,-,-,食品,-,,491
2019-10-01,山口県,-,-,-,食品,-,,235
2019-10-01,徳島県,-,-,-,食品,-,,149
2019-10-01,香川県,-,-,-,食品,-,,173
2019-10-01,愛媛県,-,-,-,食品,-,,251
2019-10-01,高知県,-,-,-,食品,-,,166
2019-10-01,福岡県,-,-,-,食品,-,,682
2019-10-01,佐賀県,-,-,-,食品,-,,130
2019-10-01,長崎県,-,-,-,食品,-,,220
2019-10-01,熊本県,-,-,-,食品,-,,255
2019-10-01,大分県,-,-,-,食品,-,,204
2019-10-01,宮崎県,-,-,-,食品,-,,202
2019-10-01,鹿児島県,-,-,-,食品,-,,340
2019-10-01,沖縄県,-,-,-,食品,-,,259
2019-11-01,北海道,-,-,-,食品,-,,1048
2019-11-01,青森県,-,-,-,食品,-,,218
2019-11-01,岩手県,-,-,-,食品,-,,246
2019-11-01,宮城県,-,-,-,食品,-,,364
2019-11-01,秋田県,-,-,-,食品,-,,155
2019-11-01,山形県,-,-,-,食品,-,,219
2019-11-01,福島県,-,-,-,食品,-,,353
2019-11-01,茨城県,-,-,-,食品,-,,446
2019-11-01,栃木県,-,-,-,食品,-,,288
2019-11-01,群馬県,-,-,-,食品,-,,240
2019-11-01,埼玉県,-,-,-,食品,-,,1087
2019-11-01,千葉県,-,-,-,食品,-,,891
2019-11-01,東京都,-,-,-,食品,-,,2661
2019-11-01,神奈川県,-,-,-,食品,-,,1427
2019-11-01,新潟県,-,-,-,食品,-,,384
2019-11-01,山梨県,-,-,-,食品,-,,125
2019-11-01,長野県,-,-,-,食品,-,,288
2019-11-01,富山県,-,-,-,食品,-,,154
2019-11-01,石川県,-,-,-,食品,-,,182
2019-11-01,福井県,-,-,-,食品,-,,132
2019-11-01,岐阜県,-,-,-,食品,-,,249
2019-11-01,静岡県,-,-,-,食品,-,,607
2019-11-01,愛知県,-,-,-,食品,-,,900
2019-11-01,三重県,-,-,-,食品,-,,267
2019-11-01,滋賀県,-,-,-,食品,-,,189
2019-11-01,京都府,-,-,-,食品,-,,412
2019-11-01,大阪府,-,-,-,食品,-,,1291
2019-11-01,兵庫県,-,-,-,食品,-,,879
2019-11-01,奈良県,-,-,-,食品,-,,192
2019-11-01,和歌山県,-,-,-,食品,-,,171
2019-11-01,鳥取県,-,-,-,食品,-,,93
2019-11-01,島根県,-,-,-,食品,-,,172
2019-11-01,岡山県,-,-,-,食品,-,,354
2019-11-01,広島県,-,-,-,食品,-,,491
2019-11-01,山口県,-,-,-,食品,-,,236
2019-11-01,徳島県,-,-,-,食品,-,,148
2019-11-01,香川県,-,-,-,食品,-,,173
2019-11-01,愛媛県,-,-,-,食品,-,,250
2019-11-01,高知県,-,-,-,食品,-,,165
2019-11-01,福岡県,-,-,-,食品,-,,680
2019-11-01,佐賀県,-,-,-,食品,-,,132
2019-11-01,長崎県,-,-,-,食品,-,,222
2019-11-01,熊本県,-,-,-,食品,-,,255
2019-11-01,大分県,-,-,-,食品,-,,204
2019-11-01,宮崎県,-,-,-,食品,-,,202
2019-11-01,鹿児島県,-,-,-,食品,-,,340
2019-11-01,沖縄県,-,-,-,食品,-,,259
2019-12-01,北海道,-,-,-,食品,-,,1042
2019-12-01,青森県,-,-,-,食品,-,,216
2019-12-01,岩手県,-,-,-,食品,-,,245
2019-12-01,宮城県,-,-,-,食品,-,,363
2019-12-01,秋田県,-,-,-,食品,-,,155
2019-12-01,山形県,-,-,-,食品,-,,218
2019-12-01,福島県,-,-,-,食品,-,,353
2019-12-01,茨城県,-,-,-,食品,-,,445
2019-12-01,栃木県,-,-,-,食品,-,,288
2019-12-01,群馬県,-,-,-,食品,-,,240
2019-12-01,埼玉県,-,-,-,食品,-,,1085
2019-12-01,千葉県,-,-,-,食品,-,,895
2019-12-01,東京都,-,-,-,食品,-,,2652
2019-12-01,神奈川県,-,-,-,食品,-,,1416
2019-12-01,新潟県,-,-,-,食品,-,,385
2019-12-01,山梨県,-,-,-,食品,-,,125
2019-12-01,長野県,-,-,-,食品,-,,286
2019-12-01,富山県,-,-,-,食品,-,,154
2019-12-01,石川県,-,-,-,食品,-,,180
2019-12-01,福井県,-,-,-,食品,-,,133
2019-12-01,岐阜県,-,-,-,食品,-,,250
2019-12-01,静岡県,-,-,-,食品,-,,610
2019-12-01,愛知県,-,-,-,食品,-,,903
2019-12-01,三重県,-,-,-,食品,-,,266
2019-12-01,滋賀県,-,-,-,食品,-,,185
2019-12-01,京都府,-,-,-,食品,-,,414
2019-12-01,大阪府,-,-,-,食品,-,,1296
2019-12-01,兵庫県,-,-,-,食品,-,,880
2019-12-01,奈良県,-,-,-,食品,-,,193
2019-12-01,和歌山県,-,-,-,食品,-,,171
2019-12-01,鳥取県,-,-,-,食品,-,,93
2019-12-01,島根県,-,-,-,食品,-,,172
2019-12-01,岡山県,-,-,-,食品,-,,354
2019-12-01,広島県,-,-,-,食品,-,,491
2019-12-01,山口県,-,-,-,食品,-,,235
2019-12-01,徳島県,-,-,-,食品,-,,148
2019-12-01,香川県,-,-,-,食品,-,,174
2019-12-01,愛媛県,-,-,-,食品,-,,249
2019-12-01,高知県,-,-,-,食品,-,,163
2019-12-01,福岡県,-,-,-,食品,-,,683
2019-12-01,佐賀県,-,-,-,食品,-,,132
2019-12-01,長崎県,-,-,-,食品,-,,221
2019-12-01,熊本県,-,-,-,食品,-,,256
2019-12-01,大分県,-,-,-,食品,-,,203
2019-12-01,宮崎県,-,-,-,食品,-,,202
2019-12-01,鹿児島県,-,-,-,食品,-,,338
2019-12-01,沖縄県,-,-,-,食品,-,,258
2020-01-01,北海道,-,-,-,食品,-,,1041
2020-01-01,青森県,-,-,-,食品,-,,216
2020-01-01,岩手県,-,-,-,食品,-,,245
2020-01-01,宮城県,-,-,-,食品,-,,362
2020-01-01,秋田県,-,-,-,食品,-,,159
2020-01-01,山形県,-,-,-,食品,-,,219
2020-01-01,福島県,-,-,-,食品,-,,353
2020-01-01,茨城県,-,-,-,食品,-,,445
2020-01-01,栃木県,-,-,-,食品,-,,286
2020-01-01,群馬県,-,-,-,食品,-,,239
2020-01-01,埼玉県,-,-,-,食品,-,,1081
2020-01-01,千葉県,-,-,-,食品,-,,892
2020-01-01,東京都,-,-,-,食品,-,,2653
2020-01-01,神奈川県,-,-,-,食品,-,,1413
2020-01-01,新潟県,-,-,-,食品,-,,383
2020-01-01,山梨県,-,-,-,食品,-,,125
2020-01-01,長野県,-,-,-,食品,-,,286
2020-01-01,富山県,-,-,-,食品,-,,154
2020-01-01,石川県,-,-,-,食品,-,,181
2020-01-01,福井県,-,-,-,食品,-,,133
2020-01-01,岐阜県,-,-,-,食品,-,,250
2020-01-01,静岡県,-,-,-,食品,-,,609
2020-01-01,愛知県,-,-,-,食品,-,,901
2020-01-01,三重県,-,-,-,食品,-,,265
2020-01-01,滋賀県,-,-,-,食品,-,,186
2020-01-01,京都府,-,-,-,食品,-,,417
2020-01-01,大阪府,-,-,-,食品,-,,1295
2020-01-01,兵庫県,-,-,-,食品,-,,881
2020-01-01,奈良県,-,-,-,食品,-,,191
2020-01-01,和歌山県,-,-,-,食品,-,,171
2020-01-01,鳥取県,-,-,-,食品,-,,93
2020-01-01,島根県,-,-,-,食品,-,,172
2020-01-01,岡山県,-,-,-,食品,-,,354
2020-01-01,広島県,-,-,-,食品,-,,487
2020-01-01,山口県,-,-,-,食品,-,,235
2020-01-01,徳島県,-,-,-,食品,-,,149
2020-01-01,香川県,-,-,-,食品,-,,173
2020-01-01,愛媛県,-,-,-,食品,-,,249
2020-01-01,高知県,-,-,-,食品,-,,163
2020-01-01,福岡県,-,-,-,食品,-,,682
2020-01-01,佐賀県,-,-,-,食品,-,,132
2020-01-01,長崎県,-,-,-,食品,-,,221
2020-01-01,熊本県,-,-,-,食品,-,,254
2020-01-01,大分県,-,-,-,食品,-,,199
2020-01-01,宮崎県,-,-,-,食品,-,,202
2020-01-01,鹿児島県,-,-,-,食品,-,,338
2020-01-01,沖縄県,-,-,-,食品,-,,258
2020-02-01,北海道,-,-,-,食品,-,,1043
2020-02-01,青森県,-,-,-,食品,-,,217
2020-02-01,岩手県,-,-,-,食品,-,,245
2020-02-01,宮城県,-,-,-,食品,-,,362
2020-02-01,秋田県,-,-,-,食品,-,,159
2020-02-01,山形県,-,-,-,食品,-,,219
2020-02-01,福島県,-,-,-,食品,-,,353
2020-02-01,茨城県,-,-,-,食品,-,,444
2020-02-01,栃木県,-,-,-,食品,-,,284
2020-02-01,群馬県,-,-,-,食品,-,,238
2020-02-01,埼玉県,-,-,-,食品,-,,1080
2020-02-01,千葉県,-,-,-,食品,-,,893
2020-02-01,東京都,-,-,-,食品,-,,2647
2020-02-01,神奈川県,-,-,-,食品,-,,1416
2020-02-01,新潟県,-,-,-,食品,-,,378
2020-02-01,山梨県,-,-,-,食品,-,,127
2020-02-01,長野県,-,-,-,食品,-,,286
2020-02-01,富山県,-,-,-,食品,-,,153
2020-02-01,石川県,-,-,-,食品,-,,182
2020-02-01,福井県,-,-,-,食品,-,,133
2020-02-01,岐阜県,-,-,-,食品,-,,248
2020-02-01,静岡県,-,-,-,食品,-,,611
2020-02-01,愛知県,-,-,-,食品,-,,896
2020-02-01,三重県,-,-,-,食品,-,,263
2020-02-01,滋賀県,-,-,-,食品,-,,184
2020-02-01,京都府,-,-,-,食品,-,,416
2020-02-01,大阪府,-,-,-,食品,-,,1294
2020-02-01,兵庫県,-,-,-,食品,-,,883
2020-02-01,奈良県,-,-,-,食品,-,,189
2020-02-01,和歌山県,-,-,-,食品,-,,171
2020-02-01,鳥取県,-,-,-,食品,-,,93
2020-02-01,島根県,-,-,-,食品,-,,172
2020-02-01,岡山県,-,-,-,食品,-,,352
2020-02-01,広島県,-,-,-,食品,-,,487
2020-02-01,山口県,-,-,-,食品,-,,235
2020-02-01,徳島県,-,-,-,食品,-,,149
2020-02-01,香川県,-,-,-,食品,-,,173
2020-02-01,愛媛県,-,-,-,食品,-,,249
2020-02-01,高知県,-,-,-,食品,-,,163
2020-02-01,福岡県,-,-,-,食品,-,,680
2020-02-01,佐賀県,-,-,-,食品,-,,132
2020-02-01,長崎県,-,-,-,食品,-,,222
2020-02-01,熊本県,-,-,-,食品,-,,253
2020-02-01,大分県,-,-,-,食品,-,,199
2020-02-01,宮崎県,-,-,-,食品,-,,202
2020-02-01,鹿児島県,-,-,-,食品,-,,338
2020-02-01,沖縄県,-,-,-,食品,-,,258
2020-03-01,北海道,-,-,-,食品,-,,1043
2020-03-01,青森県,-,-,-,食品,-,,217
2020-03-01,岩手県,-,-,-,食品,-,,245
2020-03-01,宮城県,-,-,-,食品,-,,361
2020-03-01,秋田県,-,-,-,食品,-,,159
2020-03-01,山形県,-,-,-,食品,-,,219
2020-03-01,福島県,-,-,-,食品,-,,355
2020-03-01,茨城県,-,-,-,食品,-,,445
2020-03-01,栃木県,-,-,-,食品,-,,285
2020-03-01,群馬県,-,-,-,食品,-,,240
2020-03-01,埼玉県,-,-,-,食品,-,,1083
2020-03-01,千葉県,-,-,-,食品,-,,895
2020-03-01,東京都,-,-,-,食品,-,,2663
2020-03-01,神奈川県,-,-,-,食品,-,,1426
2020-03-01,新潟県,-,-,-,食品,-,,376
2020-03-01,山梨県,-,-,-,食品,-,,127
2020-03-01,長野県,-,-,-,食品,-,,287
2020-03-01,富山県,-,-,-,食品,-,,154
2020-03-01,石川県,-,-,-,食品,-,,179
2020-03-01,福井県,-,-,-,食品,-,,133
2020-03-01,岐阜県,-,-,-,食品,-,,249
2020-03-01,静岡県,-,-,-,食品,-,,609
2020-03-01,愛知県,-,-,-,食品,-,,898
2020-03-01,三重県,-,-,-,食品,-,,261
2020-03-01,滋賀県,-,-,-,食品,-,,184
2020-03-01,京都府,-,-,-,食品,-,,414
2020-03-01,大阪府,-,-,-,食品,-,,1298
2020-03-01,兵庫県,-,-,-,食品,-,,881
2020-03-01,奈良県,-,-,-,食品,-,,190
2020-03-01,和歌山県,-,-,-,食品,-,,172
2020-03-01,鳥取県,-,-,-,食品,-,,93
2020-03-01,島根県,-,-,-,食品,-,,172
2020-03-01,岡山県,-,-,-,食品,-,,352
2020-03-01,広島県,-,-,-,食品,-,,486
2020-03-01,山口県,-,-,-,食品,-,,236
2020-03-01,徳島県,-,-,-,食品,-,,149
2020-03-01,香川県,-,-,-,食品,-,,173
2020-03-01,愛媛県,-,-,-,食品,-,,249
2020-03-01,高知県,-,-,-,食品,-,,163
2020-03-01,福岡県,-,-,-,食品,-,,683
2020-03-01,佐賀県,-,-,-,食品,-,,132
2020-03-01,長崎県,-,-,-,食品,-,,222
2020-03-01,熊本県,-,-,-,食品,-,,251
2020-03-01,大分県,-,-,-,食品,-,,198
2020-03-01,宮崎県,-,-,-,食品,-,,202
2020-03-01,鹿児島県,-,-,-,食品,-,,337
2020-03-01,沖縄県,-,-,-,食品,-,,258
2020-04-01,北海道,-,-,-,食品,-,,1042
2020-04-01,青森県,-,-,-,食品,-,,215
2020-04-01,岩手県,-,-,-,食品,-,,245
2020-04-01,宮城県,-,-,-,食品,-,,358
2020-04-01,秋田県,-,-,-,食品,-,,160
2020-04-01,山形県,-,-,-,食品,-,,219
2020-04-01,福島県,-,-,-,食品,-,,356
2020-04-01,茨城県,-,-,-,食品,-,,445
2020-04-01,栃木県,-,-,-,食品,-,,286
2020-04-01,群馬県,-,-,-,食品,-,,240
2020-04-01,埼玉県,-,-,-,食品,-,,1081
2020-04-01,千葉県,-,-,-,食品,-,,896
2020-04-01,東京都,-,-,-,食品,-,,2677
2020-04-01,神奈川県,-,-,-,食品,-,,1436
2020-04-01,新潟県,-,-,-,食品,-,,378
2020-04-01,山梨県,-,-,-,食品,-,,128
2020-04-01,長野県,-,-,-,食品,-,,288
2020-04-01,富山県,-,-,-,食品,-,,156
2020-04-01,石川県,-,-,-,食品,-,,178
2020-04-01,福井県,-,-,-,食品,-,,133
2020-04-01,岐阜県,-,-,-,食品,-,,251
2020-04-01,静岡県,-,-,-,食品,-,,610
2020-04-01,愛知県,-,-,-,食品,-,,900
2020-04-01,三重県,-,-,-,食品,-,,263
2020-04-01,滋賀県,-,-,-,食品,-,,185
2020-04-01,京都府,-,-,-,食品,-,,413
2020-04-01,大阪府,-,-,-,食品,-,,1291
2020-04-01,兵庫県,-,-,-,食品,-,,878
2020-04-01,奈良県,-,-,-,食品,-,,189
2020-04-01,和歌山県,-,-,-,食品,-,,171
2020-04-01,鳥取県,-,-,-,食品,-,,93
2020-04-01,島根県,-,-,-,食品,-,,172
2020-04-01,岡山県,-,-,-,食品,-,,351
2020-04-01,広島県,-,-,-,食品,-,,487
2020-04-01,山口県,-,-,-,食品,-,,235
2020-04-01,徳島県,-,-,-,食品,-,,150
2020-04-01,香川県,-,-,-,食品,-,,174
2020-04-01,愛媛県,-,-,-,食品,-,,253
2020-04-01,高知県,-,-,-,食品,-,,164
