発売日,メーカー,タイトル,ハード,容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,⭐クロスレビュー(評価),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1988-12-04,NEC-HE/ハドソン,CD-ROM2SYSTEMVer2.0,PCE,2M,SYS,"￥57,300","￥57,500代",0,-,,,,,,,,
1988-12-09,NECアベニュー,スペースハリアー,PCE,4M,SHT,"￥6,700","￥6,500代",0,-,,藤井睦弘(セガ・マークIII),三船敏(アーケード)|川竹英士(アーケード)|中裕司(セガ・マークIII),鈴木裕(アーケード)|麻生宏(アーケード)|津田知介(アーケード)|永田英朗(アーケード)|貞森康毅(セガ・マークIII),川口博史(アーケード)|鈴木裕(アーケード)|上保徳彦(セガ・マークIII),中裕司(セガ・マークIII)|藤井睦弘(セガ・マークIII)|百田浩司(セガ・マークIII),金成貫(アーケード)|中裕司(セガ・マークIII),
1988-12-16,ナムコ,ドラゴンスピリット,PCE,2M,SHT,"￥5,500","￥5,500代",0,32,,YOKO BOSS,田中京太,OJISAN TRIO PLUS 1|石川達也|MACCHAN|ARAKAWA DA!,細江慎治,,,
1988-12-22,ハドソン,あっぱれゲートボール(Vol.13),PCE,2M,SPT,"￥4,900","￥5,000代",0,-,,,,,,,,
1989-01-14,アイレム,ビジランテ(Vol.1),PCE,3M,ACT,"￥6,300","￥6,500代",0,30,,,,,,,,
1989-01-27,NECアベニュー,ソンソンII,PCE,2M,ACT,"￥5,400","￥5,500代",0,-,,,,,,,,
1989-02-09,ハドソン,ネクタリス(Vol.16),PCE,3M,SLG,"￥5,800","￥6,000代",0,31,,,,,,,,
1989-02-23,メサイヤ,モトローダー,PCE,2M,RCG,"￥5,200","￥5,000代",0,-,,,M.IWASHITA,大張正己,ガブリンサウンド,,白倉安昌,
1989-03-01,フェイス,はにい･いんざ･すかい,PCE,2M,SHT,"￥5,200","￥5,000代",0,30,,,こうもりだんしゃく|ながさわみきや,熊倉賢一|ばばあつし|おのでらこうじ,岩永敦子,,三金堂,
1989-03-03,データイースト,ウイニングショット,PCE,2M,SPT,"￥5,500","￥5,500代",0,-,,,,,,,,
1989-03-04,ハドソン,ダンジョンエクスプローラ(Vol.15),PCE,3M,A-PRG,"￥5,800","￥6,000代",0,-,,,,,,,,
1989-03-17,サンソフト,アウトライブ,PCE,2M,RPG,"￥5,600","￥5,500代",0,-,,,,,,,,
1989-03-18,メサイヤ,改造町人シュビビンマン,PCE,2M,ACT,"￥5,200","￥5,000代",0,-,,白倉安昌,,うらべ・すう,ガブリンサウンド,,土田俊郎,
1989-03-20,エイコム,P-47,PCE,2M,SHT,"￥5,200","￥5,000代",0,-,,,,,,,,
1989-03-23,パックインビデオ,F1PILOT,PCE,3M,RCG,"￥6,300","￥6,500代",0,-,,,,,,,,
1989-03-23,ビクター音楽産業,死霊戦線,PCE,2M,A-PRG,"￥5,500","￥5,500代",0,-,,,,,,,,
1989-03-28,メサイヤ,がんばれ!ゴルフボーイズ,PCE,2M,SPT,"￥5,300","￥5,500代",0,-,,,,,,,,
1989-03-31,パックインビデオ,ディープブルー海底神話,PCE,2M,SHT,"￥5,300","￥5,500代",0,-,,,,,,,,
1989-03-31,タイトー,究極タイガー,PCE,2M,SHT,"￥5,500","￥5,500代",0,33,,,弓削雅稔|上村建也,,弓削雅稔|上村建也,,,
1989-04-01,データイースト,魔界八犬伝SHADA,PCE,2M,RPG,"￥5,800","￥6,000代",0,-,,巌光生,T.OGAWA|T.SUZUKI|GUMON|K.KAMIMURA,M.RAI|T.ITO|巌光生,酒井省吾|岩崎正明|三浦孝史|濱田誠一|鈴木雄司|高濱祐輔,,,
1989-04-19,メサイヤ,エナジー,PCE,2M,ACT,"￥5,200","￥5,000代",0,-,,,,,,,,
1989-04-21,ナムコ,ワンダーモモ,PCE,2M,ACT,"￥6,800","￥7,000代",0,-,,,弓達公雄,,弓達公雄,,,
1989-04-27,ハドソン,凄ノ王伝説(Vol.17),PCE,4M,RPG,"￥6,500","￥6,500代",0,-,,,,,,,,
1989-05-25,ハドソン,パワーゴルフ(Vol.18),PCE,3M,SPT,"￥5,800","￥6,000代",0,-,,,,,,,,
1989-05-30,ナグザット,ナグザットオープン,PCE,3M,SPT,"￥6,300","￥6,500代",0,-,,,,,,,,
1989-05-30,ナグザット,ナグザットスタジアム,PCE,4M,SPT,"￥6,300","￥6,500代",0,-,,,,,,,,
1989-06-01,ナムコ,パックランド,PCE,2M,ACT,"￥5,200","￥5,000代",0,30,,,岸本好弘,佐藤誠市|根來司|小野浩,慶野由利子,,,
1989-06-19,ビデオシステム,わいわい麻雀,PCE,3M,ETC,"￥5,800","￥6,000代",0,-,,,,,,,,
1989-06-22,ヒューマン,ファイヤープロレスリングコンビネーションタッグ,PCE,3M,SPT,"￥6,300","￥6,500代",0,-,,,増田雅人|林徹,増田雅人|笹沢英昭|笹沢英昭|小林裕一|中島良一,橋本正樹,,,
1989-06-23,フェイス,サイバークロス,PCE,4M,ACT,"￥6,300","￥6,500代",0,-,,,,,,,,
1989-06-28,ビッグクラブ,神武伝承,PCE,4M,ACT,"￥6,700","￥6,500代",0,-,,,,,,,,
1989-06-30,タイトー,ニンジャウォーリアーズ,PCE,3M,ACT,"￥6,200","￥6,000代",0,-,,緒方正樹,永田喜久|岩崎雄二|わたべよしゆき|緒方正樹|佐々木大輔,辻野浩司|石川幸生,小倉久佳,辻野浩司,末角要次郎,
1989-07-07,ハドソン,ガンヘッド(Vol.19),PCE,3M,SHT,"￥6,200","￥6,000代",0,30,,,,,,,,
1989-07-07,ナムコ,ファイナルラップツイン,PCE,3M,RCG,"￥6,200","￥6,000代",0,30,,,,,細江慎治,,,
1989-07-14,NECアベニュー,サイドアーム,PCE,2M,SHT,"￥5,400","￥5,500代",0,-,,,,,,,,
1989-07-28,エイコム,武田信玄,PCE,2M,ACT,"￥5,600","￥5,500代",0,-,,,,,,,,
1989-08-04,マイクロキャビン,めぞん一刻,PCE,2M,ADV,"￥5,900","￥6,000代",0,-,,,,,周防義和,岡田惠和,,
1989-08-08,ハドソン,パワーリーグII(Vol.20),PCE,3M,SPT,"￥5,800","￥6,000代",0,31,,,,,,,,
1989-08-10,ナグザット,ブレイクイン,PCE,2M,ETC,"￥5,500","￥5,500代",0,30,,,,,,,,
1989-08-25,NECアベニュー,F1ドリーム,PCE,2M,RCG,"￥5,400","￥5,500代",0,-,,,,,松前真奈美,,,
1989-08-25,ビッグクラブ,ロックオン,PCE,4M,SHT,"￥6,700","￥6,500代",0,-,,,,,,,,
1989-09-01,データイースト,ならずもの戦闘部隊ブラッディウルフ,PCE,4M,ACT,"￥6,500","￥6,500代",0,-,,,,,,,,
1989-09-08,ナムコ,オーダイン,PCE,4M,SHT,"￥6,800","￥7,000代",0,-,,すなどりねこさん|ウォンウォン,スローロ田中,大石益也|小森谷勇一郎|安斎じゅんこ|インドリ中村,細江慎治,,中村雅哉,
1989-09-15,ハドソン,スーパー桃太郎電鉄(Vol.21),PCE,3M,ETC,"￥5,800","￥6,000代",0,-,,,,,,,,
1989-09-22,NECアベニュー,獣王記,PCE,4M,ACT,"￥5,800","￥6,000代",0,-,,,穂苅健一(AC)|浅井敏典(MD)|松田達夫(MD)|百田浩司(MD),内田誠(AC)|安原広和(AC)|NO NUKES(MD)|HAGA(AC)|梶本隆博(AC)|小玉理恵子(MD)|UDI(MD),中林亨(AC)|長井和彦(MD),,,
1989-09-29,NEC-HE,アーティストツール,PCE,2M,ETC,"￥5,800","￥6,000代",0,-,,,,,,,,
1989-09-29,メサイヤ,ダブルダンジョン,PCE,2M,RPG,"￥5,500","￥5,500代",0,-,,,,,,,,
1989-10-13,ナグザット,デジタルチャンプバトルボクシング,PCE,2M,SPT,"￥5,800","￥6,000代",0,-,,,,,,,,
1989-10-20,トンキンハウス,竜の子ファイター,PCE,3M,ACT,"￥5,600","￥5,500代",0,-,,,,,,,,
1989-10-31,ハドソン,ドラえもん迷宮大作戦(Vol.22),PCE,2M,ACT,"￥4,900","￥5,000代",0,-,,,,,,,,
1989-11-03,インテック,都留照人の実戦株式倍バイゲーム,PCE,2M,SLG,"￥9,800","￥10,000代",0,-,,,,,,,,
1989-11-17,ハドソン,ニュートピア(Vol.23),PCE,3M,A-PRG,"￥5,800","￥6,000代",0,-,,,,,,,,
1989-11-17,フェイス,麻雀学園東間宗四郎登場,PCE,4M,ETC,"￥7,980","￥8,000代",0,32,,,,,,,,
1989-11-22,サリオ,大地くんクライシス,PCE,3M,SLG,"￥6,400","￥6,500代",0,32,,TARO,MICHEL,YOSIMI SEKI|ISOBEE|ALICE|チャイコフ YANO|NAKAJIMA,TSUKUSHI,,TATSUYA SHIMAZU|YUZO NAKAKUKI,
1989-11-23,ビクター音楽産業,ジャックニクラウスチャンピオンシップゴルフ,PCE,2M,SPT,"￥6,200","￥6,000代",0,-,,,,,,,,
1989-11-25,タイトー,バリバリ伝説,PCE,3M,RCG,"￥6,600","￥6,500代",0,-,,,,,新田一郎,渡邊由自/渡辺麻実,,
1989-11-30,ハドソン,バトルエース,PCE,4M,SHT,"￥6,500","￥6,500代",0,-,,,,,前野知常,,,
1989-12-01,アイレム,Mr.HELIの大冒険(Vol.2),PCE,4M,SHT,"￥6,700","￥6,500代",0,-,,,,,,,,
1989-12-01,エイコム,USAプロバスケットボール,PCE,2M,SPT,"￥5,600","￥5,500代",0,-,,,,,,,,
1989-12-08,クリーム,ブルファイトリングの覇者,PCE,2M,SPT,"￥6,300","￥6,500代",0,-,,,,,,,,
1989-12-08,アスミック,忍SHINOBI,PCE,3M,ACT,"￥6,800","￥7,000代",0,-,,菅野豊,,,川上康広,,,
1989-12-15,ハドソン,PC原人(Vol.24),PCE,3M,ACT,"￥5,800","￥6,000代",0,-,,,,,,,,
1989-12-15,インテック,これがプロ野球'89,PCE,2M,SPT,"￥5,800","￥6,000代",0,-,,,,,,,,
1989-12-22,パックインビデオ,ナイトライダースペシャル,PCE,2M,RCG,"￥5,800","￥6,000代",0,-,,,,,,,,
1989-12-22,タイトー,ヘビーユニット,PCE,3M,SHT,"￥6,600","￥6,500代",0,-,,金子浩,いがらしすぐる|Y.YAMAUCHI|かとうたけお,まつおかけいすけ|たじまとくひさ|いちかわひでふみ|ふなつあやこ|おきもととしこ|A.YAZAKI,渡辺達也|あいずせいいち,,,
1989-12-22,サンソフト,弁慶外伝(Vol.2),PCE,3M,RPG,"￥6,200","￥6,000代",0,-,,,,,,,,
1989-12-23,ヒューマン,F1トリプルバトル,PCE,3M,RCG,"￥6,300","￥6,500代",0,-,,,,,,,,
1989-12-27,タイトー,ヴォルフィード,PCE,3M,PZL,"￥6,600","￥6,500代",0,30,,,こばやしよしのり|つかのとしあき|おきよういち,三辻富貴朗|三辻富貴朗|讃岐平|栗城源也,小倉久佳,,,
1990-01-19,UPL,アトミックロボキッド(Vol.1),PCE,4M,SHT,"￥6,700","￥6,500代",0,-,,,,,,,,
1990-01-26,メサイヤ,ガイフレーム,PCE,3M,SLG,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-01-26,タイトー,タイトーチェイスH.Q.,PCE,3M,RCG,"￥6,600","￥6,500代",0,30,,,,酒匂弘幸,浅野孝已,,,
1990-01-26,ナグザット,逐電屋藤兵衛,PCE,4M,ADV,"￥6,700","￥6,500代",0,-,,,,ほほ梅麿,,藤木隻,,
1990-02-01,ニチブツ,麻雀刺客列伝麻雀ウォーズ,PCE,2M,ETC,"￥5,400","￥5,500代",0,-,,,,,,,,
1990-02-07,ビデオシステム,スーパーバレーボール,PCE,2M,SPT,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-02-23,タイトー,ニュージーランドストーリー,PCE,3M,ACT,"￥6,600","￥6,500代",0,-,,,,,小倉久佳|山田靖子|渡部恭久,,,
1990-02-23,ハドソン,ブロディア(Vol.25),PCE,1M,PZL,"￥4,500","￥4,500代",0,-,,,,,,,,
1990-02-23,ビクター音楽産業,虎への道,PCE,3M,ACT,"￥6,700","￥6,500代",0,-,,リー・ウォン|藤原得郎,,,河本圭代|藤田晴美,,,
1990-02-23,メサイヤ,飛装騎兵カイザード,PCE,3M,SLG,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-03-01,ナグザット,パラノイア,PCE,2M,SHT,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-03-02,サンソフト,シティハンター,PCE,3M,ACT,"￥6,300","￥6,500代",0,-,,,,,,北条司,,
1990-03-02,タイトー,スペースインベーダーズ復活の日,PCE,2M,SHT,"￥5,900","￥6,000代",0,-,,,,,岩垂徳行,,,
1990-03-02,メサイヤ,謎のマスカレード,PCE,4M,ADV,"￥6,000","￥6,000代",0,-,,,,,,,,
1990-03-09,I.G.S.,サイバーコア,PCE,3M,SHT,"￥6,700","￥6,500代",0,-,,ひさとみけんじ,望月成|BOKEGI!,加藤清文|久保田覚|ゆもとまさしげ,村井俊夫|寺本昌弘,神山修一,よこやまことし,
1990-03-10,ナムコ,源平討魔伝,PCE,4M,ACT,"￥6,800","￥7,000代",0,32,,,大久保良一,阿部信彦|高橋由鬼夫|穴田悟,中潟憲雄,高橋由鬼夫|大久保良一|中潟憲雄,,
1990-03-16,メディアリング,倉庫番ワールド,PCE,1M,PZL,"￥5,400","￥5,500代",0,-,,,,,,,,
1990-03-23,パックインビデオ,アームドF,PCE,2M,SHT,"￥6,700","￥6,500代",0,-,,たなかたかのり,とみやまおさむ|ふじわらさとし,こばやしともあき|筒井久弥|くぼたしんじ,吉田健志,,,
1990-03-27,タイトー,奇々怪界,PCE,4M,ACT,"￥5,500","￥5,500代",0,-,,波多野幹夫,石田一朋|佐々木大輔,薮崎久也|西村年幸|三方一哉,小倉久佳(ZUNTATA),,,
1990-03-30,ハドソン,BEBALL(Vol.28),PCE,2M,ACT,"￥5,200","￥5,000代",0,-,,,,,,,,
1990-03-30,ビクター音楽産業,キングオブカジノ,PCE,2M,ETC,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-03-30,データイースト,ドロップロックほらホラ,PCE,2M,ACT,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-03-30,ナグザット,熱血高校ドッジボール部PC番外編,PCE,2M,SPT,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-04-03,ナムコ,スプラッターハウス,PCE,4M,ACT,"￥6,800","￥7,000代",0,-,,横山茂,PSQGL,石田正則,田島勝朗|川元義徳,,水野一実,
1990-04-06,ナグザット,サイコチェイサー,PCE,2M,SHT,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-04-06,ハドソン,魔動王グランゾート,PCE,4M,ACT,"￥6,500","￥6,500代",0,-,,,,スタジオ・ライブ|大河原邦男,田中公平,広井王子,,
1990-04-13,アスミック,パワードリフト,PCE,4M,RCG,"￥6,900","￥7,000代",0,-,,,,鈴木裕,川口博史,,,
1990-04-20,アスク講談社,ネクロスの要塞,PCE,4M,RPG,"￥6,800","￥7,000代",0,30,,,,,,,,
1990-04-27,ナムコ,バルンバ,PCE,4M,SHT,"￥6,800","￥7,000代",0,-,,,まつだこうじ|三好弘二|吉嶺豊彦,梶井健|宮串英明|MACOT.E|M.TAMURA|D.KIYASU,伊藤真樹子|西川浩史,,,
1990-04-27,ヒューマン,フォーメーションサッカーヒューマンカップ90,PCE,2M,SPT,"￥5,500","￥5,500代",0,30,,,,,,,,
1990-04-27,ハドソン,青いブリンク,PCE,3M,ACT,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-05-25,ハドソン,マニアックプロレス(Vol.27),PCE,4M,SPT,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-05-31,タイトー,ドンドコドン,PCE,3M,ACT,"￥5,800","￥6,000代",0,-,,,石田一朋|木下昌也,河上聖治|石川幸生|阿部幸雄|いしのみのり|沼田和博|五十嵐恒三|しのだてつや|V.A.P,高木正彦|山田靖子,,河上聖治|松本俊明|酒匂弘幸,
1990-06-02,I.G.S.,シンドバッド地底の大魔宮,PCE,3M,RPG,"￥6,700","￥6,500代",0,-,,すずきさとし|梅津真人,S.KONEOH|PAPANDA|MICRO FACTORY,とみたかしょうぞう|いまいあきこ|とみたかいずみ|N.URUSIBARA|H.OTA|加藤清文,村井俊夫,神山修一,ひさとみけんじ,
1990-06-15,ビクター音楽産業,ヴェイグス,PCE,3M,ACT,"￥6,700","￥6,500代",0,-,,もりくまなお,,もりくまなお|安住政敏|末弥純,メカノアソシエイツ,竹内誠|上坂哲,,
1990-06-22,NECアベニュー,ダウンロード,PCE,4M,SHT,"￥6,800","￥7,000代",0,-,,,,,,,,
1990-06-29,インテック,これがプロ野球'90,PCE,2M,SPT,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-06-29,ナムコ,ゼビウスファードラウト伝説,PCE,2M,SHT,"￥5,800","￥6,000代",0,-,,仁井谷正充,國廣豊史,河野光|JANUS寺本|國廣豊史|NIPPON CHACHACHA,宮本昌知,,河野光,
1990-06-29,タイトー,パズニック,PCE,2M,PZL,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-06-29,フェイス,麻雀学園MILD東間宗四郎登場,PCE,4M,ETC,"￥7,980","￥8,000代",0,-,,,,,,,,
1990-07-06,NEC-HE/ハドソン,CD-ROM2SYSTEMVer2.1,PCE,2M,SYS,"￥4,800","￥5,000代",0,-,,,,,,,,
1990-07-06,ハドソン,スーパースターソルジャー(Vol.30),PCE,4M,SHT,"￥6,500","￥6,500代",0,34,,,,,,,上領亘,
1990-07-06,タイトー,ラスタンサーガII,PCE,3M,ACT,"￥6,600","￥6,500代",0,-,,小林よしのり,小林よしのり|とみたかひであき|たかはしとおる|かざまひでお,西村年幸|西村年幸|讃岐平|河上聖治|栗城源也,八木下直人|高木正彦,,小林よしのり,
1990-07-06,アイレム,最後の忍道NINJASPIRIT(Vol.4),PCE,4M,ACT,"￥7,000","￥7,000代",0,32,,,,,,,,
1990-07-13,ナムコ,超絶倫人ベラボーマン,PCE,4M,ACT,"￥6,800","￥7,000代",0,-,,中潟憲雄,大久保良一,吉羽孝雄,中潟憲雄,,,
1990-07-20,ナグザット,デビルクラッシュ,PCE,3M,ETC,"￥6,300","￥6,500代",0,34,,,,,迫田敏明|塚本雅信,,,
1990-07-20,ハドソン,桃太郎伝説ターボ(Vol.29),PCE,3M,RPG,"￥5,800","￥6,000代",0,30,,,,,,,,
1990-07-27,アイレム,イメージファイト(Vol.3),PCE,4M,SHT,"￥7,000","￥7,000代",0,30,,,,,,,,
1990-07-27,パックインビデオ,ロードランナー失われた迷宮(ロストラビリンス),PCE,2M,PZL,"￥5,800","￥6,000代",0,-,,,,,,,,
1990-07-27,I.G.S.,ワールドビーチバレー,PCE,2M,SPT,"￥5,700","￥5,500代",0,-,,,,,,,,
1990-07-27,NECアベニュー,大魔界村,PCE,8M,ACT,"￥10,800","￥11,000代",0,32,,,小池ひろし|篠原雅嗣|上山真一|菅原伸育,藤原得郎|吉本伸一|山本尚司,河本圭代,,,
1990-08-03,タイトー,地獄めぐり,PCE,3M,ACT,"￥6,600","￥6,500代",0,-,,ささべやすまさ|藤原英裕,CRAZY-YOSHIKAWA|CREAMY TETSU,海道賢仁|鎗田準次|ながいひろやす,ピンチパンチ,,,
1990-08-09,ナムコ,ワルキューレの伝説,PCE,4M,ACT,"￥6,800","￥7,000代",0,-,,WAN WAN(岡本進一郎)|もっとでたかった コアクマン(大川さゆり),WAN WAN|ぐりずりぃ やまだ,冨士宏,川田宏行,,,
1990-08-10,テンゲン,クラックス,PCE,2M,PZL,"￥5,900","￥6,000代",0,30,,,デヴィッド・エーカース,マーク・スティーブン・ピアス,ブラッド・フラー,,,
1990-08-10,ハドソン,パワーリーグIII(Vol.31),PCE,3M,SPT,"￥5,800","￥6,000代",0,30,,,,,,,,
1990-08-10,ホームデータ,将棋初段一直線,PCE,2M,ETC,"￥6,700","￥6,500代",0,-,,,,,,,,
1990-08-10,サンソフト,麻雀悟空スペシャル,PCE,3M,ETC,"￥6,300","￥6,500代",0,30,,,,,,,,
1990-08-31,NECアベニュー,オペレーションウルフ,PCE,4M,SHT,"￥7,200","￥7,000代",0,-,,,,,,,,
1990-09-07,フェイス,はにい･おんざ･ろおど,PCE,3M,ACT,"￥6,400","￥6,500代",0,-,,,,,,,,
1990-09-07,ビクター音楽産業,暗黒伝説,PCE,2M,ACT,"￥6,200","￥6,000代",0,-,,,白谷守,明貴美加,すずきひろとし,,小森治信,
1990-09-14,ニチブツ,F1サーカス,PCE,4M,RCG,"￥6,900","￥7,000代",0,31,,,,,,,,
1990-09-14,トンキンハウス,関ヶ原,PCE,4M,SLG,"￥6,800","￥7,000代",0,-,,,,,,,,
1990-09-21,NECアベニュー,ダライアスプラス,PCE,6M,SHT,"￥9,800","￥10,000代",0,-,,河野敏男,長谷川健|くりやまたかし|とみおかひであき|菅原徹|笹谷ひでのり|橋本英樹,河野敏男|藤田朗|三方一哉|きたがわてつろう|わきたよしひろ|鎗田準次|石川幸生|五十嵐恒三|栗城源也|讃岐平|おがわみつる,たなかやすひこ|小倉久佳|八木下直人|なかむらつかさ|高橋英吉|高木正彦,,河野敏男,
1990-09-21,ハドソン,桃太郎活劇(Vol.32),PCE,4M,ACT,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-09-28,NECアベニュー,アフターバーナーII,PCE,4M,SHT,"￥7,200","￥7,000代",0,-,,鈴木裕|浜垣博志,三船敏,鈴木裕,川口博史,,中山隼雄,
1990-09-28,UPL,ゴモラスピード(Vol.2),PCE,3M,ACT,"￥6,700","￥6,500代",0,-,,,,,,,,
1990-09-28,パックインビデオ,ダイハード,PCE,2M,ACT,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-09-28,ナグザット,ダブルリング,PCE,3M,SHT,"￥6,300","￥6,500代",0,-,,,,,,,,
1990-09-28,ナムコ,ファイナルブラスター,PCE,3M,SHT,"￥6,800","￥7,000代",0,-,,,黒須一雄,佐藤誠市|横山茂|澤野和則|小野浩,大野木宜幸,,,
1990-10-12,サンソフト,BATMAN,PCE,4M,ACT,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-10-12,トンキンハウス,サイバーナイト,PCE,4M,RPG,"￥6,800","￥7,000代",0,30,,みんみん宮田,POCHI NAKAMORI,水野良|グループSNE|大河原邦男,迫田敏明|宮本昌知|塚本雅信|ATARASHI|DAVID|竹内啓史,山本弘|グループSNE,浦井郁郎,
1990-10-19,ビデオシステム,ラビオレプススペシャル,PCE,3M,SHT,"￥6,800","￥7,000代",0,-,,,本田忠嗣,中村晋介,石田安俊|奥田健司,,,
1990-10-26,フェイス,琉球,PCE,2M,PZL,"￥5,400","￥5,500代",0,-,,,,,,,,
1990-11-02,ハドソン,エアロブラスターズ(Vol.33),PCE,4M,SHT,"￥6,500","￥6,500代",0,30,,,,,,,,
1990-11-09,トンキンハウス,カットビ宅配くん,PCE,4M,SPT,"￥6,780","￥7,000代",0,-,,,,,,,,
1990-11-23,メサイヤ,キックボール,PCE,3M,SPT,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-12-07,NECアベニュー,サンダーブレード,PCE,4M,SHT,"￥7,200","￥7,000代",0,-,,,,,並木晃一,,,
1990-12-07,ナグザット,バーニングエンジェル,PCE,3M,SHT,"￥6,700","￥6,500代",0,-,,,,,,,,
1990-12-07,ハドソン,ボンバーマン(Vol.34),PCE,2M,ACT,"￥5,300","￥5,500代",0,-,,,,,,,,
1990-12-11,ナムコ,メルヘンメイズ,PCE,2M,ACT,"￥5,500","￥5,500代",0,-,,,山口雅司,中村伸武|竹矢吉孝|竹矢吉孝|MY|POP,川瀬知香,,,
1990-12-14,パックインビデオ,ZIPANG,PCE,2M,PZL,"￥6,200","￥6,000代",0,-,,,,,浦山秀彦|熊谷陽子,林海象|栗田教行,,
1990-12-14,メディアリング,スピンペア,PCE,2M,PZL,"￥5,900","￥6,000代",0,-,,,,,,,,
1990-12-14,タイトー,チャンピオンレスラー,PCE,3M,SPT,"￥6,600","￥6,500代",0,-,,村田武司,村田武司|TSUI KATO|CREAMY TETSU|堀本隆久,海道賢仁|前川浩之|海道賢仁|いしのみのり|藤田允|山田たかし|河本憲孝|はざまけんじ|川岸誠治|伏屋一勝|もりもとみなこ,大縫一行|きたむらひでひと,,,
1990-12-14,ビクター音楽産業,トイショップボーイズ,PCE,2M,SHT,"￥6,200","￥6,000代",0,-,,,,,,,,
1990-12-14,I.G.S.,バイオレントソルジャー,PCE,3M,SHT,"￥6,400","￥6,500代",0,-,,,,,,,,
1990-12-14,メサイヤ,ワラビー!!,PCE,3M,SPT,"￥6,500","￥6,500代",0,-,,,,,,,,
1990-12-14,NECアベニュー,大旋風,PCE,4M,SHT,"￥7,200","￥7,000代",0,-,,,,,太田理,,,
1990-12-19,フェイス,不思議の夢のアリス,PCE,3M,ACT,"￥6,400","￥6,500代",0,-,,,ながさわみきや,YASUSHI.O|ジャイアン JOE|ジャイアン JOE|まつくらちひろ,松平あこ,,三金堂,
1990-12-21,NECアベニュー,アウトラン,PCE,4M,RCG,"￥7,200","￥7,000代",0,-,,,三船敏(アーケード)|香川忠司(アーケード)|大江玲(アーケード)|中裕司(セガ・マークⅢ),鈴木裕(アーケード)|石井洋児(アーケード)|松浦稔(アーケード)|貞森康毅(セガ・マークⅢ),川口博史(アーケード)|上保徳彦(セガ・マークⅢ),,,
1990-12-21,フェイス,クロスワイバー,PCE,4M,ACT,"￥6,700","￥6,500代",0,-,,,,,,,,
1990-12-21,エイコム,天聖龍,PCE,3M,SHT,"￥7,200","￥7,000代",0,-,,,,,岡村静良|TECCHAN,,,
1990-12-21,ナグザット,魔界プリンスどらぼっちゃん,PCE,3M,ACT,"￥6,700","￥6,500代",0,-,,,,,,,,
1990-12-22,ハドソン,桃太郎伝説II(Vol.35),PCE,6M,RPG,"￥7,200","￥7,000代",0,30,,,,,,,,
1991-01-08,データイースト,オーバーライド,PCE,2M,SHT,"￥6,500","￥6,500代",0,31,,,,,,,,
1991-01-18,タイトー,カダッシュ,PCE,3M,A-PRG,"￥6,500","￥6,500代",0,-,,辻野浩司,堀崇真,辻野浩司|辻野浩司|仙波隆綱|加藤久和|五十嵐恒三|岩田吉弘|篠田徹也|小川貴之|今枝賢一,西賢二,,はせがわけいすけ,
1991-01-18,ハドソン,ジャッキーチェン(Vol.36),PCE,4M,ACT,"￥6,500","￥6,500代",0,-,,,,,,,,
1991-01-25,タイトー,S.C.I.,PCE,4M,RCG,"￥7,200","￥7,000代",0,-,,,George K-5|菊池優一|David Uematsu|さこかずのり,酒匂弘幸|堀内文雄|西川英治|山田たかし|おおまえこうじ|河本憲孝|川岸誠治|伏屋一勝|GOMACHAN|もりもとみなこ|五十嵐恒三|仙波隆綱|篠田徹也|小川貴之,ZUNTATA|浅野孝已(ゴダイゴ),,,
1991-02-15,タイトー,パラソルスター,PCE,3M,ACT,"￥6,600","￥6,500代",0,-,,鈴木治雄,鈴木治雄|かわのせら,内村語|LIGHT STONE|伊藤啓司|大原和浩,山田靖子|TURBO MIRA,内村語,西角友宏,
1991-02-22,ハドソン,オルディネス,PCE,8M,SHT,"￥9,800","￥10,000代",0,-,,今田真二,鈴木俊之,H.HARADA,星恵太,,,
1991-02-22,RIOT,パズルボーイ,PCE,2M,PZL,"￥6,400","￥6,500代",0,-,,,,,増子司,,,
1991-02-28,T.S.S.,デッドムーン,PCE,4M,SHT,"￥7,400","￥7,500代",0,-,,,,,,,,
1991-03-01,ヒューマン,ファイナルマッチテニス,PCE,2M,SPT,"￥5,700","￥5,500代",0,32,,,,,,,,
