年,未使用1,税区分,未使用2,都道府県,市区町村,業種(サンプル),未使用,カウント
2010-01-01,0,2,不明,三重県,多気町,業種F,0,122
2010-01-01,0,0,不明,三重県,明和町,業種J,0,104
2010-01-01,0,1,不明,三重県,明和町,業種B,0,7
2010-01-01,0,2,不明,三重県,明和町,業種A,0,47
2010-01-01,0,0,不明,三重県,大台町,業種A,0,97
2010-01-01,0,1,不明,三重県,大台町,業種F,0,5
2010-01-01,0,2,不明,三重県,大台町,業種A,0,50
2010-01-01,0,0,不明,三重県,玉城町,業種J,0,124
2010-01-01,0,1,不明,三重県,玉城町,業種A,0,14
2010-01-01,0,2,不明,三重県,玉城町,業種G,0,59
2010-01-01,0,0,不明,三重県,度会町,業種D,0,79
2010-01-01,0,1,不明,三重県,度会町,業種F,0,2
2010-01-01,0,2,不明,三重県,度会町,業種B,0,32
2010-01-01,0,0,不明,三重県,大紀町,業種H,0,72
2010-01-01,0,1,不明,三重県,大紀町,業種H,0,3
2010-01-01,0,2,不明,三重県,大紀町,業種E,0,32
2010-01-01,0,0,不明,三重県,南伊勢町,業種H,0,68
2010-01-01,0,1,不明,三重県,南伊勢町,業種E,0,4
2010-01-01,0,2,不明,三重県,南伊勢町,業種H,0,29
2010-01-01,0,0,不明,三重県,紀北町,業種J,0,84
2010-01-01,0,1,不明,三重県,紀北町,業種C,0,5
2010-01-01,0,2,不明,三重県,紀北町,業種E,0,36
2010-01-01,0,0,不明,三重県,御浜町,業種B,0,78
2010-01-01,0,1,不明,三重県,御浜町,業種D,0,3
2010-01-01,0,2,不明,三重県,御浜町,業種B,0,38
2010-01-01,0,0,不明,三重県,紀宝町,業種I,0,90
2010-01-01,0,1,不明,三重県,紀宝町,業種D,0,4
2010-01-01,0,2,不明,三重県,紀宝町,業種J,0,50
2010-01-01,0,0,不明,滋賀県,大津市,業種F,0,149
2010-01-01,0,1,不明,滋賀県,大津市,業種C,0,14
2010-01-01,0,2,不明,滋賀県,大津市,業種B,0,57
2010-01-01,0,0,不明,滋賀県,彦根市,業種F,0,151
2010-01-01,0,1,不明,滋賀県,彦根市,業種J,0,13
2010-01-01,0,2,不明,滋賀県,彦根市,業種D,0,69
2010-01-01,0,0,不明,滋賀県,長浜市,業種B,0,151
2010-01-01,0,1,不明,滋賀県,長浜市,業種I,0,24
2010-01-01,0,2,不明,滋賀県,長浜市,業種B,0,69
2010-01-01,0,0,不明,滋賀県,近江八幡市,業種D,0,132
2010-01-01,0,1,不明,滋賀県,近江八幡市,業種H,0,9
2010-01-01,0,2,不明,滋賀県,近江八幡市,業種B,0,61
2010-01-01,0,0,不明,滋賀県,草津市,業種F,0,169
2010-01-01,0,1,不明,滋賀県,草津市,業種B,0,16
2010-01-01,0,2,不明,滋賀県,草津市,業種B,0,75
2010-01-01,0,0,不明,滋賀県,守山市,業種C,0,154
2010-01-01,0,1,不明,滋賀県,守山市,業種A,0,17
2010-01-01,0,2,不明,滋賀県,守山市,業種H,0,69
2010-01-01,0,0,不明,滋賀県,栗東市,業種B,0,182
2010-01-01,0,1,不明,滋賀県,栗東市,業種H,0,18
2010-01-01,0,2,不明,滋賀県,栗東市,業種I,0,83
2010-01-01,0,0,不明,滋賀県,甲賀市,業種G,0,150
2010-01-01,0,1,不明,滋賀県,甲賀市,業種C,0,17
2010-01-01,0,2,不明,滋賀県,甲賀市,業種J,0,81
2010-01-01,0,0,不明,滋賀県,野洲市,業種D,0,152
2010-01-01,0,1,不明,滋賀県,野洲市,業種A,0,12
2010-01-01,0,2,不明,滋賀県,野洲市,業種E,0,80
2010-01-01,0,0,不明,滋賀県,湖南市,業種A,0,157
2010-01-01,0,1,不明,滋賀県,湖南市,業種D,0,13
2010-01-01,0,2,不明,滋賀県,湖南市,業種I,0,83
2010-01-01,0,0,不明,滋賀県,高島市,業種D,0,109
2010-01-01,0,1,不明,滋賀県,高島市,業種G,0,6
2010-01-01,0,2,不明,滋賀県,高島市,業種D,0,59
2010-01-01,0,0,不明,滋賀県,東近江市,業種J,0,151
2010-01-01,0,1,不明,滋賀県,東近江市,業種B,0,23
2010-01-01,0,2,不明,滋賀県,東近江市,業種H,0,75
2010-01-01,0,0,不明,滋賀県,米原市,業種A,0,146
2010-01-01,0,1,不明,滋賀県,米原市,業種B,0,11
2010-01-01,0,2,不明,滋賀県,米原市,業種G,0,81
2010-01-01,0,0,不明,滋賀県,日野町,業種D,0,148
2010-01-01,0,1,不明,滋賀県,日野町,業種I,0,15
2010-01-01,0,2,不明,滋賀県,日野町,業種C,0,85
2010-01-01,0,0,不明,滋賀県,竜王町,業種J,0,262
2010-01-01,0,1,不明,滋賀県,竜王町,業種H,0,39
2010-01-01,0,2,不明,滋賀県,竜王町,業種I,0,141
2010-01-01,0,0,不明,滋賀県,愛荘町,業種H,0,152
2010-01-01,0,1,不明,滋賀県,愛荘町,業種I,0,23
2010-01-01,0,2,不明,滋賀県,愛荘町,業種G,0,80
2010-01-01,0,0,不明,滋賀県,豊郷町,業種E,0,117
2010-01-01,0,1,不明,滋賀県,豊郷町,業種D,0,6
2010-01-01,0,2,不明,滋賀県,豊郷町,業種D,0,67
2010-01-01,0,0,不明,滋賀県,甲良町,業種B,0,113
2010-01-01,0,1,不明,滋賀県,甲良町,業種C,0,13
2010-01-01,0,2,不明,滋賀県,甲良町,業種D,0,60
2010-01-01,0,0,不明,滋賀県,多賀町,業種D,0,212
2010-01-01,0,1,不明,滋賀県,多賀町,業種J,0,38
2010-01-01,0,2,不明,滋賀県,多賀町,業種I,0,127
2010-01-01,0,0,不明,京都府,京都市,業種D,0,177
2010-01-01,0,1,不明,京都府,京都市,業種A,0,19
2010-01-01,0,2,不明,京都府,京都市,業種A,0,74
2010-01-01,0,0,不明,京都府,福知山市,業種E,0,140
2010-01-01,0,1,不明,京都府,福知山市,業種E,0,15
2010-01-01,0,2,不明,京都府,福知山市,業種A,0,72
2010-01-01,0,0,不明,京都府,舞鶴市,業種J,0,149
2010-01-01,0,1,不明,京都府,舞鶴市,業種H,0,9
2010-01-01,0,2,不明,京都府,舞鶴市,業種J,0,87
2010-01-01,0,0,不明,京都府,綾部市,業種G,0,122
2010-01-01,0,1,不明,京都府,綾部市,業種F,0,9
2010-01-01,0,2,不明,京都府,綾部市,業種C,0,67
2010-01-01,0,0,不明,京都府,宇治市,業種J,0,128
2010-01-01,0,1,不明,京都府,宇治市,業種H,0,13
2010-01-01,0,2,不明,京都府,宇治市,業種J,0,49
2010-01-01,0,0,不明,京都府,宮津市,業種C,0,134
2010-01-01,0,1,不明,京都府,宮津市,業種G,0,11
2010-01-01,0,2,不明,京都府,宮津市,業種A,0,74
2010-01-01,0,0,不明,京都府,亀岡市,業種E,0,109
2010-01-01,0,1,不明,京都府,亀岡市,業種B,0,8
2010-01-01,0,2,不明,京都府,亀岡市,業種C,0,48
2010-01-01,0,0,不明,京都府,城陽市,業種A,0,110
2010-01-01,0,1,不明,京都府,城陽市,業種F,0,5
2010-01-01,0,2,不明,京都府,城陽市,業種G,0,43
2010-01-01,0,0,不明,京都府,向日市,業種C,0,126
2010-01-01,0,1,不明,京都府,向日市,業種I,0,6
2010-01-01,0,2,不明,京都府,向日市,業種B,0,53
2010-01-01,0,0,不明,京都府,長岡京市,業種A,0,148
2010-01-01,0,1,不明,京都府,長岡京市,業種D,0,8
2010-01-01,0,2,不明,京都府,長岡京市,業種J,0,62
2010-01-01,0,0,不明,京都府,八幡市,業種I,0,127
2010-01-01,0,1,不明,京都府,八幡市,業種G,0,8
2010-01-01,0,2,不明,京都府,八幡市,業種F,0,52
2010-01-01,0,0,不明,京都府,京田辺市,業種G,0,150
2010-01-01,0,1,不明,京都府,京田辺市,業種J,0,10
2010-01-01,0,2,不明,京都府,京田辺市,業種J,0,67
2010-01-01,0,0,不明,京都府,京丹後市,業種E,0,86
2010-01-01,0,1,不明,京都府,京丹後市,業種H,0,5
2010-01-01,0,2,不明,京都府,京丹後市,業種F,0,41
2010-01-01,0,0,不明,京都府,南丹市,業種C,0,133
2010-01-01,0,1,不明,京都府,南丹市,業種G,0,9
2010-01-01,0,2,不明,京都府,南丹市,業種C,0,77
2010-01-01,0,0,不明,京都府,木津川市,業種J,0,124
2010-01-01,0,1,不明,京都府,木津川市,業種E,0,4
2010-01-01,0,2,不明,京都府,木津川市,業種H,0,56
2010-01-01,0,0,不明,京都府,大山崎町,業種E,0,171
2010-01-01,0,1,不明,京都府,大山崎町,業種E,0,13
2010-01-01,0,2,不明,京都府,大山崎町,業種C,0,98
2010-01-01,0,0,不明,京都府,久御山町,業種J,0,268
2010-01-01,0,1,不明,京都府,久御山町,業種J,0,35
2010-01-01,0,2,不明,京都府,久御山町,業種G,0,157
2010-01-01,0,0,不明,京都府,井手町,業種G,0,183
2010-01-01,0,1,不明,京都府,井手町,業種F,0,68
2010-01-01,0,2,不明,京都府,井手町,業種J,0,50
2010-01-01,0,0,不明,京都府,宇治田原町,業種J,0,165
2010-01-01,0,1,不明,京都府,宇治田原町,業種D,0,18
2010-01-01,0,2,不明,京都府,宇治田原町,業種G,0,94
2010-01-01,0,0,不明,京都府,笠置町,業種E,0,103
2010-01-01,0,1,不明,京都府,笠置町,業種J,0,5
2010-01-01,0,2,不明,京都府,笠置町,業種C,0,52
2010-01-01,0,0,不明,京都府,和束町,業種F,0,85
2010-01-01,0,1,不明,京都府,和束町,業種A,0,4
2010-01-01,0,2,不明,京都府,和束町,業種G,0,43
2010-01-01,0,0,不明,京都府,精華町,業種C,0,140
2010-01-01,0,1,不明,京都府,精華町,業種I,0,6
2010-01-01,0,2,不明,京都府,精華町,業種A,0,62
2010-01-01,0,0,不明,京都府,南山城村,業種G,0,109
2010-01-01,0,1,不明,京都府,南山城村,業種E,0,4
2010-01-01,0,2,不明,京都府,南山城村,業種J,0,60
2010-01-01,0,0,不明,京都府,京丹波町,業種G,0,103
2010-01-01,0,1,不明,京都府,京丹波町,業種C,0,8
2010-01-01,0,2,不明,京都府,京丹波町,業種H,0,56
2010-01-01,0,0,不明,京都府,伊根町,業種A,0,70
2010-01-01,0,1,不明,京都府,伊根町,業種F,0,7
2010-01-01,0,2,不明,京都府,伊根町,業種J,0,34
2010-01-01,0,0,不明,京都府,与謝野町,業種A,0,74
2010-01-01,0,1,不明,京都府,与謝野町,業種B,0,4
2010-01-01,0,2,不明,京都府,与謝野町,業種I,0,35
2010-01-01,0,0,不明,大阪府,大阪市,業種C,0,247
2010-01-01,0,1,不明,大阪府,大阪市,業種H,0,43
2010-01-01,0,2,不明,大阪府,大阪市,業種E,0,110
2010-01-01,0,0,不明,大阪府,堺市,業種A,0,157
2010-01-01,0,1,不明,大阪府,堺市,業種J,0,12
2010-01-01,0,2,不明,大阪府,堺市,業種F,0,71
2010-01-01,0,0,不明,大阪府,岸和田市,業種J,0,117
2010-01-01,0,1,不明,大阪府,岸和田市,業種D,0,7
2010-01-01,0,2,不明,大阪府,岸和田市,業種I,0,50
2010-01-01,0,0,不明,大阪府,豊中市,業種E,0,163
2010-01-01,0,1,不明,大阪府,豊中市,業種A,0,10
2010-01-01,0,2,不明,大阪府,豊中市,業種G,0,61
2010-01-01,0,0,不明,大阪府,池田市,業種H,0,156
2010-01-01,0,1,不明,大阪府,池田市,業種J,0,13
2010-01-01,0,2,不明,大阪府,池田市,業種C,0,60
2010-01-01,0,0,不明,大阪府,吹田市,業種B,0,180
2010-01-01,0,1,不明,大阪府,吹田市,業種I,0,14
2010-01-01,0,2,不明,大阪府,吹田市,業種I,0,70
2010-01-01,0,0,不明,大阪府,泉大津市,業種G,0,148
2010-01-01,0,1,不明,大阪府,泉大津市,業種A,0,11
2010-01-01,0,2,不明,大阪府,泉大津市,業種G,0,71
2010-01-01,0,0,不明,大阪府,高槻市,業種H,0,138
2010-01-01,0,1,不明,大阪府,高槻市,業種B,0,9
2010-01-01,0,2,不明,大阪府,高槻市,業種I,0,54
2010-01-01,0,0,不明,大阪府,貝塚市,業種A,0,128
2010-01-01,0,1,不明,大阪府,貝塚市,業種H,0,10
2010-01-01,0,2,不明,大阪府,貝塚市,業種B,0,57
2010-01-01,0,0,不明,大阪府,守口市,業種F,0,153
2010-01-01,0,1,不明,大阪府,守口市,業種G,0,11
2010-01-01,0,2,不明,大阪府,守口市,業種D,0,70
2010-01-01,0,0,不明,大阪府,枚方市,業種I,0,137
2010-01-01,0,1,不明,大阪府,枚方市,業種B,0,8
2010-01-01,0,2,不明,大阪府,枚方市,業種J,0,54
2010-01-01,0,0,不明,大阪府,茨木市,業種B,0,161
2010-01-01,0,1,不明,大阪府,茨木市,業種A,0,12
2010-01-01,0,2,不明,大阪府,茨木市,業種A,0,68
2010-01-01,0,0,不明,大阪府,八尾市,業種A,0,146
2010-01-01,0,1,不明,大阪府,八尾市,業種E,0,11
2010-01-01,0,2,不明,大阪府,八尾市,業種J,0,64
2010-01-01,0,0,不明,大阪府,泉佐野市,業種A,0,192
2010-01-01,0,1,不明,大阪府,泉佐野市,業種I,0,14
2010-01-01,0,2,不明,大阪府,泉佐野市,業種C,0,96
2010-01-01,0,0,不明,大阪府,富田林市,業種J,0,114
2010-01-01,0,1,不明,大阪府,富田林市,業種C,0,4
2010-01-01,0,2,不明,大阪府,富田林市,業種C,0,44
2010-01-01,0,0,不明,大阪府,寝屋川市,業種D,0,116
2010-01-01,0,1,不明,大阪府,寝屋川市,業種D,0,7
2010-01-01,0,2,不明,大阪府,寝屋川市,業種H,0,47
2010-01-01,0,0,不明,大阪府,河内長野市,業種H,0,114
2010-01-01,0,1,不明,大阪府,河内長野市,業種C,0,5
2010-01-01,0,2,不明,大阪府,河内長野市,業種I,0,43
2010-01-01,0,0,不明,大阪府,松原市,業種E,0,110
2010-01-01,0,1,不明,大阪府,松原市,業種I,0,6
2010-01-01,0,2,不明,大阪府,松原市,業種A,0,45
2010-01-01,0,0,不明,大阪府,大東市,業種B,0,136
2010-01-01,0,1,不明,大阪府,大東市,業種J,0,9
2010-01-01,0,2,不明,大阪府,大東市,業種J,0,62
2010-01-01,0,0,不明,大阪府,和泉市,業種G,0,118
2010-01-01,0,1,不明,大阪府,和泉市,業種I,0,6
2010-01-01,0,2,不明,大阪府,和泉市,業種G,0,49
2010-01-01,0,0,不明,大阪府,箕面市,業種J,0,174
2010-01-01,0,1,不明,大阪府,箕面市,業種J,0,9
2010-01-01,0,2,不明,大阪府,箕面市,業種E,0,68
2010-01-01,0,0,不明,大阪府,柏原市,業種I,0,124
2010-01-01,0,1,不明,大阪府,柏原市,業種A,0,9
2010-01-01,0,2,不明,大阪府,柏原市,業種E,0,52
2010-01-01,0,0,不明,大阪府,羽曳野市,業種B,0,110
2010-01-01,0,1,不明,大阪府,羽曳野市,業種I,0,6
2010-01-01,0,2,不明,大阪府,羽曳野市,業種D,0,43
2010-01-01,0,0,不明,大阪府,門真市,業種B,0,144
2010-01-01,0,1,不明,大阪府,門真市,業種I,0,11
2010-01-01,0,2,不明,大阪府,門真市,業種J,0,69
2010-01-01,0,0,不明,大阪府,摂津市,業種I,0,227
2010-01-01,0,1,不明,大阪府,摂津市,業種G,0,20
2010-01-01,0,2,不明,大阪府,摂津市,業種D,0,107
2010-01-01,0,0,不明,大阪府,高石市,業種H,0,183
2010-01-01,0,1,不明,大阪府,高石市,業種E,0,12
2010-01-01,0,2,不明,大阪府,高石市,業種D,0,98
2010-01-01,0,0,不明,大阪府,藤井寺市,業種E,0,118
2010-01-01,0,1,不明,大阪府,藤井寺市,業種I,0,6
2010-01-01,0,2,不明,大阪府,藤井寺市,業種I,0,46
2010-01-01,0,0,不明,大阪府,東大阪市,業種F,0,153
2010-01-01,0,1,不明,大阪府,東大阪市,業種F,0,13
2010-01-01,0,2,不明,大阪府,東大阪市,業種F,0,67
2010-01-01,0,0,不明,大阪府,泉南市,業種D,0,138
2010-01-01,0,1,不明,大阪府,泉南市,業種I,0,7
2010-01-01,0,2,不明,大阪府,泉南市,業種H,0,76
2010-01-01,0,0,不明,大阪府,四條畷市,業種J,0,117
2010-01-01,0,1,不明,大阪府,四條畷市,業種A,0,4
2010-01-01,0,2,不明,大阪府,四條畷市,業種C,0,49
2010-01-01,0,0,不明,大阪府,交野市,業種A,0,116
2010-01-01,0,1,不明,大阪府,交野市,業種D,0,3
2010-01-01,0,2,不明,大阪府,交野市,業種I,0,44
2010-01-01,0,0,不明,大阪府,大阪狭山市,業種F,0,132
2010-01-01,0,1,不明,大阪府,大阪狭山市,業種E,0,8
2010-01-01,0,2,不明,大阪府,大阪狭山市,業種I,0,50
2010-01-01,0,0,不明,大阪府,阪南市,業種C,0,96
2010-01-01,0,1,不明,大阪府,阪南市,業種F,0,3
2010-01-01,0,2,不明,大阪府,阪南市,業種C,0,36
2010-01-01,0,0,不明,大阪府,島本町,業種A,0,150
2010-01-01,0,1,不明,大阪府,島本町,業種I,0,19
2010-01-01,0,2,不明,大阪府,島本町,業種H,0,60
2010-01-01,0,0,不明,大阪府,豊能町,業種J,0,101
2010-01-01,0,1,不明,大阪府,豊能町,業種B,0,1
2010-01-01,0,2,不明,大阪府,豊能町,業種C,0,34
2010-01-01,0,0,不明,大阪府,能勢町,業種F,0,110
2010-01-01,0,1,不明,大阪府,能勢町,業種H,0,3
2010-01-01,0,2,不明,大阪府,能勢町,業種D,0,58
2010-01-01,0,0,不明,大阪府,忠岡町,業種B,0,131
2010-01-01,0,1,不明,大阪府,忠岡町,業種E,0,9
2010-01-01,0,2,不明,大阪府,忠岡町,業種F,0,63
2010-01-01,0,0,不明,大阪府,熊取町,業種B,0,98
2010-01-01,0,1,不明,大阪府,熊取町,業種D,0,4
2010-01-01,0,2,不明,大阪府,熊取町,業種C,0,39
2010-01-01,0,0,不明,大阪府,田尻町,業種D,0,456
2010-01-01,0,1,不明,大阪府,田尻町,業種D,0,13
2010-01-01,0,2,不明,大阪府,田尻町,業種A,0,336
2010-01-01,0,0,不明,大阪府,岬町,業種F,0,132
2010-01-01,0,1,不明,大阪府,岬町,業種F,0,3
2010-01-01,0,2,不明,大阪府,岬町,業種A,0,83
2010-01-01,0,0,不明,大阪府,太子町,業種J,0,105
2010-01-01,0,1,不明,大阪府,太子町,業種B,0,3
2010-01-01,0,2,不明,大阪府,太子町,業種A,0,42
2010-01-01,0,0,不明,大阪府,河南町,業種E,0,98
2010-01-01,0,1,不明,大阪府,河南町,業種F,0,3
2010-01-01,0,2,不明,大阪府,河南町,業種H,0,38
2010-01-01,0,0,不明,大阪府,千早赤阪村,業種C,0,96
2010-01-01,0,1,不明,大阪府,千早赤阪村,業種B,0,5
2010-01-01,0,2,不明,大阪府,千早赤阪村,業種G,0,45
2010-01-01,0,0,不明,兵庫県,神戸市,業種J,0,177
2010-01-01,0,1,不明,兵庫県,神戸市,業種A,0,16
2010-01-01,0,2,不明,兵庫県,神戸市,業種E,0,74
2010-01-01,0,0,不明,兵庫県,姫路市,業種B,0,170
2010-01-01,0,1,不明,兵庫県,姫路市,業種D,0,15
2010-01-01,0,2,不明,兵庫県,姫路市,業種J,0,78
2010-01-01,0,0,不明,兵庫県,尼崎市,業種J,0,171
2010-01-01,0,1,不明,兵庫県,尼崎市,業種C,0,15
2010-01-01,0,2,不明,兵庫県,尼崎市,業種H,0,77
2010-01-01,0,0,不明,兵庫県,明石市,業種F,0,133
2010-01-01,0,1,不明,兵庫県,明石市,業種D,0,8
2010-01-01,0,2,不明,兵庫県,明石市,業種H,0,56
2010-01-01,0,0,不明,兵庫県,西宮市,業種E,0,173
2010-01-01,0,1,不明,兵庫県,西宮市,業種F,0,8
2010-01-01,0,2,不明,兵庫県,西宮市,業種J,0,68
2010-01-01,0,0,不明,兵庫県,洲本市,業種D,0,126
2010-01-01,0,1,不明,兵庫県,洲本市,業種G,0,9
2010-01-01,0,2,不明,兵庫県,洲本市,業種D,0,62
2010-01-01,0,0,不明,兵庫県,芦屋市,業種C,0,222
2010-01-01,0,1,不明,兵庫県,芦屋市,業種D,0,6
2010-01-01,0,2,不明,兵庫県,芦屋市,業種E,0,75
2010-01-01,0,0,不明,兵庫県,伊丹市,業種A,0,162
2010-01-01,0,1,不明,兵庫県,伊丹市,業種E,0,22
2010-01-01,0,2,不明,兵庫県,伊丹市,業種B,0,67
2010-01-01,0,0,不明,兵庫県,相生市,業種F,0,151
2010-01-01,0,1,不明,兵庫県,相生市,業種C,0,15
2010-01-01,0,2,不明,兵庫県,相生市,業種D,0,75
2010-01-01,0,0,不明,兵庫県,豊岡市,業種H,0,115
2010-01-01,0,1,不明,兵庫県,豊岡市,業種H,0,7
2010-01-01,0,2,不明,兵庫県,豊岡市,業種C,0,63
2010-01-01,0,0,不明,兵庫県,加古川市,業種H,0,140
2010-01-01,0,1,不明,兵庫県,加古川市,業種C,0,8
2010-01-01,0,2,不明,兵庫県,加古川市,業種D,0,67
2010-01-01,0,0,不明,兵庫県,赤穂市,業種H,0,169
2010-01-01,0,1,不明,兵庫県,赤穂市,業種E,0,14
2010-01-01,0,2,不明,兵庫県,赤穂市,業種I,0,91
2010-01-01,0,0,不明,兵庫県,西脇市,業種C,0,118
2010-01-01,0,1,不明,兵庫県,西脇市,業種J,0,7
2010-01-01,0,2,不明,兵庫県,西脇市,業種H,0,60
2010-01-01,0,0,不明,兵庫県,宝塚市,業種E,0,152
2010-01-01,0,1,不明,兵庫県,宝塚市,業種H,0,5
2010-01-01,0,2,不明,兵庫県,宝塚市,業種C,0,61
2010-01-01,0,0,不明,兵庫県,三木市,業種D,0,135
2010-01-01,0,1,不明,兵庫県,三木市,業種G,0,9
2010-01-01,0,2,不明,兵庫県,三木市,業種E,0,66
2010-01-01,0,0,不明,兵庫県,高砂市,業種E,0,176
2010-01-01,0,1,不明,兵庫県,高砂市,業種C,0,13
2010-01-01,0,2,不明,兵庫県,高砂市,業種E,0,94
2010-01-01,0,0,不明,兵庫県,川西市,業種F,0,126
2010-01-01,0,1,不明,兵庫県,川西市,業種B,0,5
2010-01-01,0,2,不明,兵庫県,川西市,業種B,0,48
2010-01-01,0,0,不明,兵庫県,小野市,業種E,0,136
2010-01-01,0,1,不明,兵庫県,小野市,業種H,0,13
2010-01-01,0,2,不明,兵庫県,小野市,業種J,0,71
2010-01-01,0,0,不明,兵庫県,三田市,業種D,0,151
2010-01-01,0,1,不明,兵庫県,三田市,業種A,0,12
2010-01-01,0,2,不明,兵庫県,三田市,業種E,0,63
2010-01-01,0,0,不明,兵庫県,加西市,業種H,0,137
2010-01-01,0,1,不明,兵庫県,加西市,業種B,0,11
2010-01-01,0,2,不明,兵庫県,加西市,業種C,0,72
2010-01-01,0,0,不明,兵庫県,丹波篠山市,業種G,0,148
2010-01-01,0,1,不明,兵庫県,丹波篠山市,業種H,0,38
2010-01-01,0,2,不明,兵庫県,丹波篠山市,業種C,0,62
2010-01-01,0,0,不明,兵庫県,養父市,業種I,0,92
2010-01-01,0,1,不明,兵庫県,養父市,業種E,0,4
2010-01-01,0,2,不明,兵庫県,養父市,業種D,0,48
2010-01-01,0,0,不明,兵庫県,丹波市,業種I,0,110
2010-01-01,0,1,不明,兵庫県,丹波市,業種C,0,9
2010-01-01,0,2,不明,兵庫県,丹波市,業種A,0,58
2010-01-01,0,0,不明,兵庫県,南あわじ市,業種D,0,116
2010-01-01,0,1,不明,兵庫県,南あわじ市,業種D,0,6
2010-01-01,0,2,不明,兵庫県,南あわじ市,業種F,0,65
2010-01-01,0,0,不明,兵庫県,朝来市,業種C,0,142
2010-01-01,0,1,不明,兵庫県,朝来市,業種J,0,9
2010-01-01,0,2,不明,兵庫県,朝来市,業種B,0,89
2010-01-01,0,0,不明,兵庫県,淡路市,業種J,0,102
2010-01-01,0,1,不明,兵庫県,淡路市,業種F,0,6
2010-01-01,0,2,不明,兵庫県,淡路市,業種A,0,56
2010-01-01,0,0,不明,兵庫県,宍粟市,業種B,0,109
2010-01-01,0,1,不明,兵庫県,宍粟市,業種D,0,6
2010-01-01,0,2,不明,兵庫県,宍粟市,業種B,0,57
2010-01-01,0,0,不明,兵庫県,加東市,業種G,0,178
2010-01-01,0,1,不明,兵庫県,加東市,業種H,0,18
2010-01-01,0,2,不明,兵庫県,加東市,業種G,0,99
2010-01-01,0,0,不明,兵庫県,たつの市,業種I,0,132
2010-01-01,0,1,不明,兵庫県,たつの市,業種J,0,12
2010-01-01,0,2,不明,兵庫県,たつの市,業種J,0,64
2010-01-01,0,0,不明,兵庫県,猪名川町,業種B,0,117
2010-01-01,0,1,不明,兵庫県,猪名川町,業種C,0,3
2010-01-01,0,2,不明,兵庫県,猪名川町,業種B,0,49
2010-01-01,0,0,不明,兵庫県,多可町,業種E,0,85
2010-01-01,0,1,不明,兵庫県,多可町,業種C,0,5
2010-01-01,0,2,不明,兵庫県,多可町,業種B,0,42
2010-01-01,0,0,不明,兵庫県,稲美町,業種D,0,136
2010-01-01,0,1,不明,兵庫県,稲美町,業種I,0,13
2010-01-01,0,2,不明,兵庫県,稲美町,業種C,0,63
2010-01-01,0,0,不明,兵庫県,播磨町,業種B,0,158
2010-01-01,0,1,不明,兵庫県,播磨町,業種H,0,19
2010-01-01,0,2,不明,兵庫県,播磨町,業種G,0,76
2010-01-01,0,0,不明,兵庫県,市川町,業種H,0,100
2010-01-01,0,1,不明,兵庫県,市川町,業種D,0,4
2010-01-01,0,2,不明,兵庫県,市川町,業種B,0,54
2010-01-01,0,0,不明,兵庫県,福崎町,業種J,0,166
2010-01-01,0,1,不明,兵庫県,福崎町,業種H,0,22
2010-01-01,0,2,不明,兵庫県,福崎町,業種C,0,92
2010-01-01,0,0,不明,兵庫県,神河町,業種I,0,169
2010-01-01,0,1,不明,兵庫県,神河町,業種J,0,6
2010-01-01,0,2,不明,兵庫県,神河町,業種C,0,120
2010-01-01,0,0,不明,兵庫県,太子町,業種G,0,116
2010-01-01,0,1,不明,兵庫県,太子町,業種J,0,5
2010-01-01,0,2,不明,兵庫県,太子町,業種E,0,59
2010-01-01,0,0,不明,兵庫県,上郡町,業種I,0,145
2010-01-01,0,1,不明,兵庫県,上郡町,業種C,0,7
2010-01-01,0,2,不明,兵庫県,上郡町,業種A,0,86
2010-01-01,0,0,不明,兵庫県,佐用町,業種B,0,115
2010-01-01,0,1,不明,兵庫県,佐用町,業種C,0,5
2010-01-01,0,2,不明,兵庫県,佐用町,業種C,0,73
2010-01-01,0,0,不明,兵庫県,香美町,業種J,0,91
2010-01-01,0,1,不明,兵庫県,香美町,業種A,0,4
2010-01-01,0,2,不明,兵庫県,香美町,業種I,0,50
2010-01-01,0,0,不明,兵庫県,新温泉町,業種J,0,88
2010-01-01,0,1,不明,兵庫県,新温泉町,業種H,0,4
2010-01-01,0,2,不明,兵庫県,新温泉町,業種I,0,47
2010-01-01,0,0,不明,奈良県,奈良市,業種F,0,141
2010-01-01,0,1,不明,奈良県,奈良市,業種I,0,10
2010-01-01,0,2,不明,奈良県,奈良市,業種I,0,53
2010-01-01,0,0,不明,奈良県,大和高田市,業種E,0,98
2010-01-01,0,1,不明,奈良県,大和高田市,業種C,0,6
2010-01-01,0,2,不明,奈良県,大和高田市,業種G,0,39
2010-01-01,0,0,不明,奈良県,大和郡山市,業種J,0,139
2010-01-01,0,1,不明,奈良県,大和郡山市,業種F,0,14
2010-01-01,0,2,不明,奈良県,大和郡山市,業種J,0,62
2010-01-01,0,0,不明,奈良県,天理市,業種J,0,118
2010-01-01,0,1,不明,奈良県,天理市,業種G,0,6
2010-01-01,0,2,不明,奈良県,天理市,業種A,0,55
2010-01-01,0,0,不明,奈良県,橿原市,業種C,0,123
2010-01-01,0,1,不明,奈良県,橿原市,業種I,0,8
2010-01-01,0,2,不明,奈良県,橿原市,業種G,0,51
2010-01-01,0,0,不明,奈良県,桜井市,業種I,0,106
2010-01-01,0,1,不明,奈良県,桜井市,業種J,0,5
