年,未使用1,税区分,未使用2,都道府県,市区町村,業種(サンプル),未使用,カウント
2014-01-01,0,1,不明,茨城県,八千代町,業種A,0,6
2014-01-01,0,2,不明,茨城県,八千代町,業種I,0,57
2014-01-01,0,0,不明,茨城県,五霞町,業種J,0,246
2014-01-01,0,1,不明,茨城県,五霞町,業種E,0,44
2014-01-01,0,2,不明,茨城県,五霞町,業種J,0,145
2014-01-01,0,0,不明,茨城県,境町,業種B,0,132
2014-01-01,0,1,不明,茨城県,境町,業種B,0,12
2014-01-01,0,2,不明,茨城県,境町,業種E,0,65
2014-01-01,0,0,不明,茨城県,利根町,業種C,0,81
2014-01-01,0,1,不明,茨城県,利根町,業種J,0,3
2014-01-01,0,2,不明,茨城県,利根町,業種A,0,29
2014-01-01,0,0,不明,栃木県,宇都宮市,業種I,0,179
2014-01-01,0,1,不明,栃木県,宇都宮市,業種F,0,25
2014-01-01,0,2,不明,栃木県,宇都宮市,業種G,0,67
2014-01-01,0,0,不明,栃木県,足利市,業種A,0,128
2014-01-01,0,1,不明,栃木県,足利市,業種E,0,10
2014-01-01,0,2,不明,栃木県,足利市,業種D,0,55
2014-01-01,0,0,不明,栃木県,栃木市,業種G,0,134
2014-01-01,0,1,不明,栃木県,栃木市,業種A,0,13
2014-01-01,0,2,不明,栃木県,栃木市,業種B,0,60
2014-01-01,0,0,不明,栃木県,佐野市,業種J,0,142
2014-01-01,0,1,不明,栃木県,佐野市,業種I,0,14
2014-01-01,0,2,不明,栃木県,佐野市,業種J,0,64
2014-01-01,0,0,不明,栃木県,鹿沼市,業種I,0,145
2014-01-01,0,1,不明,栃木県,鹿沼市,業種G,0,15
2014-01-01,0,2,不明,栃木県,鹿沼市,業種C,0,65
2014-01-01,0,0,不明,栃木県,日光市,業種G,0,155
2014-01-01,0,1,不明,栃木県,日光市,業種E,0,9
2014-01-01,0,2,不明,栃木県,日光市,業種H,0,84
2014-01-01,0,0,不明,栃木県,小山市,業種D,0,171
2014-01-01,0,1,不明,栃木県,小山市,業種E,0,25
2014-01-01,0,2,不明,栃木県,小山市,業種G,0,74
2014-01-01,0,0,不明,栃木県,真岡市,業種B,0,155
2014-01-01,0,1,不明,栃木県,真岡市,業種C,0,14
2014-01-01,0,2,不明,栃木県,真岡市,業種B,0,75
2014-01-01,0,0,不明,栃木県,大田原市,業種C,0,149
2014-01-01,0,1,不明,栃木県,大田原市,業種C,0,20
2014-01-01,0,2,不明,栃木県,大田原市,業種B,0,68
2014-01-01,0,0,不明,栃木県,矢板市,業種E,0,137
2014-01-01,0,1,不明,栃木県,矢板市,業種H,0,10
2014-01-01,0,2,不明,栃木県,矢板市,業種D,0,67
2014-01-01,0,0,不明,栃木県,那須塩原市,業種F,0,161
2014-01-01,0,1,不明,栃木県,那須塩原市,業種A,0,18
2014-01-01,0,2,不明,栃木県,那須塩原市,業種I,0,78
2014-01-01,0,0,不明,栃木県,さくら市,業種A,0,147
2014-01-01,0,1,不明,栃木県,さくら市,業種D,0,12
2014-01-01,0,2,不明,栃木県,さくら市,業種F,0,73
2014-01-01,0,0,不明,栃木県,那須烏山市,業種D,0,106
2014-01-01,0,1,不明,栃木県,那須烏山市,業種D,0,8
2014-01-01,0,2,不明,栃木県,那須烏山市,業種J,0,50
2014-01-01,0,0,不明,栃木県,下野市,業種G,0,157
2014-01-01,0,1,不明,栃木県,下野市,業種H,0,10
2014-01-01,0,2,不明,栃木県,下野市,業種H,0,67
2014-01-01,0,0,不明,栃木県,上三川町,業種E,0,183
2014-01-01,0,1,不明,栃木県,上三川町,業種C,0,14
2014-01-01,0,2,不明,栃木県,上三川町,業種G,0,98
2014-01-01,0,0,不明,栃木県,益子町,業種H,0,98
2014-01-01,0,1,不明,栃木県,益子町,業種G,0,5
2014-01-01,0,2,不明,栃木県,益子町,業種D,0,44
2014-01-01,0,0,不明,栃木県,茂木町,業種C,0,114
2014-01-01,0,1,不明,栃木県,茂木町,業種J,0,7
2014-01-01,0,2,不明,栃木県,茂木町,業種G,0,65
2014-01-01,0,0,不明,栃木県,市貝町,業種J,0,180
2014-01-01,0,1,不明,栃木県,市貝町,業種J,0,54
2014-01-01,0,2,不明,栃木県,市貝町,業種D,0,73
2014-01-01,0,0,不明,栃木県,芳賀町,業種E,0,297
2014-01-01,0,1,不明,栃木県,芳賀町,業種C,0,40
2014-01-01,0,2,不明,栃木県,芳賀町,業種C,0,193
2014-01-01,0,0,不明,栃木県,壬生町,業種G,0,117
2014-01-01,0,1,不明,栃木県,壬生町,業種C,0,8
2014-01-01,0,2,不明,栃木県,壬生町,業種C,0,51
2014-01-01,0,0,不明,栃木県,野木町,業種H,0,142
2014-01-01,0,1,不明,栃木県,野木町,業種C,0,16
2014-01-01,0,2,不明,栃木県,野木町,業種J,0,65
2014-01-01,0,0,不明,栃木県,塩谷町,業種J,0,117
2014-01-01,0,1,不明,栃木県,塩谷町,業種C,0,6
2014-01-01,0,2,不明,栃木県,塩谷町,業種D,0,63
2014-01-01,0,0,不明,栃木県,高根沢町,業種D,0,147
2014-01-01,0,1,不明,栃木県,高根沢町,業種E,0,6
2014-01-01,0,2,不明,栃木県,高根沢町,業種B,0,68
2014-01-01,0,0,不明,栃木県,那須町,業種B,0,195
2014-01-01,0,1,不明,栃木県,那須町,業種G,0,12
2014-01-01,0,2,不明,栃木県,那須町,業種J,0,127
2014-01-01,0,0,不明,栃木県,那珂川町,業種A,0,110
2014-01-01,0,1,不明,栃木県,那珂川町,業種H,0,12
2014-01-01,0,2,不明,栃木県,那珂川町,業種F,0,52
2014-01-01,0,0,不明,群馬県,前橋市,業種C,0,155
2014-01-01,0,1,不明,群馬県,前橋市,業種H,0,17
2014-01-01,0,2,不明,群馬県,前橋市,業種F,0,64
2014-01-01,0,0,不明,群馬県,高崎市,業種B,0,159
2014-01-01,0,1,不明,群馬県,高崎市,業種H,0,18
2014-01-01,0,2,不明,群馬県,高崎市,業種H,0,65
2014-01-01,0,0,不明,群馬県,桐生市,業種H,0,115
2014-01-01,0,1,不明,群馬県,桐生市,業種A,0,8
2014-01-01,0,2,不明,群馬県,桐生市,業種J,0,48
2014-01-01,0,0,不明,群馬県,伊勢崎市,業種G,0,141
2014-01-01,0,1,不明,群馬県,伊勢崎市,業種F,0,14
2014-01-01,0,2,不明,群馬県,伊勢崎市,業種D,0,63
2014-01-01,0,0,不明,群馬県,太田市,業種F,0,198
2014-01-01,0,1,不明,群馬県,太田市,業種H,0,55
2014-01-01,0,2,不明,群馬県,太田市,業種H,0,75
2014-01-01,0,0,不明,群馬県,沼田市,業種H,0,129
2014-01-01,0,1,不明,群馬県,沼田市,業種C,0,8
2014-01-01,0,2,不明,群馬県,沼田市,業種H,0,64
2014-01-01,0,0,不明,群馬県,館林市,業種A,0,155
2014-01-01,0,1,不明,群馬県,館林市,業種E,0,15
2014-01-01,0,2,不明,群馬県,館林市,業種G,0,72
2014-01-01,0,0,不明,群馬県,渋川市,業種D,0,133
2014-01-01,0,1,不明,群馬県,渋川市,業種D,0,10
2014-01-01,0,2,不明,群馬県,渋川市,業種I,0,63
2014-01-01,0,0,不明,群馬県,藤岡市,業種G,0,129
2014-01-01,0,1,不明,群馬県,藤岡市,業種H,0,14
2014-01-01,0,2,不明,群馬県,藤岡市,業種D,0,58
2014-01-01,0,0,不明,群馬県,富岡市,業種G,0,129
2014-01-01,0,1,不明,群馬県,富岡市,業種E,0,10
2014-01-01,0,2,不明,群馬県,富岡市,業種H,0,61
2014-01-01,0,0,不明,群馬県,安中市,業種H,0,167
2014-01-01,0,1,不明,群馬県,安中市,業種H,0,37
2014-01-01,0,2,不明,群馬県,安中市,業種F,0,73
2014-01-01,0,0,不明,群馬県,みどり市,業種E,0,118
2014-01-01,0,1,不明,群馬県,みどり市,業種E,0,8
2014-01-01,0,2,不明,群馬県,みどり市,業種J,0,55
2014-01-01,0,0,不明,群馬県,榛東村,業種A,0,96
2014-01-01,0,1,不明,群馬県,榛東村,業種H,0,3
2014-01-01,0,2,不明,群馬県,榛東村,業種G,0,44
2014-01-01,0,0,不明,群馬県,吉岡町,業種D,0,117
2014-01-01,0,1,不明,群馬県,吉岡町,業種D,0,9
2014-01-01,0,2,不明,群馬県,吉岡町,業種A,0,52
2014-01-01,0,0,不明,群馬県,上野村,業種B,0,1426
2014-01-01,0,1,不明,群馬県,上野村,業種J,0,3
2014-01-01,0,2,不明,群馬県,上野村,業種G,0,1391
2014-01-01,0,0,不明,群馬県,神流町,業種F,0,80
2014-01-01,0,1,不明,群馬県,神流町,業種D,0,6
2014-01-01,0,2,不明,群馬県,神流町,業種F,0,42
2014-01-01,0,0,不明,群馬県,下仁田町,業種I,0,107
2014-01-01,0,1,不明,群馬県,下仁田町,業種C,0,5
2014-01-01,0,2,不明,群馬県,下仁田町,業種I,0,58
2014-01-01,0,0,不明,群馬県,南牧村,業種J,0,83
2014-01-01,0,1,不明,群馬県,南牧村,業種H,0,2
2014-01-01,0,2,不明,群馬県,南牧村,業種H,0,52
2014-01-01,0,0,不明,群馬県,甘楽町,業種E,0,103
2014-01-01,0,1,不明,群馬県,甘楽町,業種C,0,7
2014-01-01,0,2,不明,群馬県,甘楽町,業種H,0,51
2014-01-01,0,0,不明,群馬県,中之条町,業種J,0,129
2014-01-01,0,1,不明,群馬県,中之条町,業種D,0,6
2014-01-01,0,2,不明,群馬県,中之条町,業種J,0,72
2014-01-01,0,0,不明,群馬県,長野原町,業種J,0,163
2014-01-01,0,1,不明,群馬県,長野原町,業種C,0,11
2014-01-01,0,2,不明,群馬県,長野原町,業種F,0,92
2014-01-01,0,0,不明,群馬県,嬬恋村,業種G,0,191
2014-01-01,0,1,不明,群馬県,嬬恋村,業種G,0,10
2014-01-01,0,2,不明,群馬県,嬬恋村,業種C,0,109
2014-01-01,0,0,不明,群馬県,草津町,業種D,0,289
2014-01-01,0,1,不明,群馬県,草津町,業種A,0,31
2014-01-01,0,2,不明,群馬県,草津町,業種C,0,149
2014-01-01,0,0,不明,群馬県,高山村,業種E,0,124
2014-01-01,0,1,不明,群馬県,高山村,業種A,0,6
2014-01-01,0,2,不明,群馬県,高山村,業種C,0,81
2014-01-01,0,0,不明,群馬県,東吾妻町,業種G,0,127
2014-01-01,0,1,不明,群馬県,東吾妻町,業種G,0,12
2014-01-01,0,2,不明,群馬県,東吾妻町,業種D,0,69
2014-01-01,0,0,不明,群馬県,片品村,業種C,0,122
2014-01-01,0,1,不明,群馬県,片品村,業種A,0,8
2014-01-01,0,2,不明,群馬県,片品村,業種I,0,71
2014-01-01,0,0,不明,群馬県,川場村,業種J,0,111
2014-01-01,0,1,不明,群馬県,川場村,業種G,0,6
2014-01-01,0,2,不明,群馬県,川場村,業種J,0,60
2014-01-01,0,0,不明,群馬県,昭和村,業種D,0,148
2014-01-01,0,1,不明,群馬県,昭和村,業種C,0,21
2014-01-01,0,2,不明,群馬県,昭和村,業種E,0,74
2014-01-01,0,0,不明,群馬県,みなかみ町,業種I,0,181
2014-01-01,0,1,不明,群馬県,みなかみ町,業種C,0,8
2014-01-01,0,2,不明,群馬県,みなかみ町,業種D,0,120
2014-01-01,0,0,不明,群馬県,玉村町,業種I,0,123
2014-01-01,0,1,不明,群馬県,玉村町,業種I,0,10
2014-01-01,0,2,不明,群馬県,玉村町,業種B,0,56
2014-01-01,0,0,不明,群馬県,板倉町,業種D,0,126
2014-01-01,0,1,不明,群馬県,板倉町,業種B,0,10
2014-01-01,0,2,不明,群馬県,板倉町,業種B,0,65
2014-01-01,0,0,不明,群馬県,明和町,業種G,0,158
2014-01-01,0,1,不明,群馬県,明和町,業種E,0,18
2014-01-01,0,2,不明,群馬県,明和町,業種I,0,89
2014-01-01,0,0,不明,群馬県,千代田町,業種A,0,193
2014-01-01,0,1,不明,群馬県,千代田町,業種F,0,22
2014-01-01,0,2,不明,群馬県,千代田町,業種D,0,111
2014-01-01,0,0,不明,群馬県,大泉町,業種F,0,225
2014-01-01,0,1,不明,群馬県,大泉町,業種B,0,74
2014-01-01,0,2,不明,群馬県,大泉町,業種F,0,85
2014-01-01,0,0,不明,群馬県,邑楽町,業種B,0,137
2014-01-01,0,1,不明,群馬県,邑楽町,業種D,0,12
2014-01-01,0,2,不明,群馬県,邑楽町,業種E,0,66
2014-01-01,0,0,不明,埼玉県,さいたま市,業種H,0,179
2014-01-01,0,1,不明,埼玉県,さいたま市,業種F,0,19
2014-01-01,0,2,不明,埼玉県,さいたま市,業種D,0,64
2014-01-01,0,0,不明,埼玉県,川越市,業種F,0,161
2014-01-01,0,1,不明,埼玉県,川越市,業種G,0,15
2014-01-01,0,2,不明,埼玉県,川越市,業種E,0,64
2014-01-01,0,0,不明,埼玉県,熊谷市,業種F,0,151
2014-01-01,0,1,不明,埼玉県,熊谷市,業種A,0,19
2014-01-01,0,2,不明,埼玉県,熊谷市,業種F,0,60
2014-01-01,0,0,不明,埼玉県,川口市,業種I,0,155
2014-01-01,0,1,不明,埼玉県,川口市,業種G,0,9
2014-01-01,0,2,不明,埼玉県,川口市,業種J,0,61
2014-01-01,0,0,不明,埼玉県,行田市,業種H,0,123
2014-01-01,0,1,不明,埼玉県,行田市,業種E,0,8
2014-01-01,0,2,不明,埼玉県,行田市,業種G,0,51
2014-01-01,0,0,不明,埼玉県,秩父市,業種B,0,134
2014-01-01,0,1,不明,埼玉県,秩父市,業種A,0,8
2014-01-01,0,2,不明,埼玉県,秩父市,業種A,0,71
2014-01-01,0,0,不明,埼玉県,所沢市,業種B,0,150
2014-01-01,0,1,不明,埼玉県,所沢市,業種A,0,9
2014-01-01,0,2,不明,埼玉県,所沢市,業種G,0,57
2014-01-01,0,0,不明,埼玉県,飯能市,業種H,0,151
2014-01-01,0,1,不明,埼玉県,飯能市,業種J,0,13
2014-01-01,0,2,不明,埼玉県,飯能市,業種F,0,66
2014-01-01,0,0,不明,埼玉県,加須市,業種A,0,133
2014-01-01,0,1,不明,埼玉県,加須市,業種F,0,9
2014-01-01,0,2,不明,埼玉県,加須市,業種B,0,62
2014-01-01,0,0,不明,埼玉県,本庄市,業種H,0,143
2014-01-01,0,1,不明,埼玉県,本庄市,業種H,0,13
2014-01-01,0,2,不明,埼玉県,本庄市,業種C,0,62
2014-01-01,0,0,不明,埼玉県,東松山市,業種G,0,140
2014-01-01,0,1,不明,埼玉県,東松山市,業種J,0,11
2014-01-01,0,2,不明,埼玉県,東松山市,業種J,0,60
2014-01-01,0,0,不明,埼玉県,春日部市,業種H,0,119
2014-01-01,0,1,不明,埼玉県,春日部市,業種J,0,9
2014-01-01,0,2,不明,埼玉県,春日部市,業種J,0,45
2014-01-01,0,0,不明,埼玉県,狭山市,業種A,0,141
2014-01-01,0,1,不明,埼玉県,狭山市,業種F,0,11
2014-01-01,0,2,不明,埼玉県,狭山市,業種G,0,60
2014-01-01,0,0,不明,埼玉県,羽生市,業種C,0,138
2014-01-01,0,1,不明,埼玉県,羽生市,業種A,0,13
2014-01-01,0,2,不明,埼玉県,羽生市,業種H,0,63
2014-01-01,0,0,不明,埼玉県,鴻巣市,業種E,0,123
2014-01-01,0,1,不明,埼玉県,鴻巣市,業種H,0,7
2014-01-01,0,2,不明,埼玉県,鴻巣市,業種F,0,49
2014-01-01,0,0,不明,埼玉県,深谷市,業種J,0,129
2014-01-01,0,1,不明,埼玉県,深谷市,業種C,0,10
2014-01-01,0,2,不明,埼玉県,深谷市,業種E,0,58
2014-01-01,0,0,不明,埼玉県,上尾市,業種J,0,134
2014-01-01,0,1,不明,埼玉県,上尾市,業種C,0,9
2014-01-01,0,2,不明,埼玉県,上尾市,業種J,0,51
2014-01-01,0,0,不明,埼玉県,草加市,業種C,0,145
2014-01-01,0,1,不明,埼玉県,草加市,業種B,0,11
2014-01-01,0,2,不明,埼玉県,草加市,業種F,0,56
2014-01-01,0,0,不明,埼玉県,越谷市,業種I,0,140
2014-01-01,0,1,不明,埼玉県,越谷市,業種H,0,10
2014-01-01,0,2,不明,埼玉県,越谷市,業種B,0,54
2014-01-01,0,0,不明,埼玉県,蕨市,業種B,0,154
2014-01-01,0,1,不明,埼玉県,蕨市,業種F,0,9
2014-01-01,0,2,不明,埼玉県,蕨市,業種G,0,59
2014-01-01,0,0,不明,埼玉県,戸田市,業種I,0,207
2014-01-01,0,1,不明,埼玉県,戸田市,業種F,0,22
2014-01-01,0,2,不明,埼玉県,戸田市,業種B,0,95
2014-01-01,0,0,不明,埼玉県,入間市,業種D,0,141
2014-01-01,0,1,不明,埼玉県,入間市,業種I,0,9
2014-01-01,0,2,不明,埼玉県,入間市,業種B,0,59
2014-01-01,0,0,不明,埼玉県,朝霞市,業種I,0,156
2014-01-01,0,1,不明,埼玉県,朝霞市,業種G,0,7
2014-01-01,0,2,不明,埼玉県,朝霞市,業種B,0,64
2014-01-01,0,0,不明,埼玉県,志木市,業種D,0,145
2014-01-01,0,1,不明,埼玉県,志木市,業種G,0,6
2014-01-01,0,2,不明,埼玉県,志木市,業種G,0,56
2014-01-01,0,0,不明,埼玉県,和光市,業種C,0,176
2014-01-01,0,1,不明,埼玉県,和光市,業種G,0,7
2014-01-01,0,2,不明,埼玉県,和光市,業種G,0,73
2014-01-01,0,0,不明,埼玉県,新座市,業種G,0,144
2014-01-01,0,1,不明,埼玉県,新座市,業種E,0,10
2014-01-01,0,2,不明,埼玉県,新座市,業種B,0,59
2014-01-01,0,0,不明,埼玉県,桶川市,業種A,0,135
2014-01-01,0,1,不明,埼玉県,桶川市,業種E,0,9
2014-01-01,0,2,不明,埼玉県,桶川市,業種H,0,54
2014-01-01,0,0,不明,埼玉県,久喜市,業種H,0,143
2014-01-01,0,1,不明,埼玉県,久喜市,業種F,0,11
2014-01-01,0,2,不明,埼玉県,久喜市,業種H,0,62
2014-01-01,0,0,不明,埼玉県,北本市,業種I,0,136
2014-01-01,0,1,不明,埼玉県,北本市,業種C,0,14
2014-01-01,0,2,不明,埼玉県,北本市,業種H,0,55
2014-01-01,0,0,不明,埼玉県,八潮市,業種A,0,183
2014-01-01,0,1,不明,埼玉県,八潮市,業種F,0,14
2014-01-01,0,2,不明,埼玉県,八潮市,業種H,0,87
2014-01-01,0,0,不明,埼玉県,富士見市,業種B,0,131
2014-01-01,0,1,不明,埼玉県,富士見市,業種I,0,5
2014-01-01,0,2,不明,埼玉県,富士見市,業種B,0,49
2014-01-01,0,0,不明,埼玉県,三郷市,業種C,0,152
2014-01-01,0,1,不明,埼玉県,三郷市,業種B,0,9
2014-01-01,0,2,不明,埼玉県,三郷市,業種J,0,69
2014-01-01,0,0,不明,埼玉県,蓮田市,業種A,0,129
2014-01-01,0,1,不明,埼玉県,蓮田市,業種A,0,7
2014-01-01,0,2,不明,埼玉県,蓮田市,業種D,0,52
2014-01-01,0,0,不明,埼玉県,坂戸市,業種I,0,130
2014-01-01,0,1,不明,埼玉県,坂戸市,業種F,0,8
2014-01-01,0,2,不明,埼玉県,坂戸市,業種G,0,56
2014-01-01,0,0,不明,埼玉県,幸手市,業種D,0,119
2014-01-01,0,1,不明,埼玉県,幸手市,業種B,0,8
2014-01-01,0,2,不明,埼玉県,幸手市,業種J,0,48
2014-01-01,0,0,不明,埼玉県,鶴ヶ島市,業種A,0,140
2014-01-01,0,1,不明,埼玉県,鶴ヶ島市,業種J,0,8
2014-01-01,0,2,不明,埼玉県,鶴ヶ島市,業種C,0,58
2014-01-01,0,0,不明,埼玉県,日高市,業種A,0,143
2014-01-01,0,1,不明,埼玉県,日高市,業種F,0,12
2014-01-01,0,2,不明,埼玉県,日高市,業種B,0,66
2014-01-01,0,0,不明,埼玉県,吉川市,業種E,0,131
2014-01-01,0,1,不明,埼玉県,吉川市,業種C,0,7
2014-01-01,0,2,不明,埼玉県,吉川市,業種D,0,54
2014-01-01,0,0,不明,埼玉県,ふじみ野市,業種A,0,140
2014-01-01,0,1,不明,埼玉県,ふじみ野市,業種G,0,8
2014-01-01,0,2,不明,埼玉県,ふじみ野市,業種F,0,58
2014-01-01,0,0,不明,埼玉県,白岡市,業種H,0,133
2014-01-01,0,1,不明,埼玉県,白岡市,業種C,0,8
2014-01-01,0,2,不明,埼玉県,白岡市,業種D,0,56
2014-01-01,0,0,不明,埼玉県,伊奈町,業種F,0,126
2014-01-01,0,1,不明,埼玉県,伊奈町,業種J,0,11
2014-01-01,0,2,不明,埼玉県,伊奈町,業種I,0,54
2014-01-01,0,0,不明,埼玉県,三芳町,業種B,0,200
2014-01-01,0,1,不明,埼玉県,三芳町,業種C,0,22
2014-01-01,0,2,不明,埼玉県,三芳町,業種D,0,103
2014-01-01,0,0,不明,埼玉県,毛呂山町,業種F,0,104
2014-01-01,0,1,不明,埼玉県,毛呂山町,業種D,0,5
2014-01-01,0,2,不明,埼玉県,毛呂山町,業種D,0,40
2014-01-01,0,0,不明,埼玉県,越生町,業種G,0,111
2014-01-01,0,1,不明,埼玉県,越生町,業種A,0,4
2014-01-01,0,2,不明,埼玉県,越生町,業種A,0,54
2014-01-01,0,0,不明,埼玉県,滑川町,業種H,0,178
2014-01-01,0,1,不明,埼玉県,滑川町,業種A,0,30
2014-01-01,0,2,不明,埼玉県,滑川町,業種H,0,85
2014-01-01,0,0,不明,埼玉県,嵐山町,業種J,0,152
2014-01-01,0,1,不明,埼玉県,嵐山町,業種C,0,16
2014-01-01,0,2,不明,埼玉県,嵐山町,業種I,0,80
2014-01-01,0,0,不明,埼玉県,小川町,業種J,0,121
2014-01-01,0,1,不明,埼玉県,小川町,業種B,0,6
2014-01-01,0,2,不明,埼玉県,小川町,業種F,0,53
2014-01-01,0,0,不明,埼玉県,川島町,業種G,0,149
2014-01-01,0,1,不明,埼玉県,川島町,業種C,0,12
2014-01-01,0,2,不明,埼玉県,川島町,業種F,0,79
2014-01-01,0,0,不明,埼玉県,吉見町,業種G,0,121
2014-01-01,0,1,不明,埼玉県,吉見町,業種I,0,7
2014-01-01,0,2,不明,埼玉県,吉見町,業種B,0,60
2014-01-01,0,0,不明,埼玉県,鳩山町,業種B,0,115
2014-01-01,0,1,不明,埼玉県,鳩山町,業種B,0,3
2014-01-01,0,2,不明,埼玉県,鳩山町,業種H,0,51
2014-01-01,0,0,不明,埼玉県,ときがわ町,業種D,0,115
2014-01-01,0,1,不明,埼玉県,ときがわ町,業種I,0,10
2014-01-01,0,2,不明,埼玉県,ときがわ町,業種C,0,54
2014-01-01,0,0,不明,埼玉県,横瀬町,業種J,0,131
2014-01-01,0,1,不明,埼玉県,横瀬町,業種B,0,10
2014-01-01,0,2,不明,埼玉県,横瀬町,業種G,0,67
2014-01-01,0,0,不明,埼玉県,皆野町,業種D,0,107
2014-01-01,0,1,不明,埼玉県,皆野町,業種F,0,8
2014-01-01,0,2,不明,埼玉県,皆野町,業種B,0,51
2014-01-01,0,0,不明,埼玉県,長瀞町,業種F,0,113
2014-01-01,0,1,不明,埼玉県,長瀞町,業種B,0,5
2014-01-01,0,2,不明,埼玉県,長瀞町,業種I,0,56
2014-01-01,0,0,不明,埼玉県,小鹿野町,業種H,0,101
2014-01-01,0,1,不明,埼玉県,小鹿野町,業種A,0,5
2014-01-01,0,2,不明,埼玉県,小鹿野町,業種D,0,51
2014-01-01,0,0,不明,埼玉県,東秩父村,業種I,0,75
2014-01-01,0,1,不明,埼玉県,東秩父村,業種A,0,2
2014-01-01,0,2,不明,埼玉県,東秩父村,業種B,0,37
2014-01-01,0,0,不明,埼玉県,美里町,業種D,0,155
2014-01-01,0,1,不明,埼玉県,美里町,業種E,0,19
2014-01-01,0,2,不明,埼玉県,美里町,業種B,0,85
2014-01-01,0,0,不明,埼玉県,神川町,業種C,0,123
2014-01-01,0,1,不明,埼玉県,神川町,業種C,0,6
2014-01-01,0,2,不明,埼玉県,神川町,業種B,0,70
2014-01-01,0,0,不明,埼玉県,上里町,業種G,0,122
2014-01-01,0,1,不明,埼玉県,上里町,業種D,0,11
2014-01-01,0,2,不明,埼玉県,上里町,業種J,0,57
2014-01-01,0,0,不明,埼玉県,寄居町,業種J,0,155
2014-01-01,0,1,不明,埼玉県,寄居町,業種B,0,12
2014-01-01,0,2,不明,埼玉県,寄居町,業種B,0,88
2014-01-01,0,0,不明,埼玉県,宮代町,業種G,0,108
2014-01-01,0,1,不明,埼玉県,宮代町,業種I,0,4
2014-01-01,0,2,不明,埼玉県,宮代町,業種I,0,43
2014-01-01,0,0,不明,埼玉県,杉戸町,業種B,0,117
2014-01-01,0,1,不明,埼玉県,杉戸町,業種A,0,8
2014-01-01,0,2,不明,埼玉県,杉戸町,業種C,0,50
2014-01-01,0,0,不明,埼玉県,松伏町,業種B,0,102
2014-01-01,0,1,不明,埼玉県,松伏町,業種G,0,6
2014-01-01,0,2,不明,埼玉県,松伏町,業種G,0,40
2014-01-01,0,0,不明,千葉県,千葉市,業種C,0,182
2014-01-01,0,1,不明,千葉県,千葉市,業種H,0,20
2014-01-01,0,2,不明,千葉県,千葉市,業種B,0,68
2014-01-01,0,0,不明,千葉県,銚子市,業種G,0,123
2014-01-01,0,1,不明,千葉県,銚子市,業種C,0,9
2014-01-01,0,2,不明,千葉県,銚子市,業種C,0,52
2014-01-01,0,0,不明,千葉県,市川市,業種A,0,169
2014-01-01,0,1,不明,千葉県,市川市,業種G,0,9
2014-01-01,0,2,不明,千葉県,市川市,業種C,0,59
2014-01-01,0,0,不明,千葉県,船橋市,業種E,0,155
2014-01-01,0,1,不明,千葉県,船橋市,業種C,0,11
2014-01-01,0,2,不明,千葉県,船橋市,業種B,0,55
2014-01-01,0,0,不明,千葉県,館山市,業種I,0,122
2014-01-01,0,1,不明,千葉県,館山市,業種J,0,8
2014-01-01,0,2,不明,千葉県,館山市,業種F,0,49
2014-01-01,0,0,不明,千葉県,木更津市,業種F,0,138
2014-01-01,0,1,不明,千葉県,木更津市,業種I,0,12
2014-01-01,0,2,不明,千葉県,木更津市,業種C,0,53
2014-01-01,0,0,不明,千葉県,松戸市,業種I,0,139
2014-01-01,0,1,不明,千葉県,松戸市,業種H,0,9
2014-01-01,0,2,不明,千葉県,松戸市,業種A,0,49
2014-01-01,0,0,不明,千葉県,野田市,業種E,0,144
2014-01-01,0,1,不明,千葉県,野田市,業種A,0,13
2014-01-01,0,2,不明,千葉県,野田市,業種C,0,65
2014-01-01,0,0,不明,千葉県,茂原市,業種A,0,148
2014-01-01,0,1,不明,千葉県,茂原市,業種A,0,12
2014-01-01,0,2,不明,千葉県,茂原市,業種G,0,73
2014-01-01,0,0,不明,千葉県,成田市,業種G,0,242
2014-01-01,0,1,不明,千葉県,成田市,業種C,0,27
2014-01-01,0,2,不明,千葉県,成田市,業種F,0,145
2014-01-01,0,0,不明,千葉県,佐倉市,業種F,0,135
2014-01-01,0,1,不明,千葉県,佐倉市,業種D,0,8
2014-01-01,0,2,不明,千葉県,佐倉市,業種G,0,49
2014-01-01,0,0,不明,千葉県,東金市,業種C,0,122
2014-01-01,0,1,不明,千葉県,東金市,業種E,0,10
2014-01-01,0,2,不明,千葉県,東金市,業種A,0,49
2014-01-01,0,0,不明,千葉県,旭市,業種E,0,107
2014-01-01,0,1,不明,千葉県,旭市,業種J,0,7
2014-01-01,0,2,不明,千葉県,旭市,業種E,0,42
2014-01-01,0,0,不明,千葉県,習志野市,業種F,0,160
2014-01-01,0,1,不明,千葉県,習志野市,業種F,0,13
2014-01-01,0,2,不明,千葉県,習志野市,業種C,0,58
2014-01-01,0,0,不明,千葉県,柏市,業種E,0,159
2014-01-01,0,1,不明,千葉県,柏市,業種H,0,11
2014-01-01,0,2,不明,千葉県,柏市,業種H,0,59
2014-01-01,0,0,不明,千葉県,勝浦市,業種B,0,108
2014-01-01,0,1,不明,千葉県,勝浦市,業種B,0,6
2014-01-01,0,2,不明,千葉県,勝浦市,業種F,0,56
2014-01-01,0,0,不明,千葉県,市原市,業種G,0,170
