日付,性別,年齢,政党,都道府県,立候補者名,職業,職業カテゴリ(未使用),カウント,職業カテゴリ,選挙制度,小選挙区,前・元・新,当選回数,推薦,性別>年齢,政党>性別,政党>年齢>性別,政党>都道府県,政党>職業カテゴリ
2024-10-27,♂男性,47,自民,南関東ブロック,鈴木 馨祐♂(47),元外務副大臣、元財務副大臣,0,1,大臣,比例代表,-,前,6,-,,,,,
2024-10-27,♂男性,48,自民,南関東ブロック,三谷 英弘♂(48),元文部科学政務官、弁護士,0,1,政務官,比例代表,-,前,4,-,,,,,
2024-10-27,♂男性,61,自民,南関東ブロック,星野 剛士♂(61),元内閣府副大臣、元神奈川県議会議員,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,56,自民,南関東ブロック,山際 大志郎♂(56),元経済再生担当大臣、元スタートアップ担当大臣,0,1,大臣,比例代表,-,前,7,-,,,,,
2024-10-27,♂男性,61,立民,南関東ブロック,谷田川 元♂(61),立憲民主党千葉県連副代表、元千葉県議会議員,0,1,政党役職,比例代表,-,前,4,-,,,,,
2024-10-27,♀女性,55,立民,南関東ブロック,佐々木 奈保美♀(55),元神奈川県議会議員、学習塾経営,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,54,立民,南関東ブロック,宮川 伸♂(54),元医薬品開発会社役員、元立憲民主党政務調査会長補佐,0,1,経営者,比例代表,-,元,2,-,,,,,
2024-10-27,♂男性,66,立民,南関東ブロック,岡島 一正♂(66),元立憲民主党副幹事長、元ＮＨＫカメラマン,0,1,政党役職,比例代表,-,元,4,-,,,,,
2024-10-27,♂男性,53,立民,南関東ブロック,長友 克洋♂(53),元神奈川県議会議員、元相模原市議会議員,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,61,立民,南関東ブロック,山崎 誠♂(61),立憲民主党政務調査会副会長、元横浜市議会議員,0,1,議員,比例代表,-,前,4,-,,,,,
2024-10-27,♂男性,45,維新,南関東ブロック,金村 龍那♂(45),日本維新の会副幹事長、元児童福祉施設運営会社社長,0,1,政党役職,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,41,維新,南関東ブロック,藤巻 健太♂(41),日本維新の会千葉県総支部代表代行、元みずほ銀行行員,0,1,政党役職,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,63,公明,南関東ブロック,角田 秀穂♂(63),公明党国会対策副委員長、元農林水産政務官,0,1,政務官,比例代表,-,前,3,-,,,,,
2024-10-27,♀女性,51,公明,南関東ブロック,沼崎 満子♀(51),医師、公明党女性局次長,0,1,政党役職,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,70,共産,南関東ブロック,志位 和夫♂(70),共産党議長、元共産党委員長,0,1,政党役職,比例代表,-,前,11,-,,,,,
2024-10-27,♂男性,39,国民,南関東ブロック,深作 ヘスス♂(39),元埼玉県知事秘書、元在アメリカ日本大使館職員,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,46,国民,南関東ブロック,岡野 純子♀(46),元千葉県浦安市議会議員、元ＮＨＫ松山放送局キャスター,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,47,国民,南関東ブロック,西岡 義高♂(47),個人事業主、元食品輸入会社社員,0,1,会社員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,55,れいわ,南関東ブロック,多ケ谷 亮♂(55),れいわ新選組国会対策委員長、飲食店経営,0,1,政党役職,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,35,参政,南関東ブロック,鈴木 敦♂(35),教育無償化を実現する会国会対策委員長、元衆議院議員秘書,0,1,議会役職,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,65,自民,東京ブロック,安藤 高夫♂(65),医療法人理事長、医師,0,1,医療専門職,比例代表,-,元,2,-,,,,,
2024-10-27,♂男性,63,自民,東京ブロック,伊藤 達也♂(63),元金融担当大臣、元総理大臣補佐官,0,1,大臣,比例代表,-,前,10,-,,,,,
2024-10-27,♂男性,51,自民,東京ブロック,松本 洋平♂(51),元経済産業副大臣、元内閣府副大臣,0,1,大臣,比例代表,-,前,6,-,,,,,
2024-10-27,♂男性,25,自民,東京ブロック,大空 幸星♂(25),元ＮＰＯ法人理事長、元こども家庭庁審議会部会委員,0,1,団体役員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,62,自民,東京ブロック,長島 昭久♂(62),総理大臣補佐官、元防衛副大臣,0,1,大臣,比例代表,-,前,8,-,,,,,
2024-10-27,♂男性,48,立民,東京ブロック,鈴木 庸介♂(48),元ＮＨＫ記者、元立教大学経済学部兼任講師,0,1,教員,比例代表,-,前,2,-,,,,,
2024-10-27,♀女性,54,立民,東京ブロック,松下 玲子♀(54),元東京都武蔵野市長、元東京都議会議員,0,1,首長,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,72,立民,東京ブロック,有田 芳生♂(72),元参議院議員、ジャーナリスト,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,60,立民,東京ブロック,阿部 祐美子♀(60),元東京都議会議員、元東京都品川区議会議員,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,56,立民,東京ブロック,柴田 勝之♂(56),弁護士、元日本弁護士連合会常務理事,0,1,弁護士,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,42,維新,東京ブロック,阿部 司♂(42),日本維新の会東京都総支部幹事長代行、元政策シンクタンク社員,0,1,政党役職,比例代表,-,前,2,-,,,,,
2024-10-27,♀女性,68,維新,東京ブロック,猪口 幸子♀(68),医療法人理事長、医師,0,1,医療専門職,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,45,公明,東京ブロック,河西 宏一♂(45),公明党学生局長、元電機メーカー社員,0,1,政党役職,比例代表,-,前,2,-,,,,,
2024-10-27,♀女性,51,公明,東京ブロック,大森 江里子♀(51),公明党女性局次長、税理士,0,1,政党役職,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,59,共産,東京ブロック,田村 智子♀(59),日本共産党幹部会委員長,0,1,政党役職,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,77,国民,東京ブロック,円 より子♀(77),元参議院議員、元民主党副代表,0,1,政党役職,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,30,国民,東京ブロック,森 洋介♂(30),元環境省職員、会社経営,0,1,経営者,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,48,国民,東京ブロック,鳩山 紀一郎♂(48),元東京大学大学院工学系研究科講師、元長岡技術科学大学産学融合特任准教授,0,1,教員,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,57,れいわ,東京ブロック,櫛渕 万里♀(57),れいわ新選組共同代表、元ＮＧＯピースボート事務局長,0,1,政党役職,比例代表,-,前,3,-,,,,,
2024-10-27,♂男性,52,自民,北陸信越ブロック,国定 勇人♂(52),環境政務官、元新潟県三条市長,0,1,政務官,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,47,自民,北陸信越ブロック,斎藤 洋明♂(47),財務副大臣、元総務政務官,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,46,自民,北陸信越ブロック,井出 庸生♂(46),元文部科学副大臣、元ＮＨＫ記者,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,55,自民,北陸信越ブロック,西田 昭二♂(55),総務政務官、元石川県議会議員,0,1,政務官,比例代表,-,前,3,-,,,,,
2024-10-27,♂男性,44,立民,北陸信越ブロック,山 登志浩♂(44),立憲民主党富山県連副代表、元愛知県江南市議会議員,0,1,政党役職,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,30,立民,北陸信越ブロック,福田 淳太♂(30),元千葉日報記者、元衆議院議員秘書,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,39,立民,北陸信越ブロック,波多野 翼♂(39),元福井県越前市職員、NPO法人理事,0,1,団体役員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,50,維新,北陸信越ブロック,斉木 武志♂(50),元福井県議会議員、元NHKアナウンサー,0,1,議員,比例代表,-,元,3,-,,,,,
2024-10-27,♂男性,54,公明,北陸信越ブロック,中川 宏昌♂(54),公明党中央幹事、元長野県議会議員,0,1,議員,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,26,国民,北陸信越ブロック,小竹 凱♂(26),国民民主党石川県連青年局長、元大林組社員,0,1,政党役職,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,51,自民,東海ブロック,若山 慎司♂(51),元衆議院議員秘書、元沖縄・北方担当大臣秘書官,0,1,大臣,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,48,自民,東海ブロック,深澤 陽一♂(48),外務政務官、元静岡県議会議員,0,1,政務官,比例代表,-,前,3,-,,,,,
2024-10-27,♂男性,48,自民,東海ブロック,勝俣 孝明♂(48),元農林水産副大臣、元スルガ銀行行員,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,42,自民,東海ブロック,川崎 秀人♂(42),元衆議院議員秘書、元ＮＴＴドコモ社員,0,1,政治スタッフ,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,67,自民,東海ブロック,長坂 康正♂(67),元経済産業副大臣、元愛知県議会議員,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,59,自民,東海ブロック,工藤 彰三♂(59),内閣府副大臣、元名古屋市議会議員,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,60,自民,東海ブロック,伊藤 忠彦♂(60),復興大臣、元愛知県議会議員,0,1,大臣,比例代表,-,前,6,-,,,,,
2024-10-27,♂男性,56,立民,東海ブロック,松田 功♂(56),元愛知県北名古屋市議会議員、元衆議院議員秘書,0,1,政治スタッフ,比例代表,-,元,2,-,,,,,
2024-10-27,♂男性,63,立民,東海ブロック,眞野 哲♂(63),交通事故被害者支援団体代表、訪問マッサージ治療院社長,0,1,団体役員,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,47,立民,東海ブロック,大嶽 理恵♀(47),元愛知県議会議員、元愛知県豊川市議会議員,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,51,立民,東海ブロック,鈴木 岳幸♂(51),元静岡県藤枝市議会議員、元衆議院議員秘書,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,49,立民,東海ブロック,小山 千帆♀(49),元埼玉県川口市議会議員、元ニトリ社員,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,54,立民,東海ブロック,福森 和歌子♀(54),マーケティング・コンサルタント、元電通社員,0,1,会社員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,64,維新,東海ブロック,杉本 和巳♂(64),元日本維新の会代議士会長、元みずほ銀行行員,0,1,経営者,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,56,公明,東海ブロック,中川 康洋♂(56),公明党国会対策筆頭副委員長、元三重県議会議員,0,1,政党役職,比例代表,-,前,3,-,,,,,
2024-10-27,♂男性,56,公明,東海ブロック,西園 勝秀♂(56),公明党団体局次長、元復興庁参事官,0,1,政党役職,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,52,共産,東海ブロック,本村 伸子♀(52),共産党幹部会委員、元参議院議員秘書,0,1,政治スタッフ,比例代表,-,前,4,-,,,,,
2024-10-27,♂男性,42,国民,東海ブロック,仙田 晃宏♂(42),元ＮＴＴデータ社員、元衆議院議員秘書,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,61,れいわ,東海ブロック,阪口 直人♂(61),れいわ新選組ボランティア本部事務局長、ＮＰＯ法人理事,0,1,政党役職,比例代表,-,元,3,-,,,,,
2024-10-27,♂男性,67,れいわ,東海ブロック,上村 英明♂(67),恵泉女学園大学名誉教授、国際人権ＮGＯ顧問,0,1,教員,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,64,保守,東海ブロック,竹上 裕子♀(64),元愛知県議会議員、元中学教諭,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,64,自民,近畿ブロック,小寺 裕雄♂(64),元内閣府政務官、元滋賀県議会議員,0,1,政務官,比例代表,-,前,3,-,,,,,
2024-10-27,♂男性,72,自民,近畿ブロック,石田 真敏♂(72),元総務大臣、元和歌山県海南市長,0,1,大臣,比例代表,-,前,9,-,,,,,
2024-10-27,♂男性,52,自民,近畿ブロック,大岡 敏孝♂(52),元環境副大臣、自民党滋賀県連会長,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,58,自民,近畿ブロック,大串 正樹♂(58),元デジタル副大臣、元石川島播磨重工業社員,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,60,自民,近畿ブロック,小林 茂樹♂(60),元環境副大臣、元国土交通政務官,0,1,大臣,比例代表,-,前,4,-,,,,,
2024-10-27,♂男性,54,自民,近畿ブロック,島田 智明♂(54),元大阪府河内長野市長、元神戸大学大学院経営学研究科准教授,0,1,首長,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,53,立民,近畿ブロック,森山 浩行♂(53),立憲民主党大阪府連代表、元関西テレビ記者,0,1,政党役職,比例代表,-,前,4,-,,,,,
2024-10-27,♂男性,35,立民,近畿ブロック,橋本 慧悟♂(35),元兵庫県議会議員、元兵庫県小野市職員,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,40,立民,近畿ブロック,岡田 悟♂(40),ダイヤモンド社社員、元毎日新聞記者,0,1,会社員,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,49,立民,近畿ブロック,尾辻 かな子♀(49),元参議院議員、一般社団法人LGBT政策情報センター代表理事,0,1,団体役員,比例代表,-,元,2,-,,,,,
2024-10-27,♀女性,43,維新,近畿ブロック,林 佑美♀(43),元和歌山市議会議員、人材育成会社役員,0,1,議員,比例代表,-,前,2,-,,,,,
2024-10-27,♀女性,58,維新,近畿ブロック,三木 圭恵♀(58),元兵庫県三田市議会議員、日本維新の会非常任役員,0,1,議員,比例代表,-,前,3,-,,,,,
2024-10-27,♀女性,62,維新,近畿ブロック,徳安 淳子♀(62),元兵庫県議会議員、元参議院議員秘書,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,50,維新,近畿ブロック,池畑 浩太朗♂(50),元兵庫県議会議員、元衆議院議員秘書,0,1,政治スタッフ,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,60,維新,近畿ブロック,市村 浩一郎♂(60),元国土交通政務官、財団法人理事長,0,1,政務官,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,60,維新,近畿ブロック,和田 有一朗♂(60),元兵庫県議会議員、元神戸市議会議員,0,1,議員,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,38,維新,近畿ブロック,阿部 圭史♂(38),医師、元厚生労働省職員,0,1,医療専門職,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,66,公明,近畿ブロック,竹内 譲♂(66),元公明党政務調査会長、元厚生労働副大臣,0,1,大臣,比例代表,-,前,7,-,,,,,
2024-10-27,♀女性,61,公明,近畿ブロック,浮島 智子♀(61),元文部科学副大臣、元バレリーナ,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♀女性,52,公明,近畿ブロック,鰐淵 洋子♀(52),厚生労働副大臣、元参議院議員,0,1,大臣,比例代表,-,前,3,-,,,,,
2024-10-27,♂男性,48,共産,近畿ブロック,辰巳 孝太郎♂(48),元参議院議員、共産党中央委員,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,38,共産,近畿ブロック,堀川 朗子♀(38),共産党京都府副委員長、日本民主青年同盟京都府委員長,0,1,政党役職,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,67,国民,近畿ブロック,向山 好一♂(67),国民民主党兵庫県連幹事長、保護司,0,1,政党役職,比例代表,-,元,2,-,,,,,
2024-10-27,♂男性,44,国民,近畿ブロック,平岩 征樹♂(44),元大阪府貝塚市議会議員、コンサルティング会社経営,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,47,れいわ,近畿ブロック,大石 晃子♀(47),れいわ新選組共同代表、元大阪府職員,0,1,政党役職,比例代表,-,前,2,-,,,,,
2024-10-27,♀女性,37,れいわ,近畿ブロック,八幡 愛♀(37),タレント、防災士,0,1,芸能,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,39,参政,近畿ブロック,北野 裕子♀(39),参政党滋賀県連会長、元会社員,0,1,経営者,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,67,保守,近畿ブロック,島田 洋一♂(67),福井県立大学名誉教授、著述家,0,1,教員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,49,自民,中国ブロック,新谷 正義♂(49),元総務副大臣、医師,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,44,自民,中国ブロック,平沼 正二郎♂(44),復興政務官、IT企業役員,0,1,政務官,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,46,自民,中国ブロック,石橋 林太郎♂(46),国土交通政務官、元広島県議会議員,0,1,政務官,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,40,自民,中国ブロック,吉田 真次♂(40),元山口県下関市議会議員、元大阪府議会議員秘書,0,1,政治スタッフ,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,66,自民,中国ブロック,寺田 稔♂(66),元総務大臣、元総理大臣補佐官,0,1,大臣,比例代表,-,前,7,-,,,,,
2024-10-27,♂男性,70,立民,中国ブロック,平岡 秀夫♂(70),元法務大臣、元内閣府副大臣,0,1,大臣,比例代表,-,元,6,-,,,,,
2024-10-27,♂男性,53,立民,中国ブロック,津村 啓介♂(53),元内閣府政務官、元日本銀行職員,0,1,政務官,比例代表,-,元,7,-,,,,,
2024-10-27,♂男性,43,立民,中国ブロック,東 克哉♂(43),理学療法士、NPO法人代表理事,0,1,団体役員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,53,公明,中国ブロック,平林 晃♂(53),公明党中央幹事、元立命館大学情報理工学部教授,0,1,教員,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,42,国民,中国ブロック,福田 玄♂(42),元岡山県浅口市議会議員、元衆議院議員秘書,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,72,自民,四国ブロック,村上 誠一郎♂(72),総務大臣、元行政改革担当大臣,0,1,大臣,比例代表,-,前,13,-,,,,,
2024-10-27,♂男性,66,自民,四国ブロック,平井 卓也♂(66),自民党広報本部長、元デジタル大臣,0,1,大臣,比例代表,-,前,9,-,,,,,
2024-10-27,♂男性,59,自民,四国ブロック,瀬戸 隆一♂(59),財務政務官、元総務省調査官,0,1,政務官,比例代表,-,前,4,-,,,,,
2024-10-27,♂男性,49,立民,四国ブロック,高橋 永♂(49),元博報堂社員,0,1,会社員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,53,公明,四国ブロック,山崎 正恭♂(53),公明党農林水産部副部会長、元高知県議会議員,0,1,議員,比例代表,-,前,2,-,,,,,
2024-10-27,♀女性,56,国民,四国ブロック,石井 智恵♀(56),元愛媛県議会議員、看護師,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,65,自民,九州ブロック,阿部 俊子♀(65),文部科学大臣、元日本看護協会副会長,0,1,大臣,比例代表,-,前,7,-,,,,,
2024-10-27,♂男性,44,自民,九州ブロック,宮路 拓馬♂(44),元内閣府政務官、元総務政務官,0,1,政務官,比例代表,-,前,4,-,,,,,
2024-10-27,♂男性,52,自民,九州ブロック,鬼木 誠♂(52),防衛副大臣、元福岡県議会議員,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,51,自民,九州ブロック,國場 幸之助♂(51),国土交通副大臣、元外務政務官,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,51,自民,九州ブロック,岩田 和親♂(51),経済産業副大臣、内閣府副大臣,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,66,自民,九州ブロック,古川 康♂(66),元佐賀県知事、元国土交通政務官,0,1,政務官,比例代表,-,前,4,-,,,,,
2024-10-27,♂男性,59,自民,九州ブロック,宮崎 政久♂(59),厚生労働副大臣、元法務政務官,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,62,立民,九州ブロック,屋良 朝博♂(62),元立憲民主党沖縄県連代表、元沖縄タイムス論説委員,0,1,政党役職,比例代表,-,前,3,-,,,,,
2024-10-27,♂男性,58,立民,九州ブロック,吉川 元♂(58),立憲民主党国会対策委員長代理、元社民党副党首,0,1,政党役職,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,45,立民,九州ブロック,山田 勝彦♂(45),立憲民主党長崎県連副代表,0,1,政党役職,比例代表,-,前,3,-,,,,,
2024-10-27,♀女性,64,立民,九州ブロック,堤 かなめ♀(64),元福岡県議会議員、元九州女子大学人間科学部教授,0,1,議員,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,62,維新,九州ブロック,阿部 弘樹♂(62),医師、障害者就労支援施設理事長,0,1,医療専門職,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,54,公明,九州ブロック,浜地 雅一♂(54),元厚生労働副大臣、弁護士,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,56,公明,九州ブロック,吉田 宣弘♂(56),元経済産業政務官、元福岡県議会議員,0,1,政務官,比例代表,-,前,4,-,,,,,
2024-10-27,♂男性,55,公明,九州ブロック,金城 泰邦♂(55),文部科学政務官、元沖縄県議会議員,0,1,政務官,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,63,共産,九州ブロック,田村 貴昭♂(63),共産党中央委員、元北九州市議会議員,0,1,議員,比例代表,-,前,4,-,,,,,
2024-10-27,♂男性,47,国民,九州ブロック,長友 慎治♂(47),国民民主党政務調査会副会長、元宮崎県日向市産業支援センター長,0,1,団体役員,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,50,国民,九州ブロック,許斐 亮太郎♂(50),元NHKカメラマン、国民民主党福岡県連副代表,0,1,政党役職,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,50,れいわ,九州ブロック,山川 仁♂(50),元沖縄県豊見城市長、元沖縄県豊見城市議会議員,0,1,首長,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,37,参政,九州ブロック,吉川 里奈♀(37),看護師、保健師,0,1,医療専門職,比例代表,-,新,1,-,,,,,
2021-10-31,♂男性,45,立民,北海道,道下 大樹♂(45),元北海道議会議員、元衆議院議員秘書,0,1,議員,小選挙区,01,前,2,-,,,,,
2021-10-31,♂男性,62,立民,北海道,松木 謙公♂(62),元農林水産政務官、元衆議院議員秘書,0,1,政務官,小選挙区,02,前,6,れ新,,,,,
2021-10-31,♂男性,61,自民,北海道,高木 宏壽♂(61),元内閣府政務官、元北海道議会議員,0,1,政務官,小選挙区,03,元,3,公明,,,,,
2021-10-31,♂男性,60,自民,北海道,中村 裕之♂(60),農林水産副大臣、元北海道議会議員,0,1,大臣,小選挙区,04,前,4,公明,,,,,
2021-10-31,♂男性,50,自民,北海道,和田 義明♂(50),元内閣府政務官、元衆議院議員秘書,0,1,政務官,小選挙区,05,前,3,公明,,,,,
2021-10-31,♂男性,53,自民,北海道,東 国幹♂(53),元北海道議会議員、元北海道旭川市議会議員,0,1,議員,小選挙区,06,新,1,公明・大地,,,,,
2021-10-31,♂男性,72,自民,北海道,伊東 良孝♂(72),自民党北海道連会長、元農林水産副大臣,0,1,政党役職,小選挙区,07,前,5,公明,,,,,
2021-10-31,♂男性,62,立民,北海道,逢坂 誠二♂(62),立憲民主党北海道連代表、元総理大臣補佐官,0,1,政党役職,小選挙区,08,前,5,-,,,,,
2021-10-31,♂男性,42,立民,北海道,山岡 達丸♂(42),元ＮＨＫ記者、立憲民主党北海道連副代表,0,1,記者,小選挙区,09,前,3,-,,,,,
2021-10-31,♂男性,63,公明,北海道,稲津 久♂(63),公明党北海道本部代表、元厚生労働副大臣,0,1,政党役職,小選挙区,10,前,5,自民・大地,,,,,
2021-10-31,♀女性,37,立民,北海道,石川 香織♀(37),立憲民主党青年局長代理、元日本ＢＳ放送アナウンサー,0,1,その他,小選挙区,11,前,2,-,,,,,
2021-10-31,♂男性,51,自民,北海道,武部 新♂(51),農林水産副大臣、元衆議院議員秘書,0,1,大臣,小選挙区,12,前,4,公明,,,,,
2021-10-31,♂男性,66,自民,青森県,江渡 聡徳♂(66),元防衛大臣、自民党青森県連会長,0,1,大臣,小選挙区,01,前,8,公明,,,,,
2021-10-31,♂男性,51,自民,青森県,神田 潤一♂(51),元日本銀行職員、元ＩＴ企業役員,0,1,官僚,小選挙区,02,新,1,公明,,,,,
2021-10-31,♂男性,53,自民,青森県,木村 次郎♂(53),国土交通政務官、元青森県職員,0,1,政務官,小選挙区,03,前,2,公明,,,,,
2021-10-31,♂男性,55,立民,岩手県,階 猛♂(55),元総務政務官、弁護士,0,1,政務官,小選挙区,01,前,6,-,,,,,
2021-10-31,♂男性,68,自民,岩手県,鈴木 俊一♂(68),財務大臣、元自民党総務会長,0,1,大臣,小選挙区,02,前,10,公明,,,,,
2021-10-31,♂男性,38,自民,岩手県,藤原 崇♂(38),元復興政務官、弁護士,0,1,政務官,小選挙区,03,前,4,公明,,,,,
2021-10-31,♂男性,63,自民,宮城県,土井 亨♂(63),元復興副大臣、元国土交通副大臣,0,1,大臣,小選挙区,01,前,5,公明,,,,,
2021-10-31,♀女性,56,立民,宮城県,鎌田 さゆり♀(56),立憲民主党宮城県連副代表、元宮城県議会議員,0,1,政党役職,小選挙区,02,元,3,-,,,,,
2021-10-31,♂男性,61,自民,宮城県,西村 明宏♂(61),元官房副長官、元国土交通副大臣,0,1,その他,小選挙区,03,前,6,公明,,,,,
2021-10-31,♂男性,68,自民,宮城県,伊藤 信太郎♂(68),自民党政務調査会長代理、元外務副大臣,0,1,政党役職,小選挙区,04,前,7,公明,,,,,
2021-10-31,♂男性,59,立民,宮城県,安住 淳♂(59),立憲民主党国会対策委員長、元財務大臣,0,1,政党役職,小選挙区,05,前,9,-,,,,,
2021-10-31,♂男性,61,自民,宮城県,小野寺 五典♂(61),元防衛大臣、自民党安全保障調査会長,0,1,大臣,小選挙区,06,前,8,公明,,,,,
2021-10-31,♂男性,66,自民,秋田県,冨樫 博之♂(66),復興副大臣、元自民党副幹事長,0,1,大臣,小選挙区,01,前,4,公明,,,,,
2021-10-31,♂男性,36,立民,秋田県,緑川 貴士♂(36),立憲民主党秋田県連代表、元秋田朝日放送アナウンサー,0,1,政党役職,小選挙区,02,前,2,-,,,,,
2021-10-31,♂男性,57,自民,秋田県,御法川 信英♂(57),元国土交通副大臣、自民党国会対策筆頭副委員長,0,1,大臣,小選挙区,03,前,6,公明,,,,,
2021-10-31,♂男性,71,自民,山形県,遠藤 利明♂(71),自民党選挙対策委員長、元オリンピック・パラリンピック担当大臣,0,1,政党役職,小選挙区,01,前,9,公明,,,,,
2021-10-31,♂男性,39,自民,山形県,鈴木 憲和♂(39),元外務政務官、元農林水産省職員,0,1,政務官,小選挙区,02,前,4,公明,,,,,
2021-10-31,♀女性,42,自民,山形県,加藤 鮎子♀(42),国土交通政務官、元環境政務官,0,1,政務官,小選挙区,03,前,3,公明,,,,,
2021-10-31,♀女性,56,立民,福島県,金子 恵美♀(56),元復興政務官、元参議院議員,0,1,政務官,小選挙区,01,前,3,社民県連合,,,,,
2021-10-31,♂男性,70,自民,福島県,根本 匠♂(70),元厚生労働大臣、元復興大臣,0,1,大臣,小選挙区,02,前,9,公明,,,,,
2021-10-31,♂男性,57,立民,福島県,玄葉 光一郎♂(57),元外務大臣、元国家戦略担当大臣,0,1,大臣,小選挙区,03,前,10,社民県連合,,,,,
