日付,性別,年齢,政党,都道府県,立候補者名,職業,職業カテゴリ(未使用),カウント,職業カテゴリ,選挙制度,小選挙区,前・元・新,当選回数,推薦,性別>年齢,政党>性別,政党>年齢>性別,政党>都道府県,政党>職業カテゴリ
2024-10-27,♂男性,59,自民,静岡県,城内 実♂(59),経済安全保障担当大臣、元外務副大臣,0,1,大臣,小選挙区,07,前,7,公明,,,,,
2024-10-27,♂男性,51,立民,静岡県,源馬 謙太郎♂(51),立憲民主党静岡県連代表、元静岡県議会議員,0,1,政党役職,小選挙区,08,前,3,-,,,,,
2024-10-27,♂男性,75,保守,愛知県,河村 たかし♂(75),元名古屋市長、日本保守党共同代表,0,1,首長,小選挙区,01,元,6,-,,,,,
2024-10-27,♂男性,58,国民,愛知県,古川 元久♂(58),国民民主党国会対策委員長、元国家戦略担当大臣,0,1,政党役職,小選挙区,02,前,10,-,,,,,
2024-10-27,♂男性,66,立民,愛知県,近藤 昭一♂(66),元環境副大臣、元中日新聞社員,0,1,大臣,小選挙区,03,前,10,-,,,,,
2024-10-27,♂男性,66,立民,愛知県,牧 義夫♂(66),元厚生労働副大臣、元衆議院議員秘書,0,1,大臣,小選挙区,04,前,8,-,,,,,
2024-10-27,♂男性,55,立民,愛知県,西川 厚志♂(55),元愛知県議会議員、元衆議院議員秘書,0,1,議員,小選挙区,05,新,1,-,,,,,
2024-10-27,♂男性,51,自民,愛知県,丹羽 秀樹♂(51),元文部科学副大臣、自民党愛知県連会長,0,1,大臣,小選挙区,06,前,7,公明,,,,,
2024-10-27,♀女性,36,国民,愛知県,日野 紗里亜♀(36),福祉施設運営会社社長、元一般社団法人代表理事,0,1,経営者,小選挙区,07,新,1,-,,,,,
2024-10-27,♂男性,63,立民,愛知県,伴野 豊♂(63),元外務副大臣、元ＪＲ東海社員,0,1,大臣,小選挙区,08,前,7,-,,,,,
2024-10-27,♂男性,53,立民,愛知県,岡本 充功♂(53),医師、元厚生労働政務官,0,1,医師,小選挙区,09,元,6,-,,,,,
2024-10-27,♂男性,46,立民,愛知県,藤原 規眞♂(46),弁護士、文筆業,0,1,弁護士,小選挙区,10,新,1,-,,,,,
2024-10-27,♀女性,51,国民,愛知県,丹野 みどり♀(51),元ＣＢＣアナウンサー、国民民主党愛知県連幹事,0,1,記者,小選挙区,11,新,1,-,,,,,
2024-10-27,♂男性,53,立民,愛知県,重徳 和彦♂(53),立憲民主党政務調査会長、元総務省課長補佐,0,1,政党役職,小選挙区,12,前,5,-,,,,,
2024-10-27,♂男性,53,立民,愛知県,大西 健介♂(53),元立憲民主党選挙対策委員長、元衆議院議員秘書,0,1,政党役職,小選挙区,13,前,6,-,,,,,
2024-10-27,♂男性,40,自民,愛知県,今枝 宗一郎♂(40),文部科学副大臣、医師,0,1,大臣,小選挙区,14,前,5,公明,,,,,
2024-10-27,♂男性,59,自民,愛知県,根本 幸典♂(59),元国土交通政務官、元愛知県豊橋市議会議員,0,1,政務官,小選挙区,15,前,5,公明,,,,,
2024-10-27,♂男性,42,国民,愛知県,福田 徹♂(42),医師、元日赤名古屋第二病院救急科医長,0,1,医師,小選挙区,16,新,1,-,,,,,
2024-10-27,♂男性,59,自民,三重県,田村 憲久♂(59),元厚生労働大臣、自民党政務調査会長代行,0,1,大臣,小選挙区,01,前,10,公明,,,,,
2024-10-27,♂男性,47,立民,三重県,下野 幸助♂(47),元三重県議会議員、元内閣官房職員,0,1,議員,小選挙区,02,新,1,-,,,,,
2024-10-27,♂男性,71,立民,三重県,岡田 克也♂(71),元立憲民主党幹事長、元副総理,0,1,政党役職,小選挙区,03,前,12,-,,,,,
2024-10-27,♂男性,50,自民,三重県,鈴木 英敬♂(50),元内閣府政務官、元三重県知事,0,1,政務官,小選挙区,04,前,2,公明,,,,,
2024-10-27,♂男性,39,維新,滋賀県,斎藤 アレックス♂(39),元衆議院議員秘書、元証券会社社員,0,1,議員,小選挙区,01,前,2,-,,,,,
2024-10-27,♂男性,59,自民,滋賀県,上野 賢一郎♂(59),元財務副大臣、元総務省課長補佐,0,1,大臣,小選挙区,02,前,6,公明,,,,,
2024-10-27,♂男性,52,自民,滋賀県,武村 展英♂(52),農林水産副大臣、公認会計士,0,1,大臣,小選挙区,03,前,5,公明,,,,,
2024-10-27,♂男性,50,自民,京都府,勝目 康♂(50),元総務省室長、元京都府総務部長,0,1,その他,小選挙区,01,前,2,公明,,,,,
2024-10-27,♂男性,62,維新,京都府,前原 誠司♂(62),元外務大臣、日本維新の会国会議員団副代表,0,1,大臣,小選挙区,02,前,11,-,,,,,
2024-10-27,♂男性,50,立民,京都府,泉 健太♂(50),元立憲民主党代表、元内閣府政務官,0,1,政党役職,小選挙区,03,前,9,-,,,,,
2024-10-27,♂男性,57,無,京都府,北神 圭朗♂(57),京都先端科学大学経済経営学部特別招聘客員教授、元総理大臣補佐官,0,1,教員,小選挙区,04,前,5,-,,,,,
2024-10-27,♂男性,50,自民,京都府,本田 太郎♂(50),元外務政務官、弁護士,0,1,政務官,小選挙区,05,前,3,公明,,,,,
2024-10-27,♂男性,62,立民,京都府,山井 和則♂(62),元厚生労働政務官、立憲民主党国会対策筆頭副委員長,0,1,政務官,小選挙区,06,前,9,-,,,,,
2024-10-27,♂男性,53,維新,大阪府,井上 英孝♂(53),元大阪市議会議員、日本維新の会選挙対策本部長代行,0,1,議員,小選挙区,01,前,5,-,,,,,
2024-10-27,♂男性,43,維新,大阪府,守島 正♂(43),元大阪市議会議員、元中小企業診断士,0,1,議員,小選挙区,02,前,2,-,,,,,
2024-10-27,♂男性,58,維新,大阪府,東 徹♂(58),元参議院議員、元大阪府議会議員,0,1,議員,小選挙区,03,新,1,-,,,,,
2024-10-27,♂男性,63,維新,大阪府,美延 映夫♂(63),元大阪市議会議長、元大阪市監査委員,0,1,議員,小選挙区,04,前,3,-,,,,,
2024-10-27,♂男性,49,維新,大阪府,梅村 聡♂(49),元参議院議員、医師,0,1,議員,小選挙区,05,新,1,-,,,,,
2024-10-27,♂男性,57,維新,大阪府,西田 薫♂(57),元大阪府議会議員、元参議院議員秘書,0,1,議員,小選挙区,06,新,1,-,,,,,
2024-10-27,♂男性,49,維新,大阪府,奥下 剛光♂(49),元大阪市長秘書、元衆議院議員秘書,0,1,首長,小選挙区,07,前,2,-,,,,,
2024-10-27,♂男性,50,維新,大阪府,漆間 譲司♂(50),元大阪府議会議員、元第一勧業銀行行員,0,1,議員,小選挙区,08,前,2,-,,,,,
2024-10-27,♂男性,47,維新,大阪府,萩原 佳♂(47),元大阪府茨木市議会議員、税理士,0,1,議員,小選挙区,09,新,1,-,,,,,
2024-10-27,♂男性,49,維新,大阪府,池下 卓♂(49),元大阪府議会議員、税理士,0,1,議員,小選挙区,10,前,2,-,,,,,
2024-10-27,♂男性,68,維新,大阪府,中司 宏♂(68),元大阪府議会議員、元大阪府枚方市長,0,1,議員,小選挙区,11,前,2,-,,,,,
2024-10-27,♂男性,43,維新,大阪府,藤田 文武♂(43),日本維新の会幹事長、スポーツ・福祉施設運営会社役員,0,1,政党役職,小選挙区,12,前,3,-,,,,,
2024-10-27,♂男性,44,維新,大阪府,岩谷 良平♂(44),元大阪府議会議員、行政書士,0,1,議員,小選挙区,13,前,2,-,,,,,
2024-10-27,♂男性,45,維新,大阪府,青柳 仁士♂(45),元国連職員、日本維新の会国際局長,0,1,官僚,小選挙区,14,前,2,-,,,,,
2024-10-27,♂男性,51,維新,大阪府,浦野 靖人♂(51),元大阪府議会議員、日本維新の会選挙対策本部長代理,0,1,議員,小選挙区,15,前,5,-,,,,,
2024-10-27,♂男性,44,維新,大阪府,黒田 征樹♂(44),元堺市議会議員、元塗装会社経営,0,1,議員,小選挙区,16,新,1,-,,,,,
2024-10-27,♂男性,59,維新,大阪府,馬場 伸幸♂(59),日本維新の会代表、元堺市議会議員,0,1,政党役職,小選挙区,17,前,5,-,,,,,
2024-10-27,♂男性,56,維新,大阪府,遠藤 敬♂(56),日本維新の会国会対策委員長、公益社団法人秋田犬保存会会長,0,1,政党役職,小選挙区,18,前,5,-,,,,,
2024-10-27,♂男性,60,維新,大阪府,伊東 信久♂(60),医師、元日本維新の会国際局長,0,1,医師,小選挙区,19,前,4,-,,,,,
2024-10-27,♂男性,50,立民,兵庫県,井坂 信彦♂(50),元神戸市議会議員、行政書士,0,1,議員,小選挙区,01,前,4,国民県連・社民県連合,,,,,
2024-10-27,♂男性,66,公明,兵庫県,赤羽 一嘉♂(66),元国土交通大臣、元経済産業副大臣,0,1,大臣,小選挙区,02,前,10,自民,,,,,
2024-10-27,♂男性,59,自民,兵庫県,関 芳弘♂(59),元経済産業副大臣、元環境副大臣,0,1,大臣,小選挙区,03,前,6,公明,,,,,
2024-10-27,♂男性,53,自民,兵庫県,藤井 比早之♂(53),元デジタル副大臣、元総務省職員,0,1,大臣,小選挙区,04,前,5,公明,,,,,
2024-10-27,♂男性,72,自民,兵庫県,谷 公一♂(72),元国家公安委員長、元防災担当大臣,0,1,政党役職,小選挙区,05,前,8,公明,,,,,
2024-10-27,♂男性,54,立民,兵庫県,桜井 周♂(54),元兵庫県伊丹市議会議員、元国際協力銀行職員,0,1,議員,小選挙区,06,前,3,国民県連・社民県連合,,,,,
2024-10-27,♂男性,58,自民,兵庫県,山田 賢司♂(58),元外務副大臣、元三井住友銀行行員,0,1,大臣,小選挙区,07,前,5,公明,,,,,
2024-10-27,♂男性,46,公明,兵庫県,中野 洋昌♂(46),元経済産業政務官、元国土交通省職員,0,1,政務官,小選挙区,08,前,5,自民,,,,,
2024-10-27,♂男性,62,無,兵庫県,西村 康稔♂(62),元経済産業大臣、元経済再生担当大臣,0,1,大臣,小選挙区,09,前,8,自民地域支部（明石・淡路）・公明,,,,,
2024-10-27,♂男性,76,自民,兵庫県,渡海 紀三朗♂(76),元自民党政務調査会長、元文部科学大臣,0,1,政党役職,小選挙区,10,前,11,公明,,,,,
2024-10-27,♂男性,65,自民,兵庫県,松本 剛明♂(65),元総務大臣、元外務大臣,0,1,大臣,小選挙区,11,前,9,公明,,,,,
2024-10-27,♂男性,70,自民,兵庫県,山口 壯♂(70),元環境大臣、元外務副大臣,0,1,大臣,小選挙区,12,前,8,公明,,,,,
2024-10-27,♂男性,64,立民,奈良県,馬淵 澄夫♂(64),元国土交通大臣、元総理大臣補佐官,0,1,大臣,小選挙区,01,前,8,-,,,,,
2024-10-27,♀女性,63,自民,奈良県,高市 早苗♀(63),元経済安全保障担当大臣、元自民党政務調査会長,0,1,大臣,小選挙区,02,前,10,公明,,,,,
2024-10-27,♂男性,50,自民,奈良県,田野瀬 太道♂(50),元文部科学副大臣、元内閣府副大臣,0,1,大臣,小選挙区,03,前,5,公明,,,,,
2024-10-27,♂男性,33,自民,和歌山県,山本 大地♂(33),元和歌山市議会議員、元衆議院議員秘書,0,1,議員,小選挙区,01,新,1,-,,,,,
2024-10-27,♂男性,61,無,和歌山県,世耕 弘成♂(61),元自民党参議院幹事長、元経済産業大臣,0,1,政党役職,小選挙区,02,新,1,-,,,,,
2024-10-27,♂男性,67,自民,鳥取県,石破 茂♂(67),総理大臣、元自民党幹事長,0,1,大臣,小選挙区,01,前,13,公明,,,,,
2024-10-27,♂男性,63,自民,鳥取県,赤沢 亮正♂(63),経済再生担当大臣、元財務副大臣,0,1,大臣,小選挙区,02,前,7,公明,,,,,
2024-10-27,♀女性,59,立民,島根県,亀井 亜紀子♀(59),立憲民主党島根県連代表、元参議院議員,0,1,政党役職,小選挙区,01,前,3,-,,,,,
2024-10-27,♂男性,44,自民,島根県,高見 康裕♂(44),元法務政務官、元島根県議会議員,0,1,政務官,小選挙区,02,前,2,公明,,,,,
2024-10-27,♂男性,70,自民,岡山県,逢沢 一郎♂(70),元自民党国会対策委員長、元衆議院政治倫理審査会会長,0,1,政党役職,小選挙区,01,前,13,公明,,,,,
2024-10-27,♂男性,59,自民,岡山県,山下 貴司♂(59),元法務大臣、弁護士,0,1,大臣,小選挙区,02,前,5,公明,,,,,
2024-10-27,♂男性,68,自民,岡山県,加藤 勝信♂(68),財務大臣、元官房長官,0,1,大臣,小選挙区,03,前,8,公明,,,,,
2024-10-27,♂男性,52,立民,岡山県,柚木 道義♂(52),元財務政務官、立憲民主党岡山県連代表,0,1,政務官,小選挙区,04,前,7,-,,,,,
2024-10-27,♂男性,67,自民,広島県,岸田 文雄♂(67),元総理大臣、元外務大臣,0,1,大臣,小選挙区,01,前,11,公明,,,,,
2024-10-27,♂男性,76,自民,広島県,平口 洋♂(76),元法務副大臣、元環境副大臣,0,1,大臣,小選挙区,02,前,6,公明,,,,,
2024-10-27,♂男性,72,公明,広島県,斉藤 鉄夫♂(72),国土交通大臣、公明党副代表,0,1,大臣,小選挙区,03,前,11,自民,,,,,
2024-10-27,♂男性,60,維新,広島県,空本 誠喜♂(60),日本維新の会広島県総支部代表、元東芝社員,0,1,政党役職,小選挙区,04,前,3,-,,,,,
2024-10-27,♂男性,65,立民,広島県,佐藤 公治♂(65),立憲民主党組織委員長、立憲民主党広島県連代表,0,1,政党役職,小選挙区,05,前,5,社民県連合,,,,,
2024-10-27,♂男性,41,自民,広島県,小林 史明♂(41),元デジタル副大臣、元NTTドコモ社員,0,1,大臣,小選挙区,06,前,5,公明,,,,,
2024-10-27,♂男性,53,自民,山口県,高村 正大♂(53),外務政務官、元財務政務官,0,1,政務官,小選挙区,01,前,3,公明,,,,,
2024-10-27,♂男性,33,自民,山口県,岸 信千世♂(33),元衆議院議員秘書、元フジテレビ記者,0,1,議員,小選挙区,02,前,2,公明,,,,,
2024-10-27,♂男性,63,自民,山口県,林 芳正♂(63),官房長官、元外務大臣,0,1,その他,小選挙区,03,前,2,公明,,,,,
2024-10-27,♂男性,58,自民,徳島県,仁木 博文♂(58),医師、医学博士,0,1,医師,小選挙区,01,前,3,公明,,,,,
2024-10-27,♂男性,74,自民,徳島県,山口 俊一♂(74),元沖縄・北方担当大臣、元財務副大臣,0,1,大臣,小選挙区,02,前,12,公明,,,,,
2024-10-27,♂男性,53,立民,香川県,小川 淳也♂(53),立憲民主党幹事長、元総務政務官,0,1,政党役職,小選挙区,01,前,7,-,,,,,
2024-10-27,♂男性,55,国民,香川県,玉木 雄一郎♂(55),国民民主党代表、元財務省主査,0,1,政党役職,小選挙区,02,前,6,-,,,,,
2024-10-27,♂男性,55,自民,香川県,大野 敬太郎♂(55),元内閣府副大臣、元防衛政務官,0,1,大臣,小選挙区,03,前,5,公明,,,,,
2024-10-27,♂男性,48,自民,愛媛県,塩崎 彰久♂(48),厚生労働政務官、弁護士,0,1,政務官,小選挙区,01,前,2,公明,,,,,
2024-10-27,♂男性,61,立民,愛媛県,白石 洋一♂(61),立憲民主党愛媛県連代表、元日本長期信用銀行行員,0,1,政党役職,小選挙区,02,前,4,-,,,,,
2024-10-27,♂男性,56,自民,愛媛県,長谷川 淳二♂(56),総務政務官、自民党愛媛県連会長,0,1,政務官,小選挙区,03,前,2,公明,,,,,
2024-10-27,♂男性,67,自民,高知県,中谷 元♂(67),防衛大臣、元陸上自衛官,0,1,大臣,小選挙区,01,前,12,公明,,,,,
2024-10-27,♂男性,57,自民,高知県,尾崎 正直♂(57),元高知県知事、国土交通政務官,0,1,首長,小選挙区,02,前,2,公明,,,,,
2024-10-27,♂男性,62,自民,福岡県,井上 貴博♂(62),元財務副大臣、元福岡県議会議員,0,1,大臣,小選挙区,01,前,5,公明,,,,,
2024-10-27,♂男性,54,立民,福岡県,稲富 修二♂(54),立憲民主党福岡県連副代表、元丸紅社員,0,1,政党役職,小選挙区,02,前,4,-,,,,,
2024-10-27,♂男性,52,自民,福岡県,古賀 篤♂(52),内閣府副大臣、元財務省職員,0,1,大臣,小選挙区,03,前,5,-,,,,,
2024-10-27,♂男性,62,自民,福岡県,宮内 秀樹♂(62),元農林水産副大臣、元自民党副幹事長,0,1,大臣,小選挙区,04,前,5,公明,,,,,
2024-10-27,♂男性,59,自民,福岡県,栗原 渉♂(59),元福岡県議会議長、元衆議院議員秘書,0,1,議員,小選挙区,05,新,1,公明,,,,,
2024-10-27,♂男性,45,自民,福岡県,鳩山 二郎♂(45),元総務政務官、元福岡県大川市長,0,1,政務官,小選挙区,06,前,4,公明,,,,,
2024-10-27,♂男性,64,自民,福岡県,藤丸 敏♂(64),元内閣府副大臣、元衆議院議員秘書,0,1,大臣,小選挙区,07,前,5,公明,,,,,
2024-10-27,♂男性,84,自民,福岡県,麻生 太郎♂(84),自民党最高顧問、元総理大臣,0,1,その他,小選挙区,08,前,15,-,,,,,
2024-10-27,♂男性,51,無,福岡県,緒方 林太郎♂(51),元外務省職員、元衆議院議員秘書,0,1,官僚,小選挙区,09,前,4,-,,,,,
2024-10-27,♂男性,51,立民,福岡県,城井 崇♂(51),立憲民主党福岡県連代表、元文部科学政務官,0,1,政党役職,小選挙区,10,前,5,-,,,,,
2024-10-27,♂男性,55,維新,福岡県,村上 智信♂(55),元経済産業省室長、元東北大学副センター長,0,1,その他,小選挙区,11,新,1,-,,,,,
2024-10-27,♂男性,65,立民,佐賀県,原口 一博♂(65),元総務大臣、立憲民主党佐賀県連代表,0,1,大臣,小選挙区,01,前,10,-,,,,,
2024-10-27,♂男性,59,立民,佐賀県,大串 博志♂(59),立憲民主党代表代行、元総理大臣補佐官,0,1,政党役職,小選挙区,02,前,7,-,,,,,
2024-10-27,♀女性,60,国民,長崎県,西岡 秀子♀(60),国民民主党政務調査会長代理、元参議院議員秘書,0,1,政党役職,小選挙区,01,前,3,-,,,,,
2024-10-27,♂男性,44,自民,長崎県,加藤 竜祥♂(44),元国土交通政務官、元衆議院議員秘書,0,1,政務官,小選挙区,02,前,2,公明,,,,,
2024-10-27,♂男性,41,自民,長崎県,金子 容三♂(41),元証券会社社員,0,1,会社員,小選挙区,03,前,2,公明,,,,,
2024-10-27,♂男性,55,自民,熊本県,木原 稔♂(55),元防衛大臣、元財務副大臣,0,1,大臣,小選挙区,01,前,6,-,,,,,
2024-10-27,♂男性,46,自民,熊本県,西野 太亮♂(46),元財務省職員、元復興庁職員,0,1,官僚,小選挙区,02,前,2,公明,,,,,
2024-10-27,♂男性,73,自民,熊本県,坂本 哲志♂(73),元農林水産大臣、元熊本日日新聞記者,0,1,大臣,小選挙区,03,前,8,公明,,,,,
2024-10-27,♂男性,63,自民,熊本県,金子 恭之♂(63),元総務大臣、元国土交通副大臣,0,1,大臣,小選挙区,04,前,9,公明,,,,,
2024-10-27,♂男性,66,無,大分県,吉良 州司♂(66),元外務副大臣、元日商岩井米国会社産業プロジェクト部長,0,1,大臣,小選挙区,01,前,7,-,,,,,
2024-10-27,♂男性,50,無,大分県,広瀬 建♂(50),元神戸製鋼所営業事業推進室長,0,1,その他,小選挙区,02,新,1,-,,,,,
2024-10-27,♂男性,67,自民,大分県,岩屋 毅♂(67),外務大臣、元防衛大臣,0,1,大臣,小選挙区,03,前,10,公明,,,,,
2024-10-27,♂男性,47,立民,宮崎県,渡辺 創♂(47),元毎日新聞記者、立憲民主党国会対策委員長補佐,0,1,記者,小選挙区,01,前,2,-,,,,,
2024-10-27,♂男性,64,自民,宮崎県,江藤 拓♂(64),元農林水産大臣、自民党宮崎県連会長,0,1,大臣,小選挙区,02,前,8,公明,,,,,
2024-10-27,♂男性,59,自民,宮崎県,古川 禎久♂(59),元法務大臣、元財務副大臣,0,1,大臣,小選挙区,03,前,8,公明,,,,,
2024-10-27,♂男性,62,立民,鹿児島県,川内 博史♂(62),立憲民主党鹿児島県連選挙対策委員長、元立憲民主党政務調査会長代行,0,1,政党役職,小選挙区,01,前,8,-,,,,,
2024-10-27,♂男性,66,無,鹿児島県,三反園 訓♂(66),元鹿児島県知事、元テレビ朝日コメンテーター,0,1,首長,小選挙区,02,前,2,-,,,,,
2024-10-27,♂男性,66,立民,鹿児島県,野間 健♂(66),立憲民主党国会対策副委員長、元衆議院議員秘書,0,1,政党役職,小選挙区,03,前,4,-,,,,,
2024-10-27,♂男性,79,自民,鹿児島県,森山 裕♂(79),自民党幹事長、元農林水産大臣,0,1,政党役職,小選挙区,04,前,8,公明,,,,,
2024-10-27,♂男性,76,共産,沖縄県,赤嶺 政賢♂(76),共産党沖縄県委員長、元那覇市議会議員,0,1,政党役職,小選挙区,01,前,9,-,,,,,
2024-10-27,♂男性,68,社民,沖縄県,新垣 邦男♂(68),社民党副党首、元沖縄県北中城村長,0,1,その他,小選挙区,02,前,2,-,,,,,
2024-10-27,♀女性,59,自民,沖縄県,島尻 安伊子♀(59),元沖縄・北方担当大臣、元参議院議員,0,1,大臣,小選挙区,03,前,2,公明,,,,,
2024-10-27,♂男性,70,自民,沖縄県,西銘 恒三郎♂(70),元復興大臣、元沖縄・北方担当大臣,0,1,大臣,小選挙区,04,前,7,公明,,,,,
2024-10-27,♂男性,75,自民,北海道ブロック,伊東 良孝♂(75),地方創生担当大臣、元北海道釧路市長,0,1,大臣,比例代表,-,前,6,-,,,,,
2024-10-27,♂男性,63,自民,北海道ブロック,中村 裕之♂(63),元農林水産副大臣、元北海道議会議員,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,40,自民,北海道ブロック,向山 淳♂(40),政策シンクタンク代表、元三菱商事社員,0,1,団体役員,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,52,立民,北海道ブロック,篠田 奈保子♀(52),弁護士、一般社団法人代表理事,0,1,団体役員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,55,立民,北海道ブロック,西川 将人♂(55),元北海道旭川市長、元日本航空パイロット,0,1,首長,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,41,立民,北海道ブロック,川原田 英世♂(41),元北海道網走市議会議員、元衆議院議員秘書,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,64,公明,北海道ブロック,佐藤 英道♂(64),公明党国会対策委員長、元厚生労働副大臣,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,43,国民,北海道ブロック,臼木 秀剛♂(43),国民民主党職員、元衆議院議員秘書,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,69,自民,東北ブロック,江渡 聡徳♂(69),元防衛大臣、元衆議院安全保障委員長,0,1,大臣,比例代表,-,前,9,-,,,,,
2024-10-27,♀女性,43,自民,東北ブロック,森下 千里♀(43),東北福祉大学客員教授、元タレント,0,1,教員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,56,自民,東北ブロック,福原 淳嗣♂(56),元秋田県大館市長、元衆議院議員秘書,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,60,自民,東北ブロック,御法川 信英♂(60),元財務副大臣、自民党秋田県連会長,0,1,大臣,比例代表,-,前,7,-,,,,,
2024-10-27,♂男性,38,自民,東北ブロック,根本 拓♂(38),弁護士、元ＯＥＣＤ職員,0,1,弁護士,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,32,立民,東北ブロック,馬場 雄基♂(32),元松下政経塾塾生、元三井住友信託銀行行員,0,1,会社員,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,48,立民,東北ブロック,寺田 学♂(48),元衆議院政治倫理審査会野党側筆頭幹事、元総理大臣補佐官,0,1,大臣,比例代表,-,前,7,-,,,,,
2024-10-27,♂男性,67,立民,東北ブロック,升田 世喜男♂(67),立憲民主党青森県連代表代行、元青森県議会議員,0,1,政党役職,比例代表,-,元,2,-,,,,,
2024-10-27,♂男性,45,立民,東北ブロック,齋藤 裕喜♂(45),元衆議院議員秘書、会社経営,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,61,公明,東北ブロック,庄子 賢一♂(61),農林水産政務官、元宮城県議会議員,0,1,政務官,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,42,国民,東北ブロック,菊池 大二郎♂(42),元山形県議会議員、元参議院議員秘書,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,70,れいわ,東北ブロック,佐原 若子♀(70),歯科医師、青森県保険医協会理事,0,1,団体役員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,63,自民,北関東ブロック,中野 英幸♂(63),法務政務官、元内閣府政務官,0,1,政務官,比例代表,-,前,2,-,,,,,
2024-10-27,♀女性,45,自民,北関東ブロック,国光 文乃♀(45),元総務政務官、医師,0,1,政務官,比例代表,-,前,3,-,,,,,
2024-10-27,♀女性,70,自民,北関東ブロック,永岡 桂子♀(70),元文部科学大臣、元厚生労働副大臣,0,1,大臣,比例代表,-,前,7,-,,,,,
2024-10-27,♂男性,70,自民,北関東ブロック,田所 嘉徳♂(70),元法務副大臣、元茨城県議会議員,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,72,自民,北関東ブロック,佐藤 勉♂(72),元自民党総務会長、元総務大臣,0,1,大臣,比例代表,-,前,10,-,,,,,
2024-10-27,♂男性,54,自民,北関東ブロック,五十嵐 清♂(54),元栃木県議会議長、元衆議院農林水産委員会委員,0,1,議会役職,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,47,自民,北関東ブロック,野中 厚♂(47),元農林水産副大臣、元自民党副幹事長,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♂男性,71,立民,北関東ブロック,長谷川 嘉一♂(71),歯科医師、元群馬県議会議員,0,1,議員,比例代表,-,元,2,-,,,,,
2024-10-27,♂男性,63,立民,北関東ブロック,武正 公一♂(63),元外務副大臣、元財務副大臣,0,1,大臣,比例代表,-,元,7,-,,,,,
2024-10-27,♂男性,36,立民,北関東ブロック,三角 創太♂(36),公認会計士、税理士,0,1,士業,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,56,立民,北関東ブロック,竹内 千春♀(56),弁護士、元南九州短期大学国際教養学科助教授,0,1,弁護士,比例代表,-,新,1,-,,,,,
2024-10-27,♀女性,47,立民,北関東ブロック,市来 伴子♀(47),元衆議院議員秘書、元東京都杉並区議会議員,0,1,政治スタッフ,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,61,維新,北関東ブロック,高橋 英明♂(61),日本維新の会埼玉県総支部代表、元埼玉県川口市議会議員,0,1,政党役職,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,62,公明,北関東ブロック,輿水 恵一♂(62),国会対策委員長代理、議院運営委員会理事,0,1,議会役職,比例代表,-,前,4,-,,,,,
2024-10-27,♂男性,62,公明,北関東ブロック,福重 隆浩♂(62),公明党遊説局長、元群馬県議会議員,0,1,政党役職,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,44,公明,北関東ブロック,山口 良治♂(44),公明党青年局次長、公明党栃木県本部副部長,0,1,政党役職,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,62,共産,北関東ブロック,塩川 鉄也♂(62),共産党国会対策委員長代理、元埼玉県日高市職員,0,1,政党役職,比例代表,-,前,9,-,,,,,
2024-10-27,♂男性,57,国民,北関東ブロック,岸田 光広♂(57),英語塾経営、元兵庫県尼崎市議会議員,0,1,議員,比例代表,-,新,1,-,,,,,
2024-10-27,♂男性,55,れいわ,北関東ブロック,高井 崇志♂(55),れいわ新選組幹事長、元総務省職員,0,1,政党役職,比例代表,-,元,4,-,,,,,
2024-10-27,♂男性,56,自民,南関東ブロック,古川 直季♂(56),元横浜市議会議員、元横浜銀行行員,0,1,議員,比例代表,-,前,2,-,,,,,
2024-10-27,♂男性,48,自民,南関東ブロック,中谷 真一♂(48),元経済産業副大臣、元陸上自衛官,0,1,大臣,比例代表,-,前,5,-,,,,,
2024-10-27,♀女性,36,自民,南関東ブロック,英利 アルフィヤ♀(36),元国連職員、元日本銀行職員,0,1,会社員,比例代表,-,前,2,-,,,,,
