年月,DI,未使用1,経営動向・景況感,現状・見通,変化,未使用4,ジョブカテゴリ,カウント
2022-04-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,692
2022-04-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,38
2022-04-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2022-05-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,17
2022-05-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,350
2022-05-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,588
2022-05-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,45
2022-05-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2022-06-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,16
2022-06-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,399
2022-06-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,557
2022-06-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,27
2022-06-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2022-07-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,11
2022-07-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,298
2022-07-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,657
2022-07-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,34
2022-07-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2022-08-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,34
2022-08-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,303
2022-08-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,617
2022-08-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,40
2022-08-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,6
2022-09-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,22
2022-09-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,381
2022-09-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,580
2022-09-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,17
2022-09-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2022-10-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,11
2022-10-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,300
2022-10-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,628
2022-10-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,61
2022-10-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2022-11-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,22
2022-11-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,303
2022-11-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,624
2022-11-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,51
2022-11-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2022-12-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,5
2022-12-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,250
2022-12-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,674
2022-12-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,71
2022-12-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2023-01-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,21
2023-01-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,293
2023-01-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,633
2023-01-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,48
2023-01-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,5
2023-02-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,22
2023-02-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,359
2023-02-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,598
2023-02-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,22
2023-02-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2023-03-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,16
2023-03-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,250
2023-03-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,690
2023-03-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,43
2023-03-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2023-04-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,11
2023-04-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,163
2023-04-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,747
2023-04-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,73
2023-04-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,6
2023-05-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,6
2023-05-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,141
2023-05-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,791
2023-05-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,62
2023-05-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2023-06-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,22
2023-06-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,140
2023-06-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,730
2023-06-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,96
2023-06-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,11
2023-07-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,17
2023-07-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,94
2023-07-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,762
2023-07-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,122
2023-07-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,6
2023-08-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,11
2023-08-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,86
2023-08-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,791
2023-08-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,107
2023-08-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,5
2023-09-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,6
2023-09-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,107
2023-09-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,770
2023-09-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,118
2023-09-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2023-10-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,0
2023-10-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,107
2023-10-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,817
2023-10-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,77
2023-10-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2023-11-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,6
2023-11-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,94
2023-11-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,812
2023-11-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,88
2023-11-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2023-12-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,6
2023-12-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,73
2023-12-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,838
2023-12-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,84
2023-12-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2024-01-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,11
2024-01-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,73
2024-01-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,842
2024-01-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,68
2024-01-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,6
2024-02-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,6
2024-02-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,96
2024-02-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,831
2024-02-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,62
2024-02-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,6
2024-03-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,0
2024-03-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,73
2024-03-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,836
2024-03-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,79
2024-03-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,11
2024-04-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,6
2024-04-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,167
2024-04-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,772
2024-04-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,49
2024-04-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,6
2024-05-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,0
2024-05-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,184
2024-05-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,770
2024-05-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,46
2024-05-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2024-06-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,0
2024-06-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,144
2024-06-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,816
2024-06-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,40
2024-06-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2024-07-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,6
2024-07-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,181
2024-07-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,774
2024-07-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,40
2024-07-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2024-08-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,0
2024-08-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,135
2024-08-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,801
2024-08-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,64
2024-08-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2024-09-01,周辺地域景気判断DI,,景況感,現状,かなり悪化,,,0
2024-09-01,周辺地域景気判断DI,,景況感,現状,やや悪化,,,108
2024-09-01,周辺地域景気判断DI,,景況感,現状,変わらない,,,867
2024-09-01,周辺地域景気判断DI,,景況感,現状,やや改善,,,25
2024-09-01,周辺地域景気判断DI,,景況感,現状,かなり改善,,,0
2011-04-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,29
2011-04-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,445
2011-04-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,494
2011-04-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,32
2011-04-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2011-05-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,38
2011-05-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,407
2011-05-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,521
2011-05-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,35
2011-05-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2011-06-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,23
2011-06-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,341
2011-06-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,599
2011-06-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,37
2011-06-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2011-07-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,26
2011-07-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,321
2011-07-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,610
2011-07-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,43
2011-07-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2011-08-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,25
2011-08-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,324
2011-08-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,629
2011-08-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,22
2011-08-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2011-09-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,21
2011-09-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,307
2011-09-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,631
2011-09-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,41
2011-09-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2011-10-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,27
2011-10-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,306
2011-10-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,646
2011-10-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,20
2011-10-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2011-11-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,37
2011-11-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,364
2011-11-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,576
2011-11-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,24
2011-11-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2011-12-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,21
2011-12-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,293
2011-12-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,657
2011-12-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,28
2011-12-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-01-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,16
2012-01-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,299
2012-01-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,645
2012-01-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,40
2012-01-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-02-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,27
2012-02-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,199
2012-02-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,731
2012-02-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,43
2012-02-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-03-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,17
2012-03-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,246
2012-03-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,706
2012-03-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,31
2012-03-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-04-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,13
2012-04-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,234
2012-04-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,717
2012-04-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,36
2012-04-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-05-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,7
2012-05-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,227
2012-05-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,739
2012-05-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,27
2012-05-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-06-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,7
2012-06-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,276
2012-06-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,687
2012-06-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,30
2012-06-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-07-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,14
2012-07-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,301
2012-07-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,676
2012-07-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,10
2012-07-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-08-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,24
2012-08-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,292
2012-08-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,674
2012-08-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,10
2012-08-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-09-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,7
2012-09-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,311
2012-09-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,668
2012-09-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,14
2012-09-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-10-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,33
2012-10-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,341
2012-10-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,623
2012-10-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,4
2012-10-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-11-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,33
2012-11-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,377
2012-11-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,586
2012-11-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,4
2012-11-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2012-12-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,36
2012-12-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,299
2012-12-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,619
2012-12-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,47
2012-12-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-01-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,29
2013-01-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,261
2013-01-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,667
2013-01-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,43
2013-01-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-02-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,34
2013-02-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,201
2013-02-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,728
2013-02-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,37
2013-02-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-03-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,11
2013-03-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,204
2013-03-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,725
2013-03-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,60
2013-03-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-04-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,19
2013-04-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,184
2013-04-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,738
2013-04-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,60
2013-04-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-05-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,15
2013-05-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,187
2013-05-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,744
2013-05-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,53
2013-05-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-06-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,15
2013-06-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,196
2013-06-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,743
2013-06-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,45
2013-06-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-07-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,15
2013-07-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,171
2013-07-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,753
2013-07-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,61
2013-07-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-08-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,16
2013-08-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,156
2013-08-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,775
2013-08-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,53
2013-08-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-09-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,24
2013-09-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,171
2013-09-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,737
2013-09-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,68
2013-09-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-10-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,19
2013-10-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,142
2013-10-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,788
2013-10-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,50
2013-10-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-11-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,11
2013-11-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,125
2013-11-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,777
2013-11-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,87
2013-11-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2013-12-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,23
2013-12-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,142
2013-12-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,724
2013-12-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,107
2013-12-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,4
2014-01-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,13
2014-01-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,176
2014-01-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,711
2014-01-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,100
2014-01-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2014-02-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,29
2014-02-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,277
2014-02-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,649
2014-02-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,45
2014-02-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2014-03-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,58
2014-03-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,355
2014-03-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,545
2014-03-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,41
2014-03-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2014-04-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,16
2014-04-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,278
2014-04-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,657
2014-04-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,49
2014-04-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2014-05-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,17
2014-05-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,168
2014-05-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,728
2014-05-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,86
2014-05-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2014-06-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,13
2014-06-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,150
2014-06-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,778
2014-06-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,60
2014-06-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2014-07-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,17
2014-07-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,134
2014-07-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,793
2014-07-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,56
2014-07-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2014-08-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,16
2014-08-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,144
2014-08-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,794
2014-08-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,45
2014-08-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2014-09-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,27
2014-09-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,192
2014-09-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,772
2014-09-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,9
2014-09-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2014-10-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,23
2014-10-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,194
2014-10-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,734
2014-10-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,45
2014-10-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,5
2014-11-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,28
2014-11-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,267
2014-11-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,650
2014-11-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,55
2014-11-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2014-12-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,15
2014-12-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,203
2014-12-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,746
2014-12-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,36
2014-12-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2015-01-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,13
2015-01-01,周辺地域景気判断DI,,景況感,見通,やや悪化,,,170
2015-01-01,周辺地域景気判断DI,,景況感,見通,変わらない,,,780
2015-01-01,周辺地域景気判断DI,,景況感,見通,やや改善,,,36
2015-01-01,周辺地域景気判断DI,,景況感,見通,かなり改善,,,0
2015-02-01,周辺地域景気判断DI,,景況感,見通,かなり悪化,,,18
