年月,DI,未使用1,経営動向・景況感,現状・見通,変化,未使用4,ジョブカテゴリ,カウント
2021-10-01,収益DI,-,経営動向,-,やや減少,-,,3180
2021-10-01,収益DI,-,経営動向,-,変わらない,-,,2830
2021-10-01,収益DI,-,経営動向,-,やや増加,-,,1850
2021-10-01,収益DI,-,経営動向,-,かなり増加,-,,580
2021-11-01,収益DI,-,経営動向,-,かなり減少,-,,1700
2021-11-01,収益DI,-,経営動向,-,やや減少,-,,4320
2021-11-01,収益DI,-,経営動向,-,変わらない,-,,2730
2021-11-01,収益DI,-,経営動向,-,やや増加,-,,1080
2021-11-01,収益DI,-,経営動向,-,かなり増加,-,,170
2021-12-01,収益DI,-,経営動向,-,かなり減少,-,,1720
2021-12-01,収益DI,-,経営動向,-,やや減少,-,,3780
2021-12-01,収益DI,-,経営動向,-,変わらない,-,,2940
2021-12-01,収益DI,-,経営動向,-,やや増加,-,,1330
2021-12-01,収益DI,-,経営動向,-,かなり増加,-,,220
2022-01-01,収益DI,-,経営動向,-,かなり減少,-,,1500
2022-01-01,収益DI,-,経営動向,-,やや減少,-,,3940
2022-01-01,収益DI,-,経営動向,-,変わらない,-,,2560
2022-01-01,収益DI,-,経営動向,-,やや増加,-,,1560
2022-01-01,収益DI,-,経営動向,-,かなり増加,-,,440
2022-02-01,収益DI,-,経営動向,-,かなり減少,-,,1090
2022-02-01,収益DI,-,経営動向,-,やや減少,-,,2670
2022-02-01,収益DI,-,経営動向,-,変わらない,-,,2670
2022-02-01,収益DI,-,経営動向,-,やや増加,-,,2730
2022-02-01,収益DI,-,経営動向,-,かなり増加,-,,850
2022-03-01,収益DI,-,経営動向,-,かなり減少,-,,520
2022-03-01,収益DI,-,経営動向,-,やや減少,-,,2770
2022-03-01,収益DI,-,経営動向,-,変わらない,-,,3010
2022-03-01,収益DI,-,経営動向,-,やや増加,-,,3010
2022-03-01,収益DI,-,経営動向,-,かなり増加,-,,690
2022-04-01,収益DI,-,経営動向,-,かなり減少,-,,830
2022-04-01,収益DI,-,経営動向,-,やや減少,-,,3440
2022-04-01,収益DI,-,経営動向,-,変わらない,-,,3060
2022-04-01,収益DI,-,経営動向,-,やや増加,-,,1940
2022-04-01,収益DI,-,経営動向,-,かなり増加,-,,720
2022-05-01,収益DI,-,経営動向,-,かなり減少,-,,1710
2022-05-01,収益DI,-,経営動向,-,やや減少,-,,4290
2022-05-01,収益DI,-,経営動向,-,変わらない,-,,2710
2022-05-01,収益DI,-,経営動向,-,やや増加,-,,1000
2022-05-01,収益DI,-,経営動向,-,かなり増加,-,,290
2022-06-01,収益DI,-,経営動向,-,かなり減少,-,,940
2022-06-01,収益DI,-,経営動向,-,やや減少,-,,4780
2022-06-01,収益DI,-,経営動向,-,変わらない,-,,2830
2022-06-01,収益DI,-,経営動向,-,やや増加,-,,1060
2022-06-01,収益DI,-,経営動向,-,かなり増加,-,,390
2022-07-01,収益DI,-,経営動向,-,かなり減少,-,,1100
2022-07-01,収益DI,-,経営動向,-,やや減少,-,,2910
2022-07-01,収益DI,-,経営動向,-,変わらない,-,,2970
2022-07-01,収益DI,-,経営動向,-,やや増加,-,,2440
2022-07-01,収益DI,-,経営動向,-,かなり増加,-,,580
2022-08-01,収益DI,-,経営動向,-,かなり減少,-,,1750
2022-08-01,収益DI,-,経営動向,-,やや減少,-,,3680
2022-08-01,収益DI,-,経営動向,-,変わらない,-,,2510
2022-08-01,収益DI,-,経営動向,-,やや増加,-,,1750
2022-08-01,収益DI,-,経営動向,-,かなり増加,-,,290
2022-09-01,収益DI,-,経営動向,-,かなり減少,-,,1850
2022-09-01,収益DI,-,経営動向,-,やや減少,-,,3650
2022-09-01,収益DI,-,経営動向,-,変わらない,-,,2640
2022-09-01,収益DI,-,経営動向,-,やや増加,-,,1350
2022-09-01,収益DI,-,経営動向,-,かなり増加,-,,510
2022-10-01,収益DI,-,経営動向,-,かなり減少,-,,800
2022-10-01,収益DI,-,経営動向,-,やや減少,-,,3070
2022-10-01,収益DI,-,経営動向,-,変わらない,-,,3580
2022-10-01,収益DI,-,経営動向,-,やや増加,-,,1820
2022-10-01,収益DI,-,経営動向,-,かなり増加,-,,740
2022-11-01,収益DI,-,経営動向,-,かなり減少,-,,930
2022-11-01,収益DI,-,経営動向,-,やや減少,-,,2970
2022-11-01,収益DI,-,経営動向,-,変わらない,-,,2970
2022-11-01,収益DI,-,経営動向,-,やや増加,-,,2380
2022-11-01,収益DI,-,経営動向,-,かなり増加,-,,760
2022-12-01,収益DI,-,経営動向,-,かなり減少,-,,680
2022-12-01,収益DI,-,経営動向,-,やや減少,-,,1980
2022-12-01,収益DI,-,経営動向,-,変わらない,-,,3330
2022-12-01,収益DI,-,経営動向,-,やや増加,-,,2770
2022-12-01,収益DI,-,経営動向,-,かなり増加,-,,1240
2023-01-01,収益DI,-,経営動向,-,かなり減少,-,,920
2023-01-01,収益DI,-,経営動向,-,やや減少,-,,3030
2023-01-01,収益DI,-,経営動向,-,変わらない,-,,3410
2023-01-01,収益DI,-,経営動向,-,やや増加,-,,2220
2023-01-01,収益DI,-,経営動向,-,かなり増加,-,,430
2023-02-01,収益DI,-,経営動向,-,かなり減少,-,,1670
2023-02-01,収益DI,-,経営動向,-,やや減少,-,,3280
2023-02-01,収益DI,-,経営動向,-,変わらない,-,,3110
2023-02-01,収益DI,-,経営動向,-,やや増加,-,,1500
2023-02-01,収益DI,-,経営動向,-,かなり増加,-,,440
2023-03-01,収益DI,-,経営動向,-,かなり減少,-,,1240
2023-03-01,収益DI,-,経営動向,-,やや減少,-,,2810
2023-03-01,収益DI,-,経営動向,-,変わらない,-,,3600
2023-03-01,収益DI,-,経営動向,-,やや増加,-,,1850
2023-03-01,収益DI,-,経営動向,-,かなり増加,-,,510
2023-04-01,収益DI,-,経営動向,-,かなり減少,-,,690
2023-04-01,収益DI,-,経営動向,-,やや減少,-,,2200
2023-04-01,収益DI,-,経営動向,-,変わらない,-,,3290
2023-04-01,収益DI,-,経営動向,-,やや増加,-,,2890
2023-04-01,収益DI,-,経営動向,-,かなり増加,-,,920
2023-05-01,収益DI,-,経営動向,-,かなり減少,-,,690
2023-05-01,収益DI,-,経営動向,-,やや減少,-,,2000
2023-05-01,収益DI,-,経営動向,-,変わらない,-,,3260
2023-05-01,収益DI,-,経営動向,-,やや増加,-,,3090
2023-05-01,収益DI,-,経営動向,-,かなり増加,-,,970
2023-06-01,収益DI,-,経営動向,-,かなり減少,-,,910
2023-06-01,収益DI,-,経営動向,-,やや減少,-,,1940
2023-06-01,収益DI,-,経営動向,-,変わらない,-,,2970
2023-06-01,収益DI,-,経営動向,-,やや増加,-,,3310
2023-06-01,収益DI,-,経営動向,-,かなり増加,-,,860
2023-07-01,収益DI,-,経営動向,-,かなり減少,-,,340
2023-07-01,収益DI,-,経営動向,-,やや減少,-,,1760
2023-07-01,収益DI,-,経営動向,-,変わらない,-,,3520
2023-07-01,収益DI,-,経営動向,-,やや増加,-,,3240
2023-07-01,収益DI,-,経営動向,-,かなり増加,-,,1140
2023-08-01,収益DI,-,経営動向,-,かなり減少,-,,440
2023-08-01,収益DI,-,経営動向,-,やや減少,-,,1430
2023-08-01,収益DI,-,経営動向,-,変わらない,-,,3190
2023-08-01,収益DI,-,経営動向,-,やや増加,-,,3570
2023-08-01,収益DI,-,経営動向,-,かなり増加,-,,1370
2023-09-01,収益DI,-,経営動向,-,かなり減少,-,,230
2023-09-01,収益DI,-,経営動向,-,やや減少,-,,2240
2023-09-01,収益DI,-,経営動向,-,変わらない,-,,3100
2023-09-01,収益DI,-,経営動向,-,やや増加,-,,3100
2023-09-01,収益DI,-,経営動向,-,かなり増加,-,,1320
2023-10-01,収益DI,-,経営動向,-,かなり減少,-,,60
2023-10-01,収益DI,-,経営動向,-,やや減少,-,,1770
2023-10-01,収益DI,-,経営動向,-,変わらない,-,,3720
2023-10-01,収益DI,-,経営動向,-,やや増加,-,,2990
2023-10-01,収益DI,-,経営動向,-,かなり増加,-,,1460
2023-11-01,収益DI,-,経営動向,-,かなり減少,-,,170
2023-11-01,収益DI,-,経営動向,-,やや減少,-,,1760
2023-11-01,収益DI,-,経営動向,-,変わらない,-,,3470
2023-11-01,収益DI,-,経営動向,-,やや増加,-,,3130
2023-11-01,収益DI,-,経営動向,-,かなり増加,-,,1480
2023-12-01,収益DI,-,経営動向,-,かなり減少,-,,290
2023-12-01,収益DI,-,経営動向,-,やや減少,-,,1630
2023-12-01,収益DI,-,経営動向,-,変わらない,-,,3370
2023-12-01,収益DI,-,経営動向,-,やや増加,-,,3430
2023-12-01,収益DI,-,経営動向,-,かなり増加,-,,1280
2024-01-01,収益DI,-,経営動向,-,かなり減少,-,,340
2024-01-01,収益DI,-,経営動向,-,やや減少,-,,2070
2024-01-01,収益DI,-,経営動向,-,変わらない,-,,3220
2024-01-01,収益DI,-,経営動向,-,やや増加,-,,3330
2024-01-01,収益DI,-,経営動向,-,かなり増加,-,,1030
2024-02-01,収益DI,-,経営動向,-,かなり減少,-,,290
2024-02-01,収益DI,-,経営動向,-,やや減少,-,,1090
2024-02-01,収益DI,-,経営動向,-,変わらない,-,,3100
2024-02-01,収益DI,-,経営動向,-,やや増加,-,,4020
2024-02-01,収益DI,-,経営動向,-,かなり増加,-,,1490
2024-03-01,収益DI,-,経営動向,-,かなり減少,-,,120
2024-03-01,収益DI,-,経営動向,-,やや減少,-,,1160
2024-03-01,収益DI,-,経営動向,-,変わらない,-,,3310
2024-03-01,収益DI,-,経営動向,-,やや増加,-,,3720
2024-03-01,収益DI,-,経営動向,-,かなり増加,-,,1690
2024-04-01,収益DI,-,経営動向,-,かなり減少,-,,810
2024-04-01,収益DI,-,経営動向,-,やや減少,-,,3000
2024-04-01,収益DI,-,経営動向,-,変わらない,-,,2940
2024-04-01,収益DI,-,経営動向,-,やや増加,-,,2630
2024-04-01,収益DI,-,経営動向,-,かなり増加,-,,630
2024-05-01,収益DI,-,経営動向,-,かなり減少,-,,530
2024-05-01,収益DI,-,経営動向,-,やや減少,-,,3040
2024-05-01,収益DI,-,経営動向,-,変わらない,-,,3570
2024-05-01,収益DI,-,経営動向,-,やや増加,-,,2280
2024-05-01,収益DI,-,経営動向,-,かなり増加,-,,580
2024-06-01,収益DI,-,経営動向,-,かなり減少,-,,350
2024-06-01,収益DI,-,経営動向,-,やや減少,-,,2240
2024-06-01,収益DI,-,経営動向,-,変わらない,-,,3470
2024-06-01,収益DI,-,経営動向,-,やや増加,-,,2760
2024-06-01,収益DI,-,経営動向,-,かなり増加,-,,1180
2024-07-01,収益DI,-,経営動向,-,かなり減少,-,,1100
2024-07-01,収益DI,-,経営動向,-,やや減少,-,,3470
2024-07-01,収益DI,-,経営動向,-,変わらない,-,,3410
2024-07-01,収益DI,-,経営動向,-,やや増加,-,,1680
2024-07-01,収益DI,-,経営動向,-,かなり増加,-,,350
2024-08-01,収益DI,-,経営動向,-,かなり減少,-,,540
2024-08-01,収益DI,-,経営動向,-,やや減少,-,,1740
2024-08-01,収益DI,-,経営動向,-,変わらない,-,,3350
2024-08-01,収益DI,-,経営動向,-,やや増加,-,,3410
2024-08-01,収益DI,-,経営動向,-,かなり増加,-,,960
2024-09-01,収益DI,-,経営動向,-,かなり減少,-,,760
2024-09-01,収益DI,-,経営動向,-,やや減少,-,,2420
2024-09-01,収益DI,-,経営動向,-,変わらない,-,,3440
2024-09-01,収益DI,-,経営動向,-,やや増加,-,,2680
2024-09-01,収益DI,-,経営動向,-,かなり増加,-,,700
2012-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,70
2012-05-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1660
2012-05-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6430
2012-05-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1700
2012-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,140
2012-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,30
2012-06-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1700
2012-06-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6530
2012-06-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1630
2012-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,100
2012-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,170
2012-07-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2260
2012-07-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6030
2012-07-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1460
2012-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,70
2012-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,140
2012-08-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1940
2012-08-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6550
2012-08-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1300
2012-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,70
2012-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,180
2012-09-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2470
2012-09-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6180
2012-09-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1090
2012-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,70
2012-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,300
2012-10-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2880
2012-10-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6250
2012-10-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,490
2012-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,70
2012-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,150
2012-11-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2070
2012-11-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,7110
2012-11-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,680
2012-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,0
2012-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,70
2012-12-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1130
2012-12-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5150
2012-12-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3540
2012-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,110
2013-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,40
2013-01-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1260
2013-01-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5500
2013-01-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2940
2013-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,260
2013-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,230
2013-02-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1910
2013-02-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6150
2013-02-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1720
2013-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,0
2013-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,120
2013-03-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,2180
2013-03-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6610
2013-03-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1050
2013-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,40
2013-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,310
2013-04-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1760
2013-04-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,6050
2013-04-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,1840
2013-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,40
2013-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,160
2013-05-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1840
2013-05-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5760
2013-05-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,2200
2013-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,40
2013-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,120
2013-06-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,930
2013-06-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,5330
2013-06-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3470
2013-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,150
2013-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,0
2013-07-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,540
2013-07-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4730
2013-07-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4580
2013-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,150
2013-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,40
2013-08-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,290
2013-08-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4400
2013-08-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4810
2013-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,460
2013-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,120
2013-09-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,240
2013-09-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3930
2013-09-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5300
2013-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,400
2013-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,120
2013-10-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,390
2013-10-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3550
2013-10-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5120
2013-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,820
2013-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,0
2013-11-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,230
2013-11-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3140
2013-11-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5940
2013-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,690
2013-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,80
2013-12-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,270
2013-12-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,2960
2013-12-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5880
2013-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,820
2014-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,40
2014-01-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,770
2014-01-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4300
2014-01-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4600
2014-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,300
2014-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,0
2014-02-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,330
2014-02-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3770
2014-02-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5520
2014-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,380
2014-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,40
2014-03-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,340
2014-03-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,4240
2014-03-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5080
2014-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,290
2014-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,170
2014-04-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,750
2014-04-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3970
2014-04-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4730
2014-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,380
2014-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,40
2014-05-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,580
2014-05-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3360
2014-05-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5340
2014-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,670
2014-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,90
2014-06-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,670
2014-06-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3640
2014-06-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5240
2014-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,360
2014-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,40
2014-07-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,530
2014-07-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3820
2014-07-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5310
2014-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,310
2014-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,210
2014-08-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,300
2014-08-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,2580
2014-08-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5970
2014-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,930
2014-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,90
2014-09-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,370
2014-09-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3230
2014-09-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5580
2014-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,740
2014-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,190
2014-10-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,840
2014-10-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3860
2014-10-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4840
2014-10-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,280
2014-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,240
2014-11-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,1740
2014-11-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3960
2014-11-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,3480
2014-11-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,580
2014-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,210
2014-12-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,780
2014-12-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3580
2014-12-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,4610
2014-12-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,830
2015-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,90
2015-01-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,510
2015-01-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3940
2015-01-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5190
2015-01-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,280
2015-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,90
2015-02-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,550
2015-02-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3730
2015-02-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5350
2015-02-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,280
2015-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,140
2015-03-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,590
2015-03-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3450
2015-03-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5500
2015-03-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,320
2015-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,50
2015-04-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,140
2015-04-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,2670
2015-04-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,6330
2015-04-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,810
2015-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,50
2015-05-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,270
2015-05-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3050
2015-05-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,6050
2015-05-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,590
2015-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,90
2015-06-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,470
2015-06-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3030
2015-06-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5920
2015-06-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,470
2015-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,90
2015-07-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,320
2015-07-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3380
2015-07-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5800
2015-07-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,410
2015-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,50
2015-08-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,320
2015-08-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3490
2015-08-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5320
2015-08-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,830
2015-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり減少,-,,190
2015-09-01,生鮮品仕入原価DI,-,経営動向,-,やや減少,-,,330
2015-09-01,生鮮品仕入原価DI,-,経営動向,-,変わらない,-,,3400
2015-09-01,生鮮品仕入原価DI,-,経営動向,-,やや増加,-,,5630
2015-09-01,生鮮品仕入原価DI,-,経営動向,-,かなり増加,-,,470
