日付,都道府県,立候補者名,性別,年齢,政党,職業,職業カテゴリ(未使用),議席数,職業カテゴリ,選挙制度,現職・元職・新人,当選回数,推薦,性別>年齢,政党>性別,政党>年齢,政党>都道府県,政党>職業カテゴリ
2022-07-10,-,竹詰･仁♂(53),♂男性,53,国民,電力総連副会長、東京電力労組中央執行委員長,0,1,団体役員,比例代表,新,1,-,,,,,
2022-07-10,-,濱口･誠♂(57),♂男性,57,国民,国民民主党企業・団体委員長、自動車総連顧問,0,1,政党役職,比例代表,現,2,-,,,,,
2022-07-10,-,川合･孝典♂(58),♂男性,58,国民,国民民主党参議院国会対策委員長、ＵＡゼンセン政治顧問,0,1,政党役職,比例代表,現,3,-,,,,,
2022-07-10,-,田村･智子♀(57),♀女性,57,共産,共産党政策委員長、元衆議院議員秘書,0,1,議会役職,比例代表,現,3,-,,,,,
2022-07-10,-,仁比･聡平♂(58),♂男性,58,共産,元共産党参議院国会対策副委員長、弁護士,0,1,議会役職,比例代表,元,3,-,,,,,
2022-07-10,-,岩渕･友♀(45),♀女性,45,共産,共産党中央委員、元日本民主青年同盟福島県委員長,0,1,議会役職,比例代表,現,2,-,,,,,
2022-07-10,-,天畠･大輔♂(40),♂男性,40,れいわ,障害者支援団体代表、立命館大学衣笠総合研究機構専門研究員,0,1,団体役員,比例代表,新,1,-,,,,,
2022-07-10,-,水道橋博士♂(59),♂男性,59,れいわ,タレント,0,1,芸能,比例代表,新,1,-,,,,,
2022-07-10,-,福島･瑞穂♀(66),♀女性,66,社民,社民党党首、元消費者・少子化担当大臣,0,1,大臣,比例代表,現,5,-,,,,,
2022-07-10,-,東谷･義和♂(50),♂男性,50,Ｎ党,ユーチューバー,0,1,芸能,比例代表,新,1,-,,,,,
2022-07-10,-,神谷･宗幣♂(44),♂男性,44,参政,元大阪府吹田市議会議員、参政党事務局長,0,1,政党役職,比例代表,新,1,-,,,,,
2019-07-21,-,三木･亨♂(52),♂男性,52,自民,元財務政務官、元徳島県議会議員,0,1,政務官,比例代表,現,1,-,,,,,
2019-07-21,-,三浦･靖♂(46),♂男性,46,自民,元衆議院議員、元島根県大田市議会議員,0,1,議員,比例代表,新,1,-,,,,,
2019-07-21,-,柘植･芳文♂(73),♂男性,73,自民,元参議院内閣委員長、元全国郵便局長会会長,0,1,議会役職,比例代表,現,1,-,,,,,
2019-07-21,-,山田･太郎♂(52),♂男性,52,自民,経営コンサルティング会社社長、元東京工業大学大学院特任教授,0,1,教員,比例代表,元,1,-,,,,,
2019-07-21,-,和田･政宗♂(44),♂男性,44,自民,自民党広報本部副本部長、元ＮＨＫアナウンサー,0,1,政党役職,比例代表,現,1,-,,,,,
2019-07-21,-,佐藤･正久♂(58),♂男性,58,自民,外務副大臣、元参議院外交防衛委員長,0,1,大臣,比例代表,現,2,-,,,,,
2019-07-21,-,佐藤･信秋♂(71),♂男性,71,自民,元参議院行政監視委員長、元国土交通事務次官,0,1,議会役職,比例代表,現,2,-,,,,,
2019-07-21,-,橋本･聖子♀(54),♀女性,54,自民,自民党参議院議員会長、元外務副大臣,0,1,大臣,比例代表,現,4,-,,,,,
2019-07-21,-,山田･俊男♂(72),♂男性,72,自民,元参議院農林水産委員長、元全国農協中央会専務理事,0,1,議会役職,比例代表,現,2,-,,,,,
2019-07-21,-,有村･治子♀(48),♀女性,48,自民,元女性活躍担当大臣、自民党参議院政策審議会長,0,1,大臣,比例代表,現,3,-,,,,,
2019-07-21,-,宮本･周司♂(48),♂男性,48,自民,自民党経済産業部会長代理、元全国商工会青年部連合会会長,0,1,政党役職,比例代表,現,1,-,,,,,
2019-07-21,-,石田･昌宏♂(52),♂男性,52,自民,参議院厚生労働委員長、元日本看護連盟幹事長,0,1,議会役職,比例代表,現,1,-,,,,,
2019-07-21,-,北村･経夫♂(64),♂男性,64,自民,元経済産業政務官、元産経新聞政治部長,0,1,政務官,比例代表,現,1,-,,,,,
2019-07-21,-,本田･顕子♀(47),♀女性,47,自民,日本薬剤師連盟副会長、元参議院議員秘書,0,1,団体役員,比例代表,新,1,-,,,,,
2019-07-21,-,衛藤･晟一♂(71),♂男性,71,自民,総理大臣補佐官、元自民党参議院幹事長代行,0,1,大臣,比例代表,現,2,-,,,,,
2019-07-21,-,羽生田･俊♂(71),♂男性,71,自民,元参議院厚生労働委員長、元日本医師会副会長,0,1,議会役職,比例代表,現,1,-,,,,,
2019-07-21,-,宮崎･雅夫♂(55),♂男性,55,自民,全国土地改良政治連盟顧問、元農林水産省課長,0,1,団体役員,比例代表,新,1,-,,,,,
2019-07-21,-,山東･昭子♀(77),♀女性,77,自民,元参議院副議長、元科学技術庁長官,0,1,議会役職,比例代表,現,7,-,,,,,
2019-07-21,-,赤池･誠章♂(58),♂男性,58,自民,元参議院文教科学委員長、元文部科学政務官,0,1,政務官,比例代表,現,1,-,,,,,
2019-07-21,-,岸･真紀子♀(43),♀女性,43,立民,自治労特別中央執行委員、元北海道岩見沢市職員,0,1,団体役員,比例代表,新,1,-,,,,,
2019-07-21,-,水岡･俊一♂(63),♂男性,63,立民,元総理大臣補佐官、日本教職員組合教育政策室長,0,1,大臣,比例代表,元,2,-,,,,,
2019-07-21,-,小澤･雅仁♂(53),♂男性,53,立民,ＪＰ労組中央副執行委員長,0,1,議会役職,比例代表,新,1,-,,,,,
2019-07-21,-,吉川･沙織♀(42),♀女性,42,立民,元参議院経済産業委員長、元情報労連特別中央執行委員,0,1,議会役職,比例代表,現,2,-,,,,,
2019-07-21,-,森屋･隆♂(52),♂男性,52,立民,私鉄総連交通対策局長,0,1,団体役員,比例代表,新,1,-,,,,,
2019-07-21,-,川田･龍平♂(43),♂男性,43,立民,元薬害エイズ訴訟原告、参議院厚生労働委員,0,1,議会役職,比例代表,現,2,-,,,,,
2019-07-21,-,石川･大我♂(45),♂男性,45,立民,元東京都豊島区議会議員、元参議院議員秘書,0,1,議員,比例代表,新,1,-,,,,,
2019-07-21,-,須藤･元気♂(41),♂男性,41,立民,元格闘家、アーティスト,0,1,芸能,比例代表,新,1,-,,,,,
2019-07-21,-,田村･麻美♀(43),♀女性,43,国民,ＵＡゼンセン政策グループ政治局員、元イオン労組中央執行委員,0,1,団体役員,比例代表,新,1,-,,,,,
2019-07-21,-,礒崎･哲史♂(50),♂男性,50,国民,元国民民主党参議院国会対策委員長代理、元自動車総連特別中央執行委員,0,1,議会役職,比例代表,現,1,-,,,,,
2019-07-21,-,浜野･喜史♂(58),♂男性,58,国民,参議院経済産業委員長、元電力総連会長代理,0,1,議会役職,比例代表,現,1,-,,,,,
2019-07-21,-,山本･香苗♀(48),♀女性,48,公明,元厚生労働副大臣、公明党参議院副会長,0,1,大臣,比例代表,現,3,-,,,,,
2019-07-21,-,山本･博司♂(64),♂男性,64,公明,参議院災害対策特別委員長、公明党参議院副幹事長,0,1,議会役職,比例代表,現,2,-,,,,,
2019-07-21,-,若松･謙維♂(63),♂男性,63,公明,元復興副大臣、公明党税制調査会副会長,0,1,大臣,比例代表,現,1,-,,,,,
2019-07-21,-,河野･義博♂(41),♂男性,41,公明,元参議院災害対策特別委員長、公明党福岡県本部副代表,0,1,議会役職,比例代表,現,1,-,,,,,
2019-07-21,-,新妻･秀規♂(49),♂男性,49,公明,元文部科学政務官、公明党国際局次長,0,1,政務官,比例代表,現,1,-,,,,,
2019-07-21,-,平木･大作♂(44),♂男性,44,公明,元経済産業政務官、公明党広報局長,0,1,政務官,比例代表,現,1,-,,,,,
2019-07-21,-,塩田･博昭♂(57),♂男性,57,公明,公明党政務調査会事務局長,0,1,政党役職,比例代表,新,1,-,,,,,
2019-07-21,-,小池･晃♂(59),♂男性,59,共産,共産党書記局長、元共産党副委員長,0,1,議会役職,比例代表,現,3,-,,,,,
2019-07-21,-,山下･芳生♂(59),♂男性,59,共産,共産党副委員長、共産党参議院議員団長,0,1,議会役職,比例代表,現,3,-,,,,,
2019-07-21,-,井上･哲士♂(61),♂男性,61,共産,共産党参議院幹事長、共産党参議院国会対策委員長,0,1,議会役職,比例代表,現,3,-,,,,,
2019-07-21,-,紙･智子♀(64),♀女性,64,共産,共産党農林・漁民局長、共産党常任幹部会委員,0,1,政党役職,比例代表,現,3,-,,,,,
2019-07-21,-,鈴木･宗男♂(71),♂男性,71,維新,新党大地代表、元衆議院議員,0,1,政党役職,比例代表,新,1,-,,,,,
2019-07-21,-,室井･邦彦♂(72),♂男性,72,維新,参議院懲罰委員長、日本維新の会参議院幹事長,0,1,議会役職,比例代表,現,2,-,,,,,
2019-07-21,-,梅村･聡♂(44),♂男性,44,維新,元厚生労働政務官、医師,0,1,政務官,比例代表,元,1,-,,,,,
2019-07-21,-,柴田･巧♂(58),♂男性,58,維新,元富山県議会議員、日本建築大工技能士会顧問,0,1,議員,比例代表,元,1,-,,,,,
2019-07-21,-,柳ヶ瀬･裕文♂(44),♂男性,44,維新,元東京都議会議員、元東京都大田区議会議員,0,1,議員,比例代表,新,1,-,,,,,
2019-07-21,-,吉田･忠智♂(63),♂男性,63,社民,元社民党党首、元大分県議会議員,0,1,政党役職,比例代表,元,1,-,,,,,
2019-07-21,-,舩後･靖彦♂(61),♂男性,61,れ新,元日本ＡＬＳ協会千葉県支部運営委員、介護サービス会社副社長,0,1,団体役員,比例代表,新,1,-,,,,,
2019-07-21,-,木村･英子♀(54),♀女性,54,れ新,全都在宅障害者の保障を考える会代表、全国公的介護保障要求者組合書記長,0,1,団体役員,比例代表,新,1,-,,,,,
2019-07-21,-,立花･孝志♂(51),♂男性,51,Ｎ国,ＮＨＫから国民を守る党代表、元東京都葛飾区議会議員,0,1,政党役職,比例代表,新,1,-,,,,,
